paramormyrops_kingsleyae ENSPKIG00000013466
scleropages_formosus ENSSFOG00015001009
astyanax_mexicanus ENSAMXG00000029938
astyanax_mexicanus ENSAMXG00005006739
pygocentrus_nattereri ENSPNAG00000009554
electrophorus_electricus ENSEEEG00000010970
ictalurus_punctatus ENSIPUG00000006632
danio_rerio ENSDARG00000044373
clupea_harengus ENSCHAG00000025344
denticeps_clupeoides ENSDCDG00000033205
hucho_hucho ENSHHUG00000041393
hucho_hucho ENSHHUG00000052426
esox_lucius ENSELUG00000022092
larimichthys_crocea ENSLCRG00005006533
labrus_bergylta ENSLBEG00000014620
cottoperca_gobio ENSCGOG00000021507
gasterosteus_aculeatus ENSGACG00000006923
mola_mola ENSMMOG00000001678
takifugu_rubripes ENSTRUG00000018516
tetraodon_nigroviridis ENSTNIG00000018099
periophthalmus_magnuspinnatus ENSPMGG00000010690
seriola_lalandi ENSSLDG00000002291
seriola_dumerili ENSSDUG00000013562
lates_calcarifer ENSLCAG00010010458
scophthalmus_maximus ENSSMAG00000020625
amphiprion_percula ENSAPEG00000011253
amphiprion_ocellaris ENSAOCG00000000325
acanthochromis_polyacanthus ENSAPOG00000016745
stegastes_partitus ENSSPAG00000019853
parambassis_ranga ENSPRNG00000001761
xiphophorus_maculatus ENSXMAG00000011389
xiphophorus_couchianus ENSXCOG00000007147
gambusia_affinis ENSGAFG00000008724
poecilia_formosa ENSPFOG00000008338
poecilia_mexicana ENSPMEG00000015662
poecilia_latipinna ENSPLAG00000011403
poecilia_reticulata ENSPREG00000020694
gouania_willdenowi ENSGWIG00000017968
pundamilia_nyererei ENSPNYG00000017474
haplochromis_burtoni ENSHBUG00000020559
maylandia_zebra ENSMZEG00005012546
astatotilapia_calliptera ENSACLG00000001458
neolamprologus_brichardi ENSNBRG00000018639
oreochromis_niloticus ENSONIG00000008825
amphilophus_citrinellus ENSACIG00000011861
mastacembelus_armatus ENSMAMG00000009246
monopterus_albus ENSMALG00000017734
anabas_testudineus ENSATEG00000020019
betta_splendens ENSBSLG00000018355
hippocampus_comes ENSHCOG00000000125
cynoglossus_semilaevis ENSCSEG00000017978
fundulus_heteroclitus ENSFHEG00000001413
cyprinodon_variegatus ENSCVAG00000000621
kryptolebias_marmoratus ENSKMAG00000011290
oryzias_latipes ENSORLG00015006631
oryzias_latipes ENSORLG00020010503
oryzias_latipes ENSORLG00000010404
oryzias_melastigma ENSOMEG00000008186
gadus_morhua ENSGMOG00000018222
lepisosteus_oculatus ENSLOCG00000006628
erpetoichthys_calabaricus ENSECRG00000008865
anolis_carolinensis ENSACAG00000008101
pogona_vitticeps ENSPVIG00000019110
notechis_scutatus ENSNSUG00000001683
salvator_merianae ENSSMRG00000018271
sphenodon_punctatus ENSSPUG00000016128
apteryx_haastii ENSAHAG00000004058
apteryx_owenii ENSAOWG00000012468
apteryx_rowi ENSARWG00000014296
dromaius_novaehollandiae ENSDNVG00000000396
nothoprocta_perdicaria ENSNPEG00000011165
anser_brachyrhynchus ENSABRG00000019118
anas_platyrhynchos ENSAPLG00000015314
gallus_gallus ENSGALG00000010985
meleagris_gallopavo ENSMGAG00000011740
numida_meleagris ENSNMEG00000009543
melopsittacus_undulatus ENSMUNG00000012243
calidris_pugnax ENSCPUG00000011226
calidris_pygmaea ENSCPGG00000004872
coturnix_japonica ENSCJPG00005014485
lepidothrix_coronata ENSLCOG00000003544
manacus_vitellinus ENSMVIG00005008192
parus_major ENSPMJG00000012330
cyanistes_caeruleus ENSCCEG00000008339
ficedula_albicollis ENSFALG00000012535
taeniopygia_guttata ENSTGUG00000009870
lonchura_striata ENSLSDG00000018125
serinus_canaria ENSSCAG00000006779
junco_hyemalis ENSJHYG00000003183
zonotrichia_albicollis ENSZALG00000011363
crocodylus_porosus ENSCPRG00005010945
gopherus_agassizii ENSGAGG00000000504
chelonoidis_abingdonii ENSCABG00000023120
chrysemys_picta ENSCPBG00000014206
pelodiscus_sinensis ENSPSIG00000013481
propithecus_coquereli ENSPCOG00000012978
microcebus_murinus ENSMICG00000001538
prolemur_simus ENSPSMG00000014652
carlito_syrichta ENSTSYG00000009586
oryctolagus_cuniculus ENSOCUG00000007695
cebus_capucinus ENSCCAG00000014124
callithrix_jacchus ENSCJAG00000016480
saimiri_boliviensis ENSSBOG00000032872
aotus_nancymaae ENSANAG00000022513
piliocolobus_tephrosceles ENSPTEG00000017997
colobus_angolensis ENSCANG00000030970
rhinopithecus_roxellana ENSRROG00000013654
rhinopithecus_bieti ENSRBIG00000027148
pan_troglodytes ENSPTRG00000000813
pan_paniscus ENSPPAG00000043147
homo_sapiens ENSG00000125703
gorilla_gorilla ENSGGOG00000007252
pongo_abelii ENSPPYG00000001279
nomascus_leucogenys ENSNLEG00000015041
macaca_fascicularis ENSMFAG00000038279
macaca_nemestrina ENSMNEG00000038662
theropithecus_gelada ENSTGEG00000011106
papio_anubis ENSPANG00000020948
cercocebus_atys ENSCATG00000042641
mandrillus_leucophaeus ENSMLEG00000039717
chlorocebus_sabaeus ENSCSAG00000001342
macaca_mulatta ENSMMUG00000000386
ochotona_princeps ENSOPRG00000010913
tupaia_belangeri ENSTBEG00000010880
ursus_americanus ENSUAMG00000015550
ursus_maritimus ENSUMAG00000008849
ailuropoda_melanoleuca ENSAMEG00000014990
neovison_vison ENSNVIG00000010028
mustela_putorius ENSMPUG00000007984
canis_lupus ENSCAFG00000018720
canis_lupus ENSCAFG00020017922
vulpes_vulpes ENSVVUG00000016398
panthera_tigris ENSPTIG00000010987
panthera_pardus ENSPPRG00000009565
felis_catus ENSFCAG00000027083
equus_asinus ENSEASG00005008203
equus_caballus ENSECAG00000000823
vicugna_pacos ENSVPAG00000010777
sus_scrofa ENSSSCG00000003816
capra_hircus ENSCHIG00000024580
ovis_aries ENSOARG00000009546
bos_indicus ENSBIXG00005003580
bos_indicus ENSBIXG00000027078
