gallus_gallus ENSGALG00000015542
meleagris_gallopavo ENSMGAG00000004120
coturnix_japonica ENSCJPG00005001266
numida_meleagris ENSNMEG00000009429
anser_brachyrhynchus ENSABRG00000014297
anas_platyrhynchos ENSAPLG00000006758
melopsittacus_undulatus ENSMUNG00000004449
calidris_pugnax ENSCPUG00000017608
calidris_pygmaea ENSCPGG00000014688
lonchura_striata ENSLSDG00000015190
taeniopygia_guttata ENSTGUG00000000645
serinus_canaria ENSSCAG00000004941
ficedula_albicollis ENSFALG00000000236
zonotrichia_albicollis ENSZALG00000011410
cyanistes_caeruleus ENSCCEG00000011971
parus_major ENSPMJG00000005754
manacus_vitellinus ENSMVIG00005018764
lepidothrix_coronata ENSLCOG00000004442
apteryx_owenii ENSAOWG00000011151
apteryx_haastii ENSAHAG00000008620
apteryx_rowi ENSARWG00000008551
dromaius_novaehollandiae ENSDNVG00000016503
nothoprocta_perdicaria ENSNPEG00000015744
crocodylus_porosus ENSCPRG00005014972
gopherus_agassizii ENSGAGG00000012488
chelonoidis_abingdonii ENSCABG00000018031
chrysemys_picta ENSCPBG00000009570
pelodiscus_sinensis ENSPSIG00000005981
pogona_vitticeps ENSPVIG00000015805
anolis_carolinensis ENSACAG00000017418
notechis_scutatus ENSNSUG00000010229
salvator_merianae ENSSMRG00000020709
sphenodon_punctatus ENSSPUG00000008411
castor_canadensis ENSCCNG00000021843
dipodomys_ordii ENSDORG00000012237
mus_caroli MGP_CAROLIEiJ_G0026007
mus_musculus ENSMUSG00000063446
mus_pahari MGP_PahariEiJ_G0028343
rattus_norvegicus ENSRNOG00000007575
meriones_unguiculatus ENSMUGG00000022701
cricetulus_griseus ENSCGRG00015027823
cricetulus_griseus ENSCGRG00000004346
cricetulus_griseus ENSCGRG00001022554
mesocricetus_auratus ENSMAUG00000010325
peromyscus_maniculatus ENSPEMG00000012426
nannospalax_galili ENSNGAG00000023835
jaculus_jaculus ENSJJAG00000014625
chinchilla_lanigera ENSCLAG00000014192
octodon_degus ENSODEG00000005164
cavia_porcellus ENSCPOG00000006791
cavia_aperea ENSCAPG00000011988
heterocephalus_glaber ENSHGLG00000008477
heterocephalus_glaber ENSHGLG00100006852
fukomys_damarensis ENSFDAG00000002086
marmota_marmota ENSMMMG00000004212
ictidomys_tridecemlineatus ENSSTOG00000001576
urocitellus_parryii ENSUPAG00010015166
spermophilus_dauricus ENSSDAG00000007650
oryctolagus_cuniculus ENSOCUG00000013668
tupaia_belangeri ENSTBEG00000003392
