anas_platyrhynchos_platyrhynchos ENSAPLG00000002961
anser_brachyrhynchus ENSABRG00000007091
gallus_gallus ENSGALG00000041918
coturnix_japonica ENSCJPG00005011678
meleagris_gallopavo ENSMGAG00000011340
numida_meleagris ENSNMEG00000017375
lepidothrix_coronata ENSLCOG00000003614
manacus_vitellinus ENSMVIG00005016388
lonchura_striata_domestica ENSLSDG00000014149
taeniopygia_guttata ENSTGUG00000011388
serinus_canaria ENSSCAG00000000263
zonotrichia_albicollis ENSZALG00000008756
junco_hyemalis ENSJHYG00000016616
ficedula_albicollis ENSFALG00000005332
parus_major ENSPMJG00000004994
cyanistes_caeruleus ENSCCEG00000010262
calidris_pygmaea ENSCPGG00000000671
calidris_pugnax ENSCPUG00000010216
melopsittacus_undulatus ENSMUNG00000005667
apteryx_owenii ENSAOWG00000008921
apteryx_haastii ENSAHAG00000014679
apteryx_rowi ENSARWG00000016851
dromaius_novaehollandiae ENSDNVG00000009913
nothoprocta_perdicaria ENSNPEG00000014040
crocodylus_porosus ENSCPRG00005018134
chelonoidis_abingdonii ENSCABG00000009696
gopherus_agassizii ENSGAGG00000013141
chrysemys_picta_bellii ENSCPBG00000013882
pelodiscus_sinensis ENSPSIG00000016910
sphenodon_punctatus ENSSPUG00000001242
pogona_vitticeps ENSPVIG00000003487
anolis_carolinensis ENSACAG00000016302
notechis_scutatus ENSNSUG00000015034
salvator_merianae ENSSMRG00000011583
phascolarctos_cinereus ENSPCIG00000011157
notamacropus_eugenii ENSMEUG00000012156
sarcophilus_harrisii ENSSHAG00000013705
monodelphis_domestica ENSMODG00000007714
choloepus_hoffmanni ENSCHOG00000000404
dasypus_novemcinctus ENSDNOG00000039211
mus_spicilegus ENSMSIG00000009057
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0014751
mus_musculus ENSMUSG00000042501
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0013948
mus_pahari MGP_PahariEiJ_G0023871
rattus_norvegicus ENSRNOG00000005655
meriones_unguiculatus ENSMUGG00000019670
cricetulus_griseus_crigri ENSCGRG00000002706
cricetulus_griseus_crigri-picr ENSCGRG00015021589
cricetulus_griseus_chok1gshd ENSCGRG00001009897
mesocricetus_auratus ENSMAUG00000016804
microtus_ochrogaster ENSMOCG00000013145
peromyscus_maniculatus_bairdii ENSPEMG00000008712
nannospalax_galili ENSNGAG00000019344
jaculus_jaculus ENSJJAG00000018276
dipodomys_ordii ENSDORG00000005622
ictidomys_tridecemlineatus ENSSTOG00000021895
urocitellus_parryii ENSUPAG00010007491
spermophilus_dauricus ENSSDAG00000012633
marmota_marmota_marmota ENSMMMG00000001953
heterocephalus_glaber_male ENSHGLG00100001493
heterocephalus_glaber_female ENSHGLG00000007434
fukomys_damarensis ENSFDAG00000012448
chinchilla_lanigera ENSCLAG00000003671
cavia_porcellus ENSCPOG00000012028
octodon_degus ENSODEG00000003792
oryctolagus_cuniculus ENSOCUG00000005452
ochotona_princeps ENSOPRG00000004514
pan_troglodytes ENSPTRG00000020322
pan_paniscus ENSPPAG00000040368
homo_sapiens ENSG00000165078
gorilla_gorilla ENSGGOG00000005868
pongo_abelii ENSPPYG00000018651
nomascus_leucogenys ENSNLEG00000011082
theropithecus_gelada ENSTGEG00000021057
papio_anubis ENSPANG00000009069
mandrillus_leucophaeus ENSMLEG00000039764
cercocebus_atys ENSCATG00000037650
macaca_fascicularis ENSMFAG00000039794
macaca_mulatta ENSMMUG00000023015
macaca_nemestrina ENSMNEG00000036786
chlorocebus_sabaeus ENSCSAG00000013963
piliocolobus_tephrosceles ENSPTEG00000008536
colobus_angolensis_palliatus ENSCANG00000031248
rhinopithecus_roxellana ENSRROG00000017130
rhinopithecus_bieti ENSRBIG00000035092
cebus_capucinus ENSCCAG00000024560
callithrix_jacchus ENSCJAG00000004849
saimiri_boliviensis_boliviensis ENSSBOG00000026618
aotus_nancymaae ENSANAG00000035592
carlito_syrichta ENSTSYG00000007226
prolemur_simus ENSPSMG00000001511
microcebus_murinus ENSMICG00000012503
propithecus_coquereli ENSPCOG00000025619
otolemur_garnettii ENSOGAG00000006261
tupaia_belangeri ENSTBEG00000013946
neovison_vison ENSNVIG00000023858
mustela_putorius_furo ENSMPUG00000002652
ursus_maritimus ENSUMAG00000018314
canis_lupus_dingo ENSCAFG00020017526
canis_lupus_familiaris ENSCAFG00000007568
vulpes_vulpes ENSVVUG00000018690
panthera_pardus ENSPPRG00000000815
panthera_tigris_altaica ENSPTIG00000005426
felis_catus ENSFCAG00000007255
bos_mutus ENSBMUG00000022933
pteropus_vampyrus ENSPVAG00000014327
sorex_araneus ENSSARG00000002334
equus_caballus ENSECAG00000016047
equus_asinus_asinus ENSEASG00005001157
bos_taurus ENSBTAG00000044080
bison_bison_bison ENSBBBG00000018833
capra_hircus ENSCHIG00000023102
ovis_aries ENSOARG00000001646
tursiops_truncatus ENSTTRG00000017159
sus_scrofa ENSSSCG00000006200
vicugna_pacos ENSVPAG00000004206
erinaceus_europaeus ENSEEUG00000014787
myotis_lucifugus ENSMLUG00000011817
loxodonta_africana ENSLAFG00000011271
procavia_capensis ENSPCAG00000009331
echinops_telfairi ENSETEG00000008216
ornithorhynchus_anatinus ENSOANG00000013506
lepisosteus_oculatus ENSLOCG00000006540
latimeria_chalumnae ENSLACG00000003391
xenopus_tropicalis ENSXETG00000030601
astyanax_mexicanus ENSAMXG00000042988
pygocentrus_nattereri ENSPNAG00000019071
ictalurus_punctatus ENSIPUG00000012896
danio_rerio ENSDARG00000012013
seriola_dumerili ENSSDUG00000013822
seriola_lalandi_dorsalis ENSSLDG00000006045
scophthalmus_maximus ENSSMAG00000015556
xiphophorus_maculatus ENSXMAG00000010115
xiphophorus_couchianus ENSXCOG00000009431
gambusia_affinis ENSGAFG00000007598
poecilia_formosa ENSPFOG00000010099
poecilia_mexicana ENSPMEG00000016582
poecilia_latipinna ENSPLAG00000023880
poecilia_reticulata ENSPREG00000018594
fundulus_heteroclitus ENSFHEG00000000441
cyprinodon_variegatus ENSCVAG00000006231
oryzias_latipes_asm223469v1 ENSORLG00015015542
oryzias_latipes ENSORLG00000008311
oryzias_latipes ENSORLG00020015453
oryzias_melastigma ENSOMEG00000008924
amphiprion_percula ENSAPEG00000021195
amphiprion_ocellaris ENSAOCG00000010878
acanthochromis_polyacanthus ENSAPOG00000019634
stegastes_partitus ENSSPAG00000011509
haplochromis_burtoni ENSHBUG00000019253
pundamilia_nyererei ENSPNYG00000002368
astatotilapia_calliptera ENSACLG00000025647
maylandia_zebra ENSMZEG00005021662
neolamprologus_brichardi ENSNBRG00000023577
oreochromis_niloticus ENSONIG00000014221
amphilophus_citrinellus ENSACIG00000022584
monopterus_albus ENSMALG00000000798
mastacembelus_armatus ENSMAMG00000023085
anabas_testudineus ENSATEG00000012107
cynoglossus_semilaevis ENSCSEG00000014390
takifugu_rubripes ENSTRUG00000009877
tetraodon_nigroviridis ENSTNIG00000010110
mola_mola ENSMMOG00000003455
labrus_bergylta ENSLBEG00000016130
gasterosteus_aculeatus ENSGACG00000002857
periophthalmus_magnuspinnatus ENSPMGG00000009701
kryptolebias_marmoratus ENSKMAG00000007872
hippocampus_comes ENSHCOG00000008156
gadus_morhua ENSGMOG00000017058
esox_lucius ENSELUG00000015652
scleropages_formosus ENSSFOG00015014273
paramormyrops_kingsleyae ENSPKIG00000007430
lepisosteus_oculatus ENSLOCG00000004376
