pogona_vitticeps ENSPVIG00000013526
anolis_carolinensis ENSACAG00000014572
notechis_scutatus ENSNSUG00000016486
salvator_merianae ENSSMRG00000008199
sphenodon_punctatus ENSSPUG00000014381
crocodylus_porosus ENSCPRG00005010358
crocodylus_porosus ENSCPRG00005000204
apteryx_haastii ENSAHAG00000019129
apteryx_owenii ENSAOWG00000010086
apteryx_rowi ENSARWG00000017896
dromaius_novaehollandiae ENSDNVG00000013294
nothoprocta_perdicaria ENSNPEG00000002906
calidris_pygmaea ENSCPGG00000018714
calidris_pugnax ENSCPUG00000014130
melopsittacus_undulatus ENSMUNG00000012364
gallus_gallus ENSGALG00000000684
coturnix_japonica ENSCJPG00005015014
meleagris_gallopavo ENSMGAG00000002954
numida_meleagris ENSNMEG00000009763
anser_brachyrhynchus ENSABRG00000003721
lepidothrix_coronata ENSLCOG00000001980
manacus_vitellinus ENSMVIG00005017725
parus_major ENSPMJG00000016963
junco_hyemalis ENSJHYG00000000405
lonchura_striata_domestica ENSLSDG00000010673
taeniopygia_guttata ENSTGUG00000017500
serinus_canaria ENSSCAG00000007787
cyanistes_caeruleus ENSCCEG00000005085
zonotrichia_albicollis ENSZALG00000002746
ficedula_albicollis ENSFALG00000000617
gopherus_agassizii ENSGAGG00000011827
chelonoidis_abingdonii ENSCABG00000002711
chrysemys_picta_bellii ENSCPBG00000001512
pelodiscus_sinensis ENSPSIG00000008909
ornithorhynchus_anatinus ENSOANG00000012776
ornithorhynchus_anatinus ENSOANG00000008587
oryctolagus_cuniculus ENSOCUG00000023010
tupaia_belangeri ENSTBEG00000013424
bos_mutus ENSBMUG00000024513
bos_taurus ENSBTAG00000015197
bison_bison_bison ENSBBBG00000015896
ovis_aries ENSOARG00000003855
capra_hircus ENSCHIG00000003402
erinaceus_europaeus ENSEEUG00000011156
choloepus_hoffmanni ENSCHOG00000005250
dasypus_novemcinctus ENSDNOG00000000172
procavia_capensis ENSPCAG00000014650
echinops_telfairi ENSETEG00000014192
loxodonta_africana ENSLAFG00000030908
papio_anubis ENSPANG00000010607
theropithecus_gelada ENSTGEG00000014170
mandrillus_leucophaeus ENSMLEG00000023720
chlorocebus_sabaeus ENSCSAG00000014624
cercocebus_atys ENSCATG00000012552
macaca_mulatta ENSMMUG00000018585
macaca_fascicularis ENSMFAG00000037118
macaca_nemestrina ENSMNEG00000039146
piliocolobus_tephrosceles ENSPTEG00000032912
colobus_angolensis_palliatus ENSCANG00000029406
rhinopithecus_roxellana ENSRROG00000040656
rhinopithecus_bieti ENSRBIG00000028424
pan_troglodytes ENSPTRG00000001898
pan_paniscus ENSPPAG00000039119
gorilla_gorilla ENSGGOG00000003529
homo_sapiens ENSG00000162873
pongo_abelii ENSPPYG00000000306
nomascus_leucogenys ENSNLEG00000014485
saimiri_boliviensis_boliviensis ENSSBOG00000036139
cebus_capucinus ENSCCAG00000033611
callithrix_jacchus ENSCJAG00000045079
aotus_nancymaae ENSANAG00000020760
carlito_syrichta ENSTSYG00000013270
prolemur_simus ENSPSMG00000006855
propithecus_coquereli ENSPCOG00000017391
microcebus_murinus ENSMICG00000026896
otolemur_garnettii ENSOGAG00000013073
castor_canadensis ENSCCNG00000017820
dipodomys_ordii ENSDORG00000013119
mus_spicilegus ENSMSIG00000023550
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015391
mus_musculus ENSMUSG00000042115
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014584
mus_pahari MGP_PahariEiJ_G0027820
rattus_norvegicus ENSRNOG00000000036
meriones_unguiculatus ENSMUGG00000021359
peromyscus_maniculatus_bairdii ENSPEMG00000030196
microtus_ochrogaster ENSMOCG00000002500
cricetulus_griseus_crigri ENSCGRG00000014026
cricetulus_griseus_chok1gshd ENSCGRG00001011449
cricetulus_griseus_crigri-picr ENSCGRG00015003183
mesocricetus_auratus ENSMAUG00000007871
nannospalax_galili ENSNGAG00000012079
jaculus_jaculus ENSJJAG00000020819
ictidomys_tridecemlineatus ENSSTOG00000011283
urocitellus_parryii ENSUPAG00010014297
spermophilus_dauricus ENSSDAG00000015645
marmota_marmota_marmota ENSMMMG00000004257
chinchilla_lanigera ENSCLAG00000015610
octodon_degus ENSODEG00000006709
cavia_aperea ENSCAPG00000011000
cavia_porcellus ENSCPOG00000020319
heterocephalus_glaber_male ENSHGLG00100002134
heterocephalus_glaber_female ENSHGLG00000016588
fukomys_damarensis ENSFDAG00000002794
ochotona_princeps ENSOPRG00000010185
sus_scrofa ENSSSCG00000023441
tursiops_truncatus ENSTTRG00000006601
equus_caballus ENSECAG00000015553
equus_asinus_asinus ENSEASG00005005774
ursus_americanus ENSUAMG00000003205
ailuropoda_melanoleuca ENSAMEG00000001452
neovison_vison ENSNVIG00000017965
mustela_putorius_furo ENSMPUG00000011907
canis_lupus_dingo ENSCAFG00020005318
canis_lupus_dingo ENSCAFG00020001137
canis_lupus_familiaris ENSCAFG00000010046
vulpes_vulpes ENSVVUG00000013701
panthera_tigris_altaica ENSPTIG00000007129
panthera_pardus ENSPPRG00000013688
felis_catus ENSFCAG00000026726
pteropus_vampyrus ENSPVAG00000004128
myotis_lucifugus ENSMLUG00000011439
notamacropus_eugenii ENSMEUG00000006868
phascolarctos_cinereus ENSPCIG00000009456
sarcophilus_harrisii ENSSHAG00000014393
monodelphis_domestica ENSMODG00000001778
xenopus_tropicalis ENSXETG00000000976
latimeria_chalumnae ENSLACG00000008787
