paramormyrops_kingsleyae ENSPKIG00000018930
scleropages_formosus ENSSFOG00015005551
astyanax_mexicanus ENSAMXG00005017023
astyanax_mexicanus ENSAMXG00000043957
pygocentrus_nattereri ENSPNAG00000022650
electrophorus_electricus ENSEEEG00000021777
ictalurus_punctatus ENSIPUG00000003177
danio_rerio ENSDARG00000075203
clupea_harengus ENSCHAG00000022688
clupea_harengus ENSCHAG00000022830
denticeps_clupeoides ENSDCDG00000027304
esox_lucius ENSELUG00000005721
hucho_hucho ENSHHUG00000052129
seriola_dumerili ENSSDUG00000016087
scophthalmus_maximus ENSSMAG00000018299
anabas_testudineus ENSATEG00000013716
betta_splendens ENSBSLG00000002925
monopterus_albus ENSMALG00000012882
haplochromis_burtoni ENSHBUG00000011822
astatotilapia_calliptera ENSACLG00000015541
acanthochromis_polyacanthus ENSAPOG00000022813
xiphophorus_maculatus ENSXMAG00000022274
gambusia_affinis ENSGAFG00000001254
poecilia_latipinna ENSPLAG00000023122
poecilia_mexicana ENSPMEG00000003279
fundulus_heteroclitus ENSFHEG00000002793
oryzias_latipes ENSORLG00020018240
oryzias_latipes ENSORLG00000024657
oryzias_latipes ENSORLG00015017910
oryzias_melastigma ENSOMEG00000019516
gouania_willdenowi ENSGWIG00000018303
cottoperca_gobio ENSCGOG00000016485
larimichthys_crocea ENSLCRG00005004678
pelodiscus_sinensis ENSPSIG00000003402
pogona_vitticeps ENSPVIG00000023222
phascolarctos_cinereus ENSPCIG00000026283
vombatus_ursinus ENSVURG00010000315
notamacropus_eugenii ENSMEUG00000010373
monodelphis_domestica ENSMODG00000041541
sarcophilus_harrisii ENSSHAG00000007101
vulpes_vulpes ENSVVUG00000010589
erinaceus_europaeus ENSEEUG00000004825
bos_mutus ENSBMUG00000021093
bos_taurus ENSBTAG00000019689
bos_indicus ENSBIXG00005018738
bos_indicus ENSBIXG00000010162
bison_bison ENSBBBG00000010983
ovis_aries ENSOARG00000008338
capra_hircus ENSCHIG00000005652
tursiops_truncatus ENSTTRG00000011184
sus_scrofa ENSSSCG00000029902
vicugna_pacos ENSVPAG00000001951
sorex_araneus ENSSARG00000004878
ursus_maritimus ENSUMAG00000011868
ursus_americanus ENSUAMG00000008364
ailuropoda_melanoleuca ENSAMEG00000010822
canis_lupus ENSCAFG00020022133
canis_lupus ENSCAFG00000012251
mustela_putorius ENSMPUG00000003473
neovison_vison ENSNVIG00000013720
panthera_tigris ENSPTIG00000010010
panthera_pardus ENSPPRG00000001469
felis_catus ENSFCAG00000007399
equus_asinus ENSEASG00005005084
pteropus_vampyrus ENSPVAG00000010489
myotis_lucifugus ENSMLUG00000016409
pan_paniscus ENSPPAG00000033566
pan_troglodytes ENSPTRG00000003938
homo_sapiens ENSG00000173715
gorilla_gorilla ENSGGOG00000014453
pongo_abelii ENSPPYG00000003008
nomascus_leucogenys ENSNLEG00000006249
theropithecus_gelada ENSTGEG00000005241
papio_anubis ENSPANG00000005285
macaca_mulatta ENSMMUG00000004529
macaca_fascicularis ENSMFAG00000033611
macaca_nemestrina ENSMNEG00000035054
cercocebus_atys ENSCATG00000044541
mandrillus_leucophaeus ENSMLEG00000030761
chlorocebus_sabaeus ENSCSAG00000008394
rhinopithecus_roxellana ENSRROG00000019870
rhinopithecus_bieti ENSRBIG00000035572
piliocolobus_tephrosceles ENSPTEG00000031309
colobus_angolensis ENSCANG00000034233
cebus_capucinus ENSCCAG00000020661
saimiri_boliviensis ENSSBOG00000035577
callithrix_jacchus ENSCJAG00000001212
aotus_nancymaae ENSANAG00000029124
carlito_syrichta ENSTSYG00000000372
microcebus_murinus ENSMICG00000003846
prolemur_simus ENSPSMG00000025863
propithecus_coquereli ENSPCOG00000027928
otolemur_garnettii ENSOGAG00000010551
tupaia_belangeri ENSTBEG00000002419
chinchilla_lanigera ENSCLAG00000016901
octodon_degus ENSODEG00000017597
fukomys_damarensis ENSFDAG00000017093
nannospalax_galili ENSNGAG00000007645
dipodomys_ordii ENSDORG00000025412
mus_spretus MGP_SPRETEiJ_G0023426
mus_musculus ENSMUSG00000071691
mus_spicilegus ENSMSIG00000005272
mus_caroli MGP_CAROLIEiJ_G0022512
mus_pahari MGP_PahariEiJ_G0014009
rattus_norvegicus ENSRNOG00000026579
meriones_unguiculatus ENSMUGG00000005616
cricetulus_griseus ENSCGRG00015017511
cricetulus_griseus ENSCGRG00001015205
cricetulus_griseus ENSCGRG00000012236
mesocricetus_auratus ENSMAUG00000016221
microtus_ochrogaster ENSMOCG00000014903
peromyscus_maniculatus ENSPEMG00000016746
jaculus_jaculus ENSJJAG00000016640
castor_canadensis ENSCCNG00000024406
urocitellus_parryii ENSUPAG00010008468
spermophilus_dauricus ENSSDAG00000011401
ictidomys_tridecemlineatus ENSSTOG00000012549
marmota_marmota ENSMMMG00000021850
oryctolagus_cuniculus ENSOCUG00000003485
ochotona_princeps ENSOPRG00000006770
cavia_porcellus ENSCPOG00000022344
choloepus_hoffmanni ENSCHOG00000007257
loxodonta_africana ENSLAFG00000015770
procavia_capensis ENSPCAG00000003596
echinops_telfairi ENSETEG00000015219
ornithorhynchus_anatinus ENSOANG00000032255
ornithorhynchus_anatinus ENSOANG00000022438
