monopterus_albus ENSMALG00000004789
mastacembelus_armatus ENSMAMG00000022818
scophthalmus_maximus ENSSMAG00000000932
labrus_bergylta ENSLBEG00000012059
takifugu_rubripes ENSTRUG00000020336
seriola_dumerili ENSSDUG00000018528
seriola_lalandi_dorsalis ENSSLDG00000018781
mola_mola ENSMMOG00000002516
poecilia_mexicana ENSPMEG00000010755
poecilia_formosa ENSPFOG00000017996
poecilia_latipinna ENSPLAG00000019413
poecilia_reticulata ENSPREG00000014727
xiphophorus_maculatus ENSXMAG00000010700
xiphophorus_couchianus ENSXCOG00000010781
gambusia_affinis ENSGAFG00000009029
cyprinodon_variegatus ENSCVAG00000005680
oryzias_latipes ENSORLG00000001663
oryzias_latipes ENSORLG00020004603
oryzias_latipes_asm223469v1 ENSORLG00015000233
oryzias_melastigma ENSOMEG00000015862
stegastes_partitus ENSSPAG00000016260
amphiprion_percula ENSAPEG00000004240
amphiprion_ocellaris ENSAOCG00000018722
acanthochromis_polyacanthus ENSAPOG00000018345
kryptolebias_marmoratus ENSKMAG00000015452
astatotilapia_calliptera ENSACLG00000012268
maylandia_zebra ENSMZEG00005001027
pundamilia_nyererei ENSPNYG00000002794
haplochromis_burtoni ENSHBUG00000010468
oreochromis_niloticus ENSONIG00000012157
neolamprologus_brichardi ENSNBRG00000016100
amphilophus_citrinellus ENSACIG00000010423
anabas_testudineus ENSATEG00000010647
hippocampus_comes ENSHCOG00000007870
periophthalmus_magnuspinnatus ENSPMGG00000002491
gasterosteus_aculeatus ENSGACG00000015560
gadus_morhua ENSGMOG00000004712
esox_lucius ENSELUG00000002139
pygocentrus_nattereri ENSPNAG00000001530
astyanax_mexicanus ENSAMXG00000013157
ictalurus_punctatus ENSIPUG00000004365
danio_rerio ENSDARG00000058893
scleropages_formosus ENSSFOG00015012574
paramormyrops_kingsleyae ENSPKIG00000001066
lepisosteus_oculatus ENSLOCG00000010861
phascolarctos_cinereus ENSPCIG00000010341
notamacropus_eugenii ENSMEUG00000001358
monodelphis_domestica ENSMODG00000015338
choloepus_hoffmanni ENSCHOG00000012898
dasypus_novemcinctus ENSDNOG00000013657
