calidris_pugnax ENSCPUG00000011281
calidris_pygmaea ENSCPGG00000005915
manacus_vitellinus ENSMVIG00005003943
lepidothrix_coronata ENSLCOG00000006875
lonchura_striata_domestica ENSLSDG00000000857
taeniopygia_guttata ENSTGUG00000003658
serinus_canaria ENSSCAG00000006395
ficedula_albicollis ENSFALG00000001362
parus_major ENSPMJG00000009533
cyanistes_caeruleus ENSCCEG00000024130
zonotrichia_albicollis ENSZALG00000001503
junco_hyemalis ENSJHYG00000011757
melopsittacus_undulatus ENSMUNG00000001044
anser_brachyrhynchus ENSABRG00000001008
anas_platyrhynchos_platyrhynchos ENSAPLG00000008614
meleagris_gallopavo ENSMGAG00000003827
coturnix_japonica ENSCJPG00005019945
gallus_gallus ENSGALG00000004965
numida_meleagris ENSNMEG00000006710
apteryx_haastii ENSAHAG00000014383
apteryx_owenii ENSAOWG00000011009
apteryx_rowi ENSARWG00000018508
dromaius_novaehollandiae ENSDNVG00000003579
nothoprocta_perdicaria ENSNPEG00000002231
crocodylus_porosus ENSCPRG00005000384
gopherus_agassizii ENSGAGG00000022867
chelonoidis_abingdonii ENSCABG00000001941
chrysemys_picta_bellii ENSCPBG00000025193
pelodiscus_sinensis ENSPSIG00000014465
anolis_carolinensis ENSACAG00000010253
pogona_vitticeps ENSPVIG00000001870
notechis_scutatus ENSNSUG00000017600
salvator_merianae ENSSMRG00000010490
sphenodon_punctatus ENSSPUG00000015536
lepisosteus_oculatus ENSLOCG00000002619
castor_canadensis ENSCCNG00000027544
dipodomys_ordii ENSDORG00000016224
mus_spicilegus ENSMSIG00000009228
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024288
mus_musculus ENSMUSG00000059316
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023371
mus_pahari MGP_PahariEiJ_G0024828
rattus_norvegicus ENSRNOG00000014369
meriones_unguiculatus ENSMUGG00000006610
peromyscus_maniculatus_bairdii ENSPEMG00000008880
microtus_ochrogaster ENSMOCG00000009385
cricetulus_griseus_crigri ENSCGRG00000005429
cricetulus_griseus_chok1gshd ENSCGRG00001023356
cricetulus_griseus_crigri-picr ENSCGRG00015014119
