cyprinodon_variegatus ENSCVAG00000003714
periophthalmus_magnuspinnatus ENSPMGG00000023041
takifugu_rubripes ENSTRUG00000023556
amphiprion_percula ENSAPEG00000017384
acanthochromis_polyacanthus ENSAPOG00000013732
amphiprion_ocellaris ENSAOCG00000016387
amphilophus_citrinellus ENSACIG00000014502
oryzias_latipes ENSORLG00015016176
oryzias_latipes ENSORLG00000029009
oryzias_latipes ENSORLG00020018773
oryzias_melastigma ENSOMEG00000014997
gouania_willdenowi ENSGWIG00000026332
hippocampus_comes ENSHCOG00000013145
seriola_lalandi ENSSLDG00000007812
mastacembelus_armatus ENSMAMG00000006526
betta_splendens ENSBSLG00000022715
monopterus_albus ENSMALG00000014095
mola_mola ENSMMOG00000010082
stegastes_partitus ENSSPAG00000017542
neolamprologus_brichardi ENSNBRG00000023845
cynoglossus_semilaevis ENSCSEG00000004685
seriola_dumerili ENSSDUG00000016111
seriola_lalandi ENSSLDG00000019529
lates_calcarifer ENSLCAG00010018526
scophthalmus_maximus ENSSMAG00000019394
scophthalmus_maximus ENSSMAG00000019457
cottoperca_gobio ENSCGOG00000009626
anabas_testudineus ENSATEG00000011780
erpetoichthys_calabaricus ENSECRG00000020014
junco_hyemalis ENSJHYG00000011623
monodelphis_domestica ENSMODG00000040604
