lepidothrix_coronata ENSLCOG00000004034
manacus_vitellinus ENSMVIG00005017723
lonchura_striata ENSLSDG00000007968
serinus_canaria ENSSCAG00000003862
coturnix_japonica ENSCJPG00005013773
gallus_gallus ENSGALG00000033017
nothoprocta_perdicaria ENSNPEG00000006618
xenopus_tropicalis ENSXETG00000007672
mola_mola ENSMMOG00000019348
takifugu_rubripes ENSTRUG00000019850
poecilia_mexicana ENSPMEG00000010016
poecilia_latipinna ENSPLAG00000011102
poecilia_reticulata ENSPREG00000000948
gambusia_affinis ENSGAFG00000010659
xiphophorus_maculatus ENSXMAG00000026653
fundulus_heteroclitus ENSFHEG00000010809
cyprinodon_variegatus ENSCVAG00000022748
kryptolebias_marmoratus ENSKMAG00000001413
periophthalmus_magnuspinnatus ENSPMGG00000012270
hippocampus_comes ENSHCOG00000006942
cottoperca_gobio ENSCGOG00000021934
betta_splendens ENSBSLG00000010463
larimichthys_crocea ENSLCRG00005017161
labrus_bergylta ENSLBEG00000028129
anabas_testudineus ENSATEG00000008989
seriola_dumerili ENSSDUG00000007475
seriola_lalandi ENSSLDG00000015326
scophthalmus_maximus ENSSMAG00000016238
mastacembelus_armatus ENSMAMG00000010733
monopterus_albus ENSMALG00000003572
lates_calcarifer ENSLCAG00010022812
amphiprion_percula ENSAPEG00000004029
amphiprion_ocellaris ENSAOCG00000017191
acanthochromis_polyacanthus ENSAPOG00000015468
stegastes_partitus ENSSPAG00000015636
gouania_willdenowi ENSGWIG00000016270
oryzias_latipes ENSORLG00000015048
oryzias_latipes ENSORLG00020004880
oryzias_latipes ENSORLG00015006240
oryzias_melastigma ENSOMEG00000021937
haplochromis_burtoni ENSHBUG00000022570
pundamilia_nyererei ENSPNYG00000012220
astatotilapia_calliptera ENSACLG00000002757
maylandia_zebra ENSMZEG00005014463
neolamprologus_brichardi ENSNBRG00000018970
oreochromis_niloticus ENSONIG00000020754
amphilophus_citrinellus ENSACIG00000005048
parambassis_ranga ENSPRNG00000021386
cynoglossus_semilaevis ENSCSEG00000016370
hucho_hucho ENSHHUG00000033186
hucho_hucho ENSHHUG00000050980
esox_lucius ENSELUG00000013684
denticeps_clupeoides ENSDCDG00000029217
paramormyrops_kingsleyae ENSPKIG00000009458
scleropages_formosus ENSSFOG00015007772
ictalurus_punctatus ENSIPUG00000008299
electrophorus_electricus ENSEEEG00000023192
astyanax_mexicanus ENSAMXG00005015797
astyanax_mexicanus ENSAMXG00000038761
pygocentrus_nattereri ENSPNAG00000020503
danio_rerio ENSDARG00000097855
paramormyrops_kingsleyae ENSPKIG00000014894
lepisosteus_oculatus ENSLOCG00000017834
erpetoichthys_calabaricus ENSECRG00000006074
callorhinchus_milii ENSCMIG00000015215
