monopterus_albus ENSMALG00000017447
mastacembelus_armatus ENSMAMG00000010292
anabas_testudineus ENSATEG00000016761
seriola_dumerili ENSSDUG00000017266
seriola_lalandi_dorsalis ENSSLDG00000016391
scophthalmus_maximus ENSSMAG00000020462
labrus_bergylta ENSLBEG00000022048
gasterosteus_aculeatus ENSGACG00000017144
mola_mola ENSMMOG00000008065
amphiprion_ocellaris ENSAOCG00000005631
amphiprion_percula ENSAPEG00000009540
acanthochromis_polyacanthus ENSAPOG00000000643
stegastes_partitus ENSSPAG00000021391
haplochromis_burtoni ENSHBUG00000021383
maylandia_zebra ENSMZEG00005018152
astatotilapia_calliptera ENSACLG00000018014
pundamilia_nyererei ENSPNYG00000010691
neolamprologus_brichardi ENSNBRG00000001490
oreochromis_niloticus ENSONIG00000003543
amphilophus_citrinellus ENSACIG00000018565
xiphophorus_couchianus ENSXCOG00000004607
xiphophorus_maculatus ENSXMAG00000004094
gambusia_affinis ENSGAFG00000008179
poecilia_formosa ENSPFOG00000019742
poecilia_mexicana ENSPMEG00000000288
poecilia_latipinna ENSPLAG00000010862
poecilia_reticulata ENSPREG00000010665
cyprinodon_variegatus ENSCVAG00000006249
fundulus_heteroclitus ENSFHEG00000001544
kryptolebias_marmoratus ENSKMAG00000009207
oryzias_latipes ENSORLG00000009198
oryzias_latipes_asm223469v1 ENSORLG00015002935
oryzias_latipes ENSORLG00020015675
oryzias_melastigma ENSOMEG00000001878
periophthalmus_magnuspinnatus ENSPMGG00000008694
cynoglossus_semilaevis ENSCSEG00000001730
tetraodon_nigroviridis ENSTNIG00000009107
gadus_morhua ENSGMOG00000010225
esox_lucius ENSELUG00000019704
pygocentrus_nattereri ENSPNAG00000009166
astyanax_mexicanus ENSAMXG00000018636
danio_rerio ENSDARG00000053487
