anser_brachyrhynchus ENSABRG00000007975
gallus_gallus ENSGALG00000048524
calidris_pugnax ENSCPUG00000008592
apteryx_rowi ENSARWG00000004521
apteryx_haastii ENSAHAG00000016301
apteryx_owenii ENSAOWG00000014292
dromaius_novaehollandiae ENSDNVG00000017575
chrysemys_picta ENSCPBG00000018866
gopherus_agassizii ENSGAGG00000019375
anolis_carolinensis ENSACAG00000007245
pogona_vitticeps ENSPVIG00000015060
salvator_merianae ENSSMRG00000010004
sphenodon_punctatus ENSSPUG00000017933
chelonoidis_abingdonii ENSCABG00000011310
coturnix_japonica ENSCJPG00005002703
coturnix_japonica ENSCJPG00005002705
meleagris_gallopavo ENSMGAG00000016383
meleagris_gallopavo ENSMGAG00000017359
anas_platyrhynchos ENSAPLG00000021999
nothoprocta_perdicaria ENSNPEG00000003805
notechis_scutatus ENSNSUG00000018517
capra_hircus ENSCHIG00000024489
ovis_aries ENSOARG00000014952
bos_taurus ENSBTAG00000012235
bos_mutus ENSBMUG00000023893
bison_bison ENSBBBG00000005569
sus_scrofa ENSSSCG00000005914
equus_caballus ENSECAG00000001400
equus_caballus ENSECAG00000002550
equus_asinus ENSEASG00005010177
canis_lupus ENSCAFG00020018834
canis_lupus ENSCAFG00000001536
mustela_putorius ENSMPUG00000007133
ursus_americanus ENSUAMG00000027816
ursus_maritimus ENSUMAG00000020808
ailuropoda_melanoleuca ENSAMEG00000006042
panthera_pardus ENSPPRG00000015953
panthera_tigris ENSPTIG00000016864
felis_catus ENSFCAG00000011548
myotis_lucifugus ENSMLUG00000006847
pan_troglodytes ENSPTRG00000020680
pan_paniscus ENSPPAG00000036790
homo_sapiens ENSG00000179526
gorilla_gorilla ENSGGOG00000027471
nomascus_leucogenys ENSNLEG00000010468
theropithecus_gelada ENSTGEG00000018173
papio_anubis ENSPANG00000032690
mandrillus_leucophaeus ENSMLEG00000016210
macaca_mulatta ENSMMUG00000007152
macaca_fascicularis ENSMFAG00000038852
macaca_nemestrina ENSMNEG00000003728
cercocebus_atys ENSCATG00000036395
chlorocebus_sabaeus ENSCSAG00000008778
piliocolobus_tephrosceles ENSPTEG00000024516
colobus_angolensis ENSCANG00000036973
rhinopithecus_bieti ENSRBIG00000041448
rhinopithecus_roxellana ENSRROG00000041299
cebus_capucinus ENSCCAG00000036190
saimiri_boliviensis ENSSBOG00000022572
callithrix_jacchus ENSCJAG00000021452
aotus_nancymaae ENSANAG00000027556
carlito_syrichta ENSTSYG00000036624
prolemur_simus ENSPSMG00000025323
microcebus_murinus ENSMICG00000015597
propithecus_coquereli ENSPCOG00000027890
otolemur_garnettii ENSOGAG00000007415
castor_canadensis ENSCCNG00000028058
dipodomys_ordii ENSDORG00000008469
microtus_ochrogaster ENSMOCG00000014181
peromyscus_maniculatus ENSPEMG00000008905
cricetulus_griseus ENSCGRG00015020539
cricetulus_griseus ENSCGRG00000004144
cricetulus_griseus ENSCGRG00001015783
mus_musculus ENSMUSG00000022552
mus_spretus MGP_SPRETEiJ_G0020825
mus_spicilegus ENSMSIG00000023629
mus_caroli MGP_CAROLIEiJ_G0019922
mus_pahari MGP_PahariEiJ_G0019932
rattus_norvegicus ENSRNOG00000012812
meriones_unguiculatus ENSMUGG00000011398
nannospalax_galili ENSNGAG00000013718
jaculus_jaculus ENSJJAG00000011432
spermophilus_dauricus ENSSDAG00000013333
marmota_marmota ENSMMMG00000007295
urocitellus_parryii ENSUPAG00010023535
ictidomys_tridecemlineatus ENSSTOG00000002681
heterocephalus_glaber ENSHGLG00000005869
heterocephalus_glaber ENSHGLG00100010650
fukomys_damarensis ENSFDAG00000008486
octodon_degus ENSODEG00000012889
cavia_porcellus ENSCPOG00000013242
chinchilla_lanigera ENSCLAG00000012370
neovison_vison ENSNVIG00000024025
sorex_araneus ENSSARG00000005648
tursiops_truncatus ENSTTRG00000006414
dasypus_novemcinctus ENSDNOG00000041896
procavia_capensis ENSPCAG00000007719
pongo_abelii ENSPPYG00000018962
tupaia_belangeri ENSTBEG00000013763
pteropus_vampyrus ENSPVAG00000007104
echinops_telfairi ENSETEG00000015281
erinaceus_europaeus ENSEEUG00000005062
dasypus_novemcinctus ENSDNOG00000044984
vombatus_ursinus ENSVURG00010024811
phascolarctos_cinereus ENSPCIG00000009092
notamacropus_eugenii ENSMEUG00000003230
monodelphis_domestica ENSMODG00000010491
sarcophilus_harrisii ENSSHAG00000006040
callorhinchus_milii ENSCMIG00000002675
