castor_canadensis ENSCCNG00000023150
dipodomys_ordii ENSDORG00000026628
mus_spicilegus ENSMSIG00000028832
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027201
mus_musculus ENSMUSG00000025418
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026232
mus_pahari MGP_PahariEiJ_G0028566
rattus_norvegicus ENSRNOG00000006543
meriones_unguiculatus ENSMUGG00000026938
cricetulus_griseus_crigri ENSCGRG00000007957
cricetulus_griseus_chok1gshd ENSCGRG00001000420
cricetulus_griseus_crigri-picr ENSCGRG00015004878
mesocricetus_auratus ENSMAUG00000021088
peromyscus_maniculatus_bairdii ENSPEMG00000006993
microtus_ochrogaster ENSMOCG00000005609
nannospalax_galili ENSNGAG00000019132
jaculus_jaculus ENSJJAG00000018548
heterocephalus_glaber_male ENSHGLG00100012001
heterocephalus_glaber_female ENSHGLG00000015692
fukomys_damarensis ENSFDAG00000006456
chinchilla_lanigera ENSCLAG00000010094
octodon_degus ENSODEG00000011192
cavia_porcellus ENSCPOG00000030843
cavia_aperea ENSCAPG00000003037
ictidomys_tridecemlineatus ENSSTOG00000004079
spermophilus_dauricus ENSSDAG00000002909
urocitellus_parryii ENSUPAG00010021235
marmota_marmota_marmota ENSMMMG00000015199
oryctolagus_cuniculus ENSOCUG00000004544
ochotona_princeps ENSOPRG00000007203
pan_troglodytes ENSPTRG00000000782
pan_paniscus ENSPPAG00000030950
gorilla_gorilla ENSGGOG00000005331
homo_sapiens ENSG00000162399
pongo_abelii ENSPPYG00000010597
nomascus_leucogenys ENSNLEG00000014589
papio_anubis ENSPANG00000012230
theropithecus_gelada ENSTGEG00000008249
cercocebus_atys ENSCATG00000044349
mandrillus_leucophaeus ENSMLEG00000036753
macaca_fascicularis ENSMFAG00000000310
macaca_mulatta ENSMMUG00000005735
chlorocebus_sabaeus ENSCSAG00000001315
rhinopithecus_roxellana ENSRROG00000023575
rhinopithecus_bieti ENSRBIG00000043368
colobus_angolensis_palliatus ENSCANG00000038167
piliocolobus_tephrosceles ENSPTEG00000022477
cebus_capucinus ENSCCAG00000021350
callithrix_jacchus ENSCJAG00000042101
saimiri_boliviensis_boliviensis ENSSBOG00000035713
aotus_nancymaae ENSANAG00000034544
carlito_syrichta ENSTSYG00000031798
propithecus_coquereli ENSPCOG00000016421
microcebus_murinus ENSMICG00000027495
prolemur_simus ENSPSMG00000021986
otolemur_garnettii ENSOGAG00000003162
tupaia_belangeri ENSTBEG00000012489
equus_caballus ENSECAG00000017043
equus_asinus_asinus ENSEASG00005014599
erinaceus_europaeus ENSEEUG00000005876
ovis_aries ENSOARG00000007530
capra_hircus ENSCHIG00000027205
bos_mutus ENSBMUG00000015474
bos_taurus ENSBTAG00000013241
bison_bison_bison ENSBBBG00000004460
tursiops_truncatus ENSTTRG00000015537
sus_scrofa ENSSSCG00000020989
ursus_americanus ENSUAMG00000017922
ursus_maritimus ENSUMAG00000022229
ailuropoda_melanoleuca ENSAMEG00000009432
neovison_vison ENSNVIG00000008202
mustela_putorius_furo ENSMPUG00000007113
canis_lupus_dingo ENSCAFG00020012283
canis_lupus_familiaris ENSCAFG00000018989
vulpes_vulpes ENSVVUG00000026771
panthera_pardus ENSPPRG00000004389
panthera_tigris_altaica ENSPTIG00000019342
felis_catus ENSFCAG00000008815
pteropus_vampyrus ENSPVAG00000004412
myotis_lucifugus ENSMLUG00000013207
loxodonta_africana ENSLAFG00000006996
procavia_capensis ENSPCAG00000004111
echinops_telfairi ENSETEG00000003473
dasypus_novemcinctus ENSDNOG00000036100
phascolarctos_cinereus ENSPCIG00000031620
notamacropus_eugenii ENSMEUG00000002269
sarcophilus_harrisii ENSSHAG00000006726
chelonoidis_abingdonii ENSCABG00000016047
gopherus_agassizii ENSGAGG00000014138
chrysemys_picta_bellii ENSCPBG00000003792
pelodiscus_sinensis ENSPSIG00000003461
anolis_carolinensis ENSACAG00000025387
pogona_vitticeps ENSPVIG00000009295
notechis_scutatus ENSNSUG00000001051
salvator_merianae ENSSMRG00000017998
cyanistes_caeruleus ENSCCEG00000008725
parus_major ENSPMJG00000002001
lepidothrix_coronata ENSLCOG00000003395
lonchura_striata_domestica ENSLSDG00000017888
serinus_canaria ENSSCAG00000006317
junco_hyemalis ENSJHYG00000000810
gallus_gallus ENSGALG00000043998
coturnix_japonica ENSCJPG00005012290
paramormyrops_kingsleyae ENSPKIG00000001386
scleropages_formosus ENSSFOG00015000216
danio_rerio ENSDARG00000086265
lepisosteus_oculatus ENSLOCG00000008726
