paramormyrops_kingsleyae ENSPKIG00000013390
scleropages_formosus ENSSFOG00015024049
takifugu_rubripes ENSTRUG00000005035
tetraodon_nigroviridis ENSTNIG00000003564
mola_mola ENSMMOG00000001413
gasterosteus_aculeatus ENSGACG00000019609
monopterus_albus ENSMALG00000000366
mastacembelus_armatus ENSMAMG00000002886
anabas_testudineus ENSATEG00000015518
seriola_dumerili ENSSDUG00000021255
seriola_lalandi_dorsalis ENSSLDG00000011964
scophthalmus_maximus ENSSMAG00000015148
astatotilapia_calliptera ENSACLG00000008593
maylandia_zebra ENSMZEG00005017476
pundamilia_nyererei ENSPNYG00000000998
oreochromis_niloticus ENSONIG00000000223
amphilophus_citrinellus ENSACIG00000000169
poecilia_reticulata ENSPREG00000004504
poecilia_reticulata ENSPREG00000004491
poecilia_mexicana ENSPMEG00000017581
poecilia_formosa ENSPFOG00000000579
poecilia_latipinna ENSPLAG00000012842
xiphophorus_maculatus ENSXMAG00000010874
xiphophorus_couchianus ENSXCOG00000013727
gambusia_affinis ENSGAFG00000019583
cyprinodon_variegatus ENSCVAG00000012812
fundulus_heteroclitus ENSFHEG00000017459
kryptolebias_marmoratus ENSKMAG00000000969
amphiprion_ocellaris ENSAOCG00000000919
amphiprion_percula ENSAPEG00000018026
acanthochromis_polyacanthus ENSAPOG00000003791
stegastes_partitus ENSSPAG00000019740
hippocampus_comes ENSHCOG00000005320
labrus_bergylta ENSLBEG00000011914
oryzias_latipes_asm223469v1 ENSORLG00015019257
oryzias_latipes ENSORLG00020017750
oryzias_melastigma ENSOMEG00000010720
periophthalmus_magnuspinnatus ENSPMGG00000012671
gadus_morhua ENSGMOG00000001677
esox_lucius ENSELUG00000002527
astyanax_mexicanus ENSAMXG00000030554
astyanax_mexicanus ENSAMXG00000012144
pygocentrus_nattereri ENSPNAG00000011809
ictalurus_punctatus ENSIPUG00000002978
danio_rerio ENSDARG00000071384
lepisosteus_oculatus ENSLOCG00000010595
