pogona_vitticeps ENSPVIG00000013183
anolis_carolinensis ENSACAG00000003428
notechis_scutatus ENSNSUG00000010433
notechis_scutatus ENSNSUG00000002659
salvator_merianae ENSSMRG00000004311
sphenodon_punctatus ENSSPUG00000000577
gopherus_agassizii ENSGAGG00000012733
chelonoidis_abingdonii ENSCABG00000010114
chrysemys_picta_bellii ENSCPBG00000023905
colobus_angolensis_palliatus ENSCANG00000012796
piliocolobus_tephrosceles ENSPTEG00000008364
rhinopithecus_bieti ENSRBIG00000036323
rhinopithecus_roxellana ENSRROG00000026930
macaca_fascicularis ENSMFAG00000003165
macaca_nemestrina ENSMNEG00000006128
macaca_mulatta ENSMMUG00000005686
cercocebus_atys ENSCATG00000035441
mandrillus_leucophaeus ENSMLEG00000042169
papio_anubis ENSPANG00000014672
theropithecus_gelada ENSTGEG00000001770
chlorocebus_sabaeus ENSCSAG00000006578
pan_troglodytes ENSPTRG00000010539
pan_paniscus ENSPPAG00000008477
homo_sapiens ENSG00000095066
gorilla_gorilla ENSGGOG00000005558
pongo_abelii ENSPPYG00000009606
cebus_capucinus ENSCCAG00000001971
saimiri_boliviensis_boliviensis ENSSBOG00000025848
callithrix_jacchus ENSCJAG00000004942
aotus_nancymaae ENSANAG00000003110
carlito_syrichta ENSTSYG00000013804
propithecus_coquereli ENSPCOG00000027579
prolemur_simus ENSPSMG00000009406
microcebus_murinus ENSMICG00000016176
otolemur_garnettii ENSOGAG00000028323
tupaia_belangeri ENSTBEG00000001690
castor_canadensis ENSCCNG00000017749
dipodomys_ordii ENSDORG00000015001
mus_spicilegus ENSMSIG00000013603
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032441
mus_musculus ENSMUSG00000052566
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031322
mus_pahari MGP_PahariEiJ_G0022927
rattus_norvegicus ENSRNOG00000003682
meriones_unguiculatus ENSMUGG00000013832
cricetulus_griseus_chok1gshd ENSCGRG00001021145
cricetulus_griseus_crigri-picr ENSCGRG00015018057
cricetulus_griseus_crigri ENSCGRG00000011811
mesocricetus_auratus ENSMAUG00000013561
microtus_ochrogaster ENSMOCG00000014258
peromyscus_maniculatus_bairdii ENSPEMG00000009962
nannospalax_galili ENSNGAG00000022705
urocitellus_parryii ENSUPAG00010007823
ictidomys_tridecemlineatus ENSSTOG00000011709
marmota_marmota_marmota ENSMMMG00000020811
spermophilus_dauricus ENSSDAG00000008729
chinchilla_lanigera ENSCLAG00000012972
octodon_degus ENSODEG00000011305
heterocephalus_glaber_male ENSHGLG00100018000
heterocephalus_glaber_female ENSHGLG00000017395
fukomys_damarensis ENSFDAG00000007074
cavia_porcellus ENSCPOG00000000771
cavia_aperea ENSCAPG00000007785
ochotona_princeps ENSOPRG00000003191
ovis_aries ENSOARG00000010967
capra_hircus ENSCHIG00000017730
bos_taurus ENSBTAG00000008654
bos_mutus ENSBMUG00000014550
bison_bison_bison ENSBBBG00000009147
tursiops_truncatus ENSTTRG00000003588
sus_scrofa ENSSSCG00000013734
sorex_araneus ENSSARG00000003975
erinaceus_europaeus ENSEEUG00000006124
ursus_americanus ENSUAMG00000019611
ursus_maritimus ENSUMAG00000006279
ailuropoda_melanoleuca ENSAMEG00000012234
mustela_putorius_furo ENSMPUG00000004624
neovison_vison ENSNVIG00000003702
canis_lupus_familiaris ENSCAFG00000017183
canis_lupus_dingo ENSCAFG00020005171
vulpes_vulpes ENSVVUG00000024128
panthera_pardus ENSPPRG00000009042
panthera_tigris_altaica ENSPTIG00000013806
felis_catus ENSFCAG00000028846
equus_asinus_asinus ENSEASG00005004135
equus_caballus ENSECAG00000014343
echinops_telfairi ENSETEG00000005021
pteropus_vampyrus ENSPVAG00000014700
myotis_lucifugus ENSMLUG00000012699
loxodonta_africana ENSLAFG00000021382
procavia_capensis ENSPCAG00000015171
oryctolagus_cuniculus ENSOCUG00000027913
jaculus_jaculus ENSJJAG00000015256
nomascus_leucogenys ENSNLEG00000012793
dasypus_novemcinctus ENSDNOG00000030970
phascolarctos_cinereus ENSPCIG00000012585
notamacropus_eugenii ENSMEUG00000014060
sarcophilus_harrisii ENSSHAG00000015654
monodelphis_domestica ENSMODG00000006959
ornithorhynchus_anatinus ENSOANG00000014251
coturnix_japonica ENSCJPG00005003452
gallus_gallus ENSGALG00000031824
junco_hyemalis ENSJHYG00000017258
ornithorhynchus_anatinus ENSOANG00000001281
xenopus_tropicalis ENSXETG00000004765
latimeria_chalumnae ENSLACG00000006401
paramormyrops_kingsleyae ENSPKIG00000009652
scleropages_formosus ENSSFOG00015009620
scleropages_formosus ENSSFOG00015014239
paramormyrops_kingsleyae ENSPKIG00000008237
mastacembelus_armatus ENSMAMG00000009671
