paramormyrops_kingsleyae ENSPKIG00000024775
scleropages_formosus ENSSFOG00015000797
larimichthys_crocea ENSLCRG00005008275
labrus_bergylta ENSLBEG00000027809
cottoperca_gobio ENSCGOG00000002516
gasterosteus_aculeatus ENSGACG00000018051
seriola_lalandi ENSSLDG00000003566
seriola_lalandi ENSSLDG00000003590
seriola_dumerili ENSSDUG00000000318
lates_calcarifer ENSLCAG00010001889
scophthalmus_maximus ENSSMAG00000009575
anabas_testudineus ENSATEG00000018216
betta_splendens ENSBSLG00000013901
mastacembelus_armatus ENSMAMG00000018968
cynoglossus_semilaevis ENSCSEG00000008834
monopterus_albus ENSMALG00000004848
takifugu_rubripes ENSTRUG00000004693
tetraodon_nigroviridis ENSTNIG00000005243
mola_mola ENSMMOG00000007205
hippocampus_comes ENSHCOG00000000063
amphiprion_percula ENSAPEG00000018075
amphiprion_ocellaris ENSAOCG00000009116
acanthochromis_polyacanthus ENSAPOG00000010766
stegastes_partitus ENSSPAG00000001564
parambassis_ranga ENSPRNG00000007902
astatotilapia_calliptera ENSACLG00000017370
maylandia_zebra ENSMZEG00005023644
haplochromis_burtoni ENSHBUG00000003698
pundamilia_nyererei ENSPNYG00000022757
neolamprologus_brichardi ENSNBRG00000014876
oreochromis_niloticus ENSONIG00000014615
amphilophus_citrinellus ENSACIG00000009936
cyprinodon_variegatus ENSCVAG00000018478
cyprinodon_variegatus ENSCVAG00000010103
poecilia_latipinna ENSPLAG00000002217
poecilia_formosa ENSPFOG00000007517
poecilia_mexicana ENSPMEG00000013236
poecilia_reticulata ENSPREG00000008728
gambusia_affinis ENSGAFG00000020560
xiphophorus_maculatus ENSXMAG00000009950
fundulus_heteroclitus ENSFHEG00000007738
kryptolebias_marmoratus ENSKMAG00000000094
oryzias_latipes ENSORLG00020021990
oryzias_latipes ENSORLG00015002450
oryzias_latipes ENSORLG00000023518
oryzias_melastigma ENSOMEG00000010412
gouania_willdenowi ENSGWIG00000026800
periophthalmus_magnuspinnatus ENSPMGG00000001682
gadus_morhua ENSGMOG00000003329
hucho_hucho ENSHHUG00000029521
hucho_hucho ENSHHUG00000017723
hucho_hucho ENSHHUG00000001058
esox_lucius ENSELUG00000023240
denticeps_clupeoides ENSDCDG00000002863
clupea_harengus ENSCHAG00000018170
electrophorus_electricus ENSEEEG00000007023
ictalurus_punctatus ENSIPUG00000017357
astyanax_mexicanus ENSAMXG00000041472
astyanax_mexicanus ENSAMXG00005022956
pygocentrus_nattereri ENSPNAG00000019288
danio_rerio ENSDARG00000079962
lepisosteus_oculatus ENSLOCG00000006958
