pogona_vitticeps ENSPVIG00000012620
anolis_carolinensis ENSACAG00000001243
salvator_merianae ENSSMRG00000000265
sphenodon_punctatus ENSSPUG00000006631
lepidothrix_coronata ENSLCOG00000003757
manacus_vitellinus ENSMVIG00005004213
parus_major ENSPMJG00000016333
cyanistes_caeruleus ENSCCEG00000021106
zonotrichia_albicollis ENSZALG00000016051
junco_hyemalis ENSJHYG00000007235
serinus_canaria ENSSCAG00000011240
ficedula_albicollis ENSFALG00000014045
taeniopygia_guttata ENSTGUG00000009436
lonchura_striata ENSLSDG00000004828
calidris_pygmaea ENSCPGG00000016924
calidris_pugnax ENSCPUG00000000238
melopsittacus_undulatus ENSMUNG00000000332
anas_platyrhynchos ENSAPLG00000012300
anser_brachyrhynchus ENSABRG00000016505
meleagris_gallopavo ENSMGAG00000007896
coturnix_japonica ENSCJPG00005015325
gallus_gallus ENSGALG00000030534
numida_meleagris ENSNMEG00000020351
apteryx_rowi ENSARWG00000002725
apteryx_owenii ENSAOWG00000000852
apteryx_haastii ENSAHAG00000017358
dromaius_novaehollandiae ENSDNVG00000012566
nothoprocta_perdicaria ENSNPEG00000005600
crocodylus_porosus ENSCPRG00005007394
gopherus_agassizii ENSGAGG00000013986
chelonoidis_abingdonii ENSCABG00000003386
chrysemys_picta ENSCPBG00000010837
pelodiscus_sinensis ENSPSIG00000004185
vombatus_ursinus ENSVURG00010020903
notamacropus_eugenii ENSMEUG00000009536
monodelphis_domestica ENSMODG00000006147
sarcophilus_harrisii ENSSHAG00000017883
ornithorhynchus_anatinus ENSOANG00000014403
prolemur_simus ENSPSMG00000014141
microcebus_murinus ENSMICG00000014000
otolemur_garnettii ENSOGAG00000012019
gorilla_gorilla ENSGGOG00000013679
homo_sapiens ENSG00000103528
pan_troglodytes ENSPTRG00000007829
pan_paniscus ENSPPAG00000024332
pongo_abelii ENSPPYG00000007145
nomascus_leucogenys ENSNLEG00000005392
papio_anubis ENSPANG00000012695
theropithecus_gelada ENSTGEG00000023124
cercocebus_atys ENSCATG00000034538
mandrillus_leucophaeus ENSMLEG00000010973
macaca_fascicularis ENSMFAG00000031347
macaca_nemestrina ENSMNEG00000038197
chlorocebus_sabaeus ENSCSAG00000007827
rhinopithecus_bieti ENSRBIG00000017412
rhinopithecus_roxellana ENSRROG00000037634
piliocolobus_tephrosceles ENSPTEG00000025564
colobus_angolensis ENSCANG00000019899
cebus_capucinus ENSCCAG00000032942
saimiri_boliviensis ENSSBOG00000033330
callithrix_jacchus ENSCJAG00000009906
aotus_nancymaae ENSANAG00000035664
propithecus_coquereli ENSPCOG00000007058
ochotona_princeps ENSOPRG00000001718
loxodonta_africana ENSLAFG00000017157
castor_canadensis ENSCCNG00000023097
dipodomys_ordii ENSDORG00000002130
mus_musculus ENSMUSG00000058420
mus_caroli MGP_CAROLIEiJ_G0030363
mus_spretus MGP_SPRETEiJ_G0031478
mus_spicilegus ENSMSIG00000004236
mus_pahari MGP_PahariEiJ_G0013574
rattus_norvegicus ENSRNOG00000017136
meriones_unguiculatus ENSMUGG00000013994
cricetulus_griseus ENSCGRG00000017319
cricetulus_griseus ENSCGRG00015011734
cricetulus_griseus ENSCGRG00001019155
mesocricetus_auratus ENSMAUG00000006809
microtus_ochrogaster ENSMOCG00000012862
peromyscus_maniculatus ENSPEMG00000014675
jaculus_jaculus ENSJJAG00000020866
urocitellus_parryii ENSUPAG00010009695
ictidomys_tridecemlineatus ENSSTOG00000020357
spermophilus_dauricus ENSSDAG00000001110
marmota_marmota ENSMMMG00000022683
cavia_porcellus ENSCPOG00000014683
octodon_degus ENSODEG00000002266
chinchilla_lanigera ENSCLAG00000014576
heterocephalus_glaber ENSHGLG00000016512
heterocephalus_glaber ENSHGLG00100010456
fukomys_damarensis ENSFDAG00000015350
procavia_capensis ENSPCAG00000004348
oryctolagus_cuniculus ENSOCUG00000004621
echinops_telfairi ENSETEG00000019776
choloepus_hoffmanni ENSCHOG00000002566
dasypus_novemcinctus ENSDNOG00000041623
tupaia_belangeri ENSTBEG00000002092
macaca_mulatta ENSMMUG00000014757
canis_lupus ENSCAFG00000018136
ursus_maritimus ENSUMAG00000007505
neovison_vison ENSNVIG00000018214
felis_catus ENSFCAG00000013853
equus_caballus ENSECAG00000008932
vicugna_pacos ENSVPAG00000004553
phascolarctos_cinereus ENSPCIG00000015982
vombatus_ursinus ENSVURG00010005718
notechis_scutatus ENSNSUG00000001189
ornithorhynchus_anatinus ENSOANG00000021446
equus_asinus ENSEASG00005010807
erinaceus_europaeus ENSEEUG00000000164
capra_hircus ENSCHIG00000015502
ovis_aries ENSOARG00000011464
bos_indicus ENSBIXG00000010084
bos_indicus ENSBIXG00005005714
bos_taurus ENSBTAG00000014229
bison_bison ENSBBBG00000008679
tursiops_truncatus ENSTTRG00000007508
sus_scrofa ENSSSCG00000022200
pteropus_vampyrus ENSPVAG00000006038
