pan_paniscus ENSPPAG00000036002
pan_troglodytes ENSPTRG00000044604
gorilla_gorilla ENSGGOG00000038582
nomascus_leucogenys ENSNLEG00000035249
rhinopithecus_roxellana ENSRROG00000038371
rhinopithecus_bieti ENSRBIG00000006649
colobus_angolensis_palliatus ENSCANG00000029937
cercocebus_atys ENSCATG00000030025
papio_anubis ENSPANG00000032696
macaca_fascicularis ENSMFAG00000042198
macaca_nemestrina ENSMNEG00000033878
macaca_mulatta ENSMMUG00000047345
mandrillus_leucophaeus ENSMLEG00000034137
carlito_syrichta ENSTSYG00000035645
cricetulus_griseus_crigri-picr ENSCGRG00015023411
peromyscus_maniculatus_bairdii ENSPEMG00000031236
castor_canadensis ENSCCNG00000019814
bison_bison_bison ENSBBBG00000015493
bison_bison_bison ENSBBBG00000000289
sus_scrofa ENSSSCG00000033893
