xiphophorus_maculatus ENSXMAG00000023443
amphiprion_ocellaris ENSAOCG00000009300
poecilia_mexicana ENSPMEG00000006774
gasterosteus_aculeatus ENSGACG00000012790
gasterosteus_aculeatus ENSGACG00000007607
gasterosteus_aculeatus ENSGACG00000001863
gasterosteus_aculeatus ENSGACG00000001410
gasterosteus_aculeatus ENSGACG00000018760
gasterosteus_aculeatus ENSGACG00000019632
gasterosteus_aculeatus ENSGACG00000013364
gasterosteus_aculeatus ENSGACG00000002729
poecilia_mexicana ENSPMEG00000005668
amphiprion_ocellaris ENSAOCG00000021372
gadus_morhua ENSGMOG00000014059
poecilia_reticulata ENSPREG00000004707
poecilia_mexicana ENSPMEG00000001166
oryzias_melastigma ENSOMEG00000021053
astatotilapia_calliptera ENSACLG00000009629
astatotilapia_calliptera ENSACLG00000016109
poecilia_mexicana ENSPMEG00000017008
haplochromis_burtoni ENSHBUG00000019978
pundamilia_nyererei ENSPNYG00000013795
oryzias_latipes_asm223469v1 ENSORLG00015012377
astyanax_mexicanus ENSAMXG00000030972
paramormyrops_kingsleyae ENSPKIG00000016591
pelodiscus_sinensis ENSPSIG00000001098
pelodiscus_sinensis ENSPSIG00000001030
pelodiscus_sinensis ENSPSIG00000000603
chrysemys_picta_bellii ENSCPBG00000019807
