gopherus_agassizii ENSGAGG00000025711
chelonoidis_abingdonii ENSCABG00000001404
chrysemys_picta ENSCPBG00000017185
pelodiscus_sinensis ENSPSIG00000007258
sphenodon_punctatus ENSSPUG00000019300
ornithorhynchus_anatinus ENSOANG00000010201
pogona_vitticeps ENSPVIG00000025136
anolis_carolinensis ENSACAG00000005040
notechis_scutatus ENSNSUG00000015738
salvator_merianae ENSSMRG00000002875
vombatus_ursinus ENSVURG00010018854
phascolarctos_cinereus ENSPCIG00000027128
sarcophilus_harrisii ENSSHAG00000006780
monodelphis_domestica ENSMODG00000008997
monodelphis_domestica ENSMODG00000050684
equus_caballus ENSECAG00000013506
equus_asinus ENSEASG00005018436
capra_hircus ENSCHIG00000023962
ovis_aries ENSOARG00000004256
bos_taurus ENSBTAG00000014331
bos_mutus ENSBMUG00000026907
bos_taurus ENSBTAG00000005239
bos_indicus ENSBIXG00005013979
bos_indicus ENSBIXG00005007409
canis_lupus ENSCAFG00020009032
canis_lupus ENSCAFG00000019590
neovison_vison ENSNVIG00000015105
mustela_putorius ENSMPUG00000009650
ailuropoda_melanoleuca ENSAMEG00000000353
ursus_americanus ENSUAMG00000011531
panthera_pardus ENSPPRG00000019153
panthera_tigris ENSPTIG00000014994
felis_catus ENSFCAG00000025607
myotis_lucifugus ENSMLUG00000027145
homo_sapiens ENSG00000102178
pan_paniscus ENSPPAG00000035975
pongo_abelii ENSPPYG00000020882
chlorocebus_sabaeus ENSCSAG00000006742
saimiri_boliviensis ENSSBOG00000030369
callithrix_jacchus ENSCJAG00000016805
cebus_capucinus ENSCCAG00000033285
aotus_nancymaae ENSANAG00000029023
carlito_syrichta ENSTSYG00000032767
propithecus_coquereli ENSPCOG00000022735
microcebus_murinus ENSMICG00000016459
prolemur_simus ENSPSMG00000000561
otolemur_garnettii ENSOGAG00000030091
castor_canadensis ENSCCNG00000001935
dipodomys_ordii ENSDORG00000005196
microtus_ochrogaster ENSMOCG00000000785
peromyscus_maniculatus ENSPEMG00000027881
cricetulus_griseus ENSCGRG00001024649
cricetulus_griseus ENSCGRG00000002957
cricetulus_griseus ENSCGRG00015007910
mesocricetus_auratus ENSMAUG00000019612
mus_spicilegus ENSMSIG00000025541
mus_caroli MGP_CAROLIEiJ_G0033184
mus_musculus ENSMUSG00000015290
mus_spretus MGP_SPRETEiJ_G0034339
mus_pahari MGP_PahariEiJ_G0031727
rattus_norvegicus ENSRNOG00000053061
meriones_unguiculatus ENSMUGG00000008821
nannospalax_galili ENSNGAG00000023782
jaculus_jaculus ENSJJAG00000022788
jaculus_jaculus ENSJJAG00000011172
ictidomys_tridecemlineatus ENSSTOG00000022150
spermophilus_dauricus ENSSDAG00000006446
marmota_marmota ENSMMMG00000014537
chinchilla_lanigera ENSCLAG00000002161
octodon_degus ENSODEG00000006287
cavia_porcellus ENSCPOG00000040690
cavia_aperea ENSCAPG00000005836
heterocephalus_glaber ENSHGLG00100001607
heterocephalus_glaber ENSHGLG00000012837
fukomys_damarensis ENSFDAG00000014267
heterocephalus_glaber ENSHGLG00000003702
heterocephalus_glaber ENSHGLG00100008110
fukomys_damarensis ENSFDAG00000019631
ochotona_princeps ENSOPRG00000012645
tupaia_belangeri ENSTBEG00000006522
aotus_nancymaae ENSANAG00000029762
aotus_nancymaae ENSANAG00000025649
pan_troglodytes ENSPTRG00000022440
gorilla_gorilla ENSGGOG00000013509
nomascus_leucogenys ENSNLEG00000014292
rhinopithecus_roxellana ENSRROG00000006560
colobus_angolensis ENSCANG00000030654
mandrillus_leucophaeus ENSMLEG00000029271
rhinopithecus_bieti ENSRBIG00000023877
piliocolobus_tephrosceles ENSPTEG00000001525
macaca_fascicularis ENSMFAG00000000884
macaca_nemestrina ENSMNEG00000039513
cercocebus_atys ENSCATG00000036850
papio_anubis ENSPANG00000010838
theropithecus_gelada ENSTGEG00000012970
erinaceus_europaeus ENSEEUG00000002229
echinops_telfairi ENSETEG00000001613
procavia_capensis ENSPCAG00000016095
loxodonta_africana ENSLAFG00000022192
dasypus_novemcinctus ENSDNOG00000002769
sphenodon_punctatus ENSSPUG00000009394
salvator_merianae ENSSMRG00000018444
xenopus_tropicalis ENSXETG00000009117
coturnix_japonica ENSCJPG00005000493
paramormyrops_kingsleyae ENSPKIG00000007895
scleropages_formosus ENSSFOG00015011795
denticeps_clupeoides ENSDCDG00000004961
denticeps_clupeoides ENSDCDG00000005112
clupea_harengus ENSCHAG00000001392
ictalurus_punctatus ENSIPUG00000007316
electrophorus_electricus ENSEEEG00000001182
astyanax_mexicanus ENSAMXG00000040562
astyanax_mexicanus ENSAMXG00005016389
pygocentrus_nattereri ENSPNAG00000020559
danio_rerio ENSDARG00000007359
xiphophorus_maculatus ENSXMAG00000001016
xiphophorus_couchianus ENSXCOG00000015959
