apteryx_owenii ENSAOWG00000000090
apteryx_rowi ENSARWG00000000459
apteryx_haastii ENSAHAG00000012502
dromaius_novaehollandiae ENSDNVG00000004043
nothoprocta_perdicaria ENSNPEG00000004640
calidris_pygmaea ENSCPGG00000013901
calidris_pugnax ENSCPUG00000006181
melopsittacus_undulatus ENSMUNG00000013154
taeniopygia_guttata ENSTGUG00000000881
lonchura_striata_domestica ENSLSDG00000006616
zonotrichia_albicollis ENSZALG00000011013
ficedula_albicollis ENSFALG00000004722
anser_brachyrhynchus ENSABRG00000019982
anas_platyrhynchos_platyrhynchos ENSAPLG00000009355
gallus_gallus ENSGALG00000015118
coturnix_japonica ENSCJPG00005007735
numida_meleagris ENSNMEG00000011705
crocodylus_porosus ENSCPRG00005005785
gopherus_agassizii ENSGAGG00000021632
chelonoidis_abingdonii ENSCABG00000017381
chrysemys_picta_bellii ENSCPBG00000020130
pelodiscus_sinensis ENSPSIG00000009487
pogona_vitticeps ENSPVIG00000005589
salvator_merianae ENSSMRG00000016070
sphenodon_punctatus ENSSPUG00000007596
