drosophila_melanogaster FBgn0028744
caenorhabditis_elegans_strain_n2 WBGene00012978
astyanax_mexicanus ENSAMXG00000012949
gadus_morhua ENSGMOG00000000569
esox_lucius ENSELUG00000022099
pygocentrus_nattereri ENSPNAG00000008525
astyanax_mexicanus ENSAMXG00000011549
ictalurus_punctatus ENSIPUG00000012277
danio_rerio ENSDARG00000063627
paramormyrops_kingsleyae ENSPKIG00000020273
scleropages_formosus ENSSFOG00015010596
lepisosteus_oculatus ENSLOCG00000007429
latimeria_chalumnae ENSLACG00000013738
pogona_vitticeps ENSPVIG00000016151
anolis_carolinensis ENSACAG00000013813
salvator_merianae ENSSMRG00000009197
sphenodon_punctatus ENSSPUG00000017700
gopherus_agassizii ENSGAGG00000012770
chelonoidis_abingdonii ENSCABG00000005473
chrysemys_picta_bellii ENSCPBG00000018884
calidris_pugnax ENSCPUG00000008595
calidris_pygmaea ENSCPGG00000002706
lonchura_striata_domestica ENSLSDG00000005748
lonchura_striata_domestica ENSLSDG00000015772
serinus_canaria ENSSCAG00000006005
ficedula_albicollis ENSFALG00000000360
parus_major ENSPMJG00000003856
melopsittacus_undulatus ENSMUNG00000009395
anser_brachyrhynchus ENSABRG00000007765
anas_platyrhynchos_platyrhynchos ENSAPLG00000008324
meleagris_gallopavo ENSMGAG00000009577
coturnix_japonica ENSCJPG00005008168
gallus_gallus ENSGALG00000053353
meleagris_gallopavo ENSMGAG00000014192
numida_meleagris ENSNMEG00000002624
apteryx_haastii ENSAHAG00000016201
apteryx_owenii ENSAOWG00000014237
apteryx_rowi ENSARWG00000007007
dromaius_novaehollandiae ENSDNVG00000017444
procavia_capensis ENSPCAG00000006873
loxodonta_africana ENSLAFG00000000686
dasypus_novemcinctus ENSDNOG00000047347
capra_hircus ENSCHIG00000013489
ovis_aries ENSOARG00000014255
bos_taurus ENSBTAG00000009811
bos_mutus ENSBMUG00000024139
bison_bison_bison ENSBBBG00000020551
tursiops_truncatus ENSTTRG00000006423
sus_scrofa ENSSSCG00000005920
equus_caballus ENSECAG00000016440
equus_asinus_asinus ENSEASG00005010217
canis_lupus_familiaris ENSCAFG00000001554
vulpes_vulpes ENSVVUG00000007851
mustela_putorius_furo ENSMPUG00000006831
neovison_vison ENSNVIG00000024072
ailuropoda_melanoleuca ENSAMEG00000005886
felis_catus ENSFCAG00000022942
panthera_pardus ENSPPRG00000008442
sorex_araneus ENSSARG00000012243
myotis_lucifugus ENSMLUG00000030120
erinaceus_europaeus ENSEEUG00000005437
castor_canadensis ENSCCNG00000012514
dipodomys_ordii ENSDORG00000004860
cricetulus_griseus_chok1gshd ENSCGRG00001022601
cricetulus_griseus_crigri-picr ENSCGRG00015021153
cricetulus_griseus_crigri ENSCGRG00000012159
mesocricetus_auratus ENSMAUG00000012534
microtus_ochrogaster ENSMOCG00000011668
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020831
mus_musculus ENSMUSG00000022557
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019928
mus_pahari MGP_PahariEiJ_G0019938
rattus_norvegicus ENSRNOG00000021773
meriones_unguiculatus ENSMUGG00000011665
nannospalax_galili ENSNGAG00000009053
jaculus_jaculus ENSJJAG00000003954
heterocephalus_glaber_male ENSHGLG00100007897
heterocephalus_glaber_female ENSHGLG00000017934
fukomys_damarensis ENSFDAG00000015755
chinchilla_lanigera ENSCLAG00000010297
octodon_degus ENSODEG00000013361
cavia_porcellus ENSCPOG00000005456
cavia_aperea ENSCAPG00000005636
urocitellus_parryii ENSUPAG00010023543
ictidomys_tridecemlineatus ENSSTOG00000020925
marmota_marmota_marmota ENSMMMG00000007593
ochotona_princeps ENSOPRG00000011373
