junco_hyemalis ENSJHYG00000003998
melopsittacus_undulatus ENSMUNG00000011253
meleagris_gallopavo ENSMGAG00000015863
gopherus_agassizii ENSGAGG00000019472
sphenodon_punctatus ENSSPUG00000008710
meriones_unguiculatus ENSMUGG00000023030
meriones_unguiculatus ENSMUGG00000023034
ailuropoda_melanoleuca ENSAMEG00000019342
dasypus_novemcinctus ENSDNOG00000044916
sarcophilus_harrisii ENSSHAG00000018622
ornithorhynchus_anatinus ENSOANG00000014364
ornithorhynchus_anatinus ENSOANG00000003615
pundamilia_nyererei ENSPNYG00000017931
