castor_canadensis ENSCCNG00000001308
dipodomys_ordii ENSDORG00000014249
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019129
mus_spicilegus ENSMSIG00000017728
mus_musculus ENSMUSG00000054931
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018274
mus_pahari MGP_PahariEiJ_G0019324
rattus_norvegicus ENSRNOG00000051823
meriones_unguiculatus ENSMUGG00000019225
peromyscus_maniculatus_bairdii ENSPEMG00000002530
microtus_ochrogaster ENSMOCG00000000798
cricetulus_griseus_chok1gshd ENSCGRG00001000690
cricetulus_griseus_crigri ENSCGRG00000004631
cricetulus_griseus_crigri-picr ENSCGRG00015008124
nannospalax_galili ENSNGAG00000017379
mus_spicilegus ENSMSIG00000017803
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019125
mus_musculus ENSMUSG00000021327
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018269
rattus_norvegicus ENSRNOG00000055000
meriones_unguiculatus ENSMUGG00000019276
cricetulus_griseus_crigri ENSCGRG00000001582
cricetulus_griseus_chok1gshd ENSCGRG00001006591
cricetulus_griseus_crigri-picr ENSCGRG00015008188
mesocricetus_auratus ENSMAUG00000009785
microtus_ochrogaster ENSMOCG00000017860
peromyscus_maniculatus_bairdii ENSPEMG00000030234
nannospalax_galili ENSNGAG00000013588
jaculus_jaculus ENSJJAG00000011972
jaculus_jaculus ENSJJAG00000004576
ictidomys_tridecemlineatus ENSSTOG00000003661
urocitellus_parryii ENSUPAG00010011495
spermophilus_dauricus ENSSDAG00000022618
marmota_marmota_marmota ENSMMMG00000020510
oryctolagus_cuniculus ENSOCUG00000016433
ochotona_princeps ENSOPRG00000003069
pan_troglodytes ENSPTRG00000017871
pan_paniscus ENSPPAG00000038961
homo_sapiens ENSG00000187626
gorilla_gorilla ENSGGOG00000009487
pongo_abelii ENSPPYG00000016367
nomascus_leucogenys ENSNLEG00000029616
piliocolobus_tephrosceles ENSPTEG00000036623
colobus_angolensis_palliatus ENSCANG00000023313
rhinopithecus_roxellana ENSRROG00000042776
rhinopithecus_bieti ENSRBIG00000032591
macaca_fascicularis ENSMFAG00000030212
macaca_mulatta ENSMMUG00000047120
macaca_nemestrina ENSMNEG00000043884
theropithecus_gelada ENSTGEG00000003406
mandrillus_leucophaeus ENSMLEG00000036231
papio_anubis ENSPANG00000026499
cercocebus_atys ENSCATG00000041427
saimiri_boliviensis_boliviensis ENSSBOG00000023279
cebus_capucinus ENSCCAG00000029302
callithrix_jacchus ENSCJAG00000018650
aotus_nancymaae ENSANAG00000036132
carlito_syrichta ENSTSYG00000007416
microcebus_murinus ENSMICG00000010462
microcebus_murinus ENSMICG00000029831
propithecus_coquereli ENSPCOG00000023856
prolemur_simus ENSPSMG00000015721
otolemur_garnettii ENSOGAG00000009028
tursiops_truncatus ENSTTRG00000015632
erinaceus_europaeus ENSEEUG00000013908
bos_taurus ENSBTAG00000003575
bos_mutus ENSBMUG00000006948
bison_bison_bison ENSBBBG00000014307
capra_hircus ENSCHIG00000012460
ovis_aries ENSOARG00000017908
tursiops_truncatus ENSTTRG00000013205
vicugna_pacos ENSVPAG00000000031
sus_scrofa ENSSSCG00000001204
equus_caballus ENSECAG00000020013
equus_asinus_asinus ENSEASG00005012097
ursus_americanus ENSUAMG00000021365
ursus_maritimus ENSUMAG00000019399
ursus_maritimus ENSUMAG00000019376
ursus_americanus ENSUAMG00000012420
ailuropoda_melanoleuca ENSAMEG00000003183
ailuropoda_melanoleuca ENSAMEG00000010445
mustela_putorius_furo ENSMPUG00000001306
neovison_vison ENSNVIG00000014100
neovison_vison ENSNVIG00000014178
vulpes_vulpes ENSVVUG00000020186
vulpes_vulpes ENSVVUG00000003433
vulpes_vulpes ENSVVUG00000020174
canis_lupus_dingo ENSCAFG00020002955
canis_lupus_familiaris ENSCAFG00000025091
canis_lupus_dingo ENSCAFG00020003005
canis_lupus_familiaris ENSCAFG00000024969
felis_catus ENSFCAG00000034002
panthera_pardus ENSPPRG00000013237
panthera_tigris_altaica ENSPTIG00000021355
panthera_pardus ENSPPRG00000013447
panthera_pardus ENSPPRG00000011766
panthera_tigris_altaica ENSPTIG00000020495
felis_catus ENSFCAG00000039491
pteropus_vampyrus ENSPVAG00000008240
pteropus_vampyrus ENSPVAG00000006201
sorex_araneus ENSSARG00000007593
loxodonta_africana ENSLAFG00000012319
procavia_capensis ENSPCAG00000000195
echinops_telfairi ENSETEG00000010213
choloepus_hoffmanni ENSCHOG00000011850
dasypus_novemcinctus ENSDNOG00000047646
heterocephalus_glaber_female ENSHGLG00000005595
heterocephalus_glaber_male ENSHGLG00100012141
fukomys_damarensis ENSFDAG00000016870
heterocephalus_glaber_female ENSHGLG00000005106
heterocephalus_glaber_male ENSHGLG00100011352
octodon_degus ENSODEG00000010310
octodon_degus ENSODEG00000008300
chinchilla_lanigera ENSCLAG00000007627
tupaia_belangeri ENSTBEG00000003741
anolis_carolinensis ENSACAG00000025867
