drosophila_melanogaster FBgn0026374
caenorhabditis_elegans_strain_n2 WBGene00001215
petromyzon_marinus ENSPMAG00000001310
eptatretus_burgeri ENSEBUG00000004214
labrus_bergylta ENSLBEG00000000125
gasterosteus_aculeatus ENSGACG00000014868
takifugu_rubripes ENSTRUG00000008688
tetraodon_nigroviridis ENSTNIG00000011894
mola_mola ENSMMOG00000015690
mastacembelus_armatus ENSMAMG00000008650
monopterus_albus ENSMALG00000000324
anabas_testudineus ENSATEG00000006969
seriola_dumerili ENSSDUG00000010565
seriola_lalandi_dorsalis ENSSLDG00000014696
scophthalmus_maximus ENSSMAG00000011890
fundulus_heteroclitus ENSFHEG00000001519
cyprinodon_variegatus ENSCVAG00000023287
poecilia_formosa ENSPFOG00000000789
poecilia_mexicana ENSPMEG00000003542
poecilia_latipinna ENSPLAG00000016560
poecilia_reticulata ENSPREG00000003829
xiphophorus_maculatus ENSXMAG00000011946
xiphophorus_couchianus ENSXCOG00000017899
gambusia_affinis ENSGAFG00000000309
kryptolebias_marmoratus ENSKMAG00000001669
oryzias_latipes ENSORLG00000015024
oryzias_latipes ENSORLG00020017612
oryzias_latipes_asm223469v1 ENSORLG00015015554
oryzias_melastigma ENSOMEG00000019708
maylandia_zebra ENSMZEG00005004461
astatotilapia_calliptera ENSACLG00000021180
pundamilia_nyererei ENSPNYG00000007266
haplochromis_burtoni ENSHBUG00000000571
oreochromis_niloticus ENSONIG00000003124
neolamprologus_brichardi ENSNBRG00000005144
amphilophus_citrinellus ENSACIG00000007898
amphiprion_percula ENSAPEG00000000620
amphiprion_ocellaris ENSAOCG00000002561
acanthochromis_polyacanthus ENSAPOG00000016634
stegastes_partitus ENSSPAG00000011714
cynoglossus_semilaevis ENSCSEG00000008646
periophthalmus_magnuspinnatus ENSPMGG00000007091
hippocampus_comes ENSHCOG00000005720
gadus_morhua ENSGMOG00000013243
esox_lucius ENSELUG00000000734
pygocentrus_nattereri ENSPNAG00000013307
astyanax_mexicanus ENSAMXG00000020239
ictalurus_punctatus ENSIPUG00000023685
danio_rerio ENSDARG00000014577
paramormyrops_kingsleyae ENSPKIG00000020647
scleropages_formosus ENSSFOG00015011447
scleropages_formosus ENSSFOG00015000325
lepisosteus_oculatus ENSLOCG00000001772
meleagris_gallopavo ENSMGAG00000005729
gallus_gallus ENSGALG00000004814
coturnix_japonica ENSCJPG00005014446
numida_meleagris ENSNMEG00000018545
anser_brachyrhynchus ENSABRG00000009707
anas_platyrhynchos_platyrhynchos ENSAPLG00000007093
taeniopygia_guttata ENSTGUG00000009375
taeniopygia_guttata ENSTGUG00000014971
lonchura_striata_domestica ENSLSDG00000003279
serinus_canaria ENSSCAG00000011906
junco_hyemalis ENSJHYG00000010841
zonotrichia_albicollis ENSZALG00000016639
ficedula_albicollis ENSFALG00000000266
cyanistes_caeruleus ENSCCEG00000019605
parus_major ENSPMJG00000003564
lepidothrix_coronata ENSLCOG00000013605
manacus_vitellinus ENSMVIG00005003549
melopsittacus_undulatus ENSMUNG00000014772
calidris_pygmaea ENSCPGG00000004432
calidris_pugnax ENSCPUG00000008097
apteryx_owenii ENSAOWG00000015358
apteryx_haastii ENSAHAG00000015169
apteryx_rowi ENSARWG00000015111
nothoprocta_perdicaria ENSNPEG00000012403
