amphiprion_percula ENSAPEG00000017082
amphiprion_ocellaris ENSAOCG00000000350
acanthochromis_polyacanthus ENSAPOG00000009848
acanthochromis_polyacanthus ENSAPOG00000000143
stegastes_partitus ENSSPAG00000000083
poecilia_formosa ENSPFOG00000007025
poecilia_latipinna ENSPLAG00000022115
poecilia_mexicana ENSPMEG00000000861
poecilia_reticulata ENSPREG00000003832
gambusia_affinis ENSGAFG00000008459
xiphophorus_couchianus ENSXCOG00000003369
xiphophorus_maculatus ENSXMAG00000024048
cyprinodon_variegatus ENSCVAG00000020227
fundulus_heteroclitus ENSFHEG00000013406
kryptolebias_marmoratus ENSKMAG00000004761
gasterosteus_aculeatus ENSGACG00000018050
takifugu_rubripes ENSTRUG00000023663
periophthalmus_magnuspinnatus ENSPMGG00000001087
monopterus_albus ENSMALG00000014484
monopterus_albus ENSMALG00000014436
monopterus_albus ENSMALG00000014463
mastacembelus_armatus ENSMAMG00000007598
scophthalmus_maximus ENSSMAG00000003306
labrus_bergylta ENSLBEG00000007035
labrus_bergylta ENSLBEG00000007010
mola_mola ENSMMOG00000003244
anabas_testudineus ENSATEG00000007807
maylandia_zebra ENSMZEG00005012849
pundamilia_nyererei ENSPNYG00000000316
astatotilapia_calliptera ENSACLG00000008237
haplochromis_burtoni ENSHBUG00000002691
neolamprologus_brichardi ENSNBRG00000010934
amphilophus_citrinellus ENSACIG00000016640
seriola_lalandi_dorsalis ENSSLDG00000004635
seriola_dumerili ENSSDUG00000004295
cynoglossus_semilaevis ENSCSEG00000010989
