paramormyrops_kingsleyae ENSPKIG00000005248
amphiprion_ocellaris ENSAOCG00000001911
melopsittacus_undulatus ENSMUNG00000003818
meleagris_gallopavo ENSMGAG00000002530
calidris_pygmaea ENSCPGG00000012956
calidris_pugnax ENSCPUG00000019104
lepidothrix_coronata ENSLCOG00000002174
junco_hyemalis ENSJHYG00000012794
apteryx_owenii ENSAOWG00000009144
chelonoidis_abingdonii ENSCABG00000014846
anolis_carolinensis ENSACAG00000006871
salvator_merianae ENSSMRG00000016912
xenopus_tropicalis ENSXETG00000030550
chelonoidis_abingdonii ENSCABG00000002583
gopherus_agassizii ENSGAGG00000007013
chrysemys_picta_bellii ENSCPBG00000008945
apteryx_rowi ENSARWG00000017539
apteryx_owenii ENSAOWG00000009898
nothoprocta_perdicaria ENSNPEG00000013953
dromaius_novaehollandiae ENSDNVG00000004463
apteryx_haastii ENSAHAG00000016167
calidris_pugnax ENSCPUG00000011007
notechis_scutatus ENSNSUG00000015585
bison_bison_bison ENSBBBG00000004896
bos_mutus ENSBMUG00000009225
propithecus_coquereli ENSPCOG00000013956
taeniopygia_guttata ENSTGUG00000002051
xenopus_tropicalis ENSXETG00000030948
petromyzon_marinus ENSPMAG00000008908
