anolis_carolinensis ENSACAG00000004268
pogona_vitticeps ENSPVIG00000007627
notechis_scutatus ENSNSUG00000010923
salvator_merianae ENSSMRG00000011914
sphenodon_punctatus ENSSPUG00000017607
apteryx_owenii ENSAOWG00000015086
apteryx_haastii ENSAHAG00000006469
apteryx_rowi ENSARWG00000010756
nothoprocta_perdicaria ENSNPEG00000011757
dromaius_novaehollandiae ENSDNVG00000015972
anser_brachyrhynchus ENSABRG00000000521
anas_platyrhynchos ENSAPLG00000015648
gallus_gallus ENSGALG00000011635
coturnix_japonica ENSCJPG00005012935
meleagris_gallopavo ENSMGAG00000011889
numida_meleagris ENSNMEG00000022985
parus_major ENSPMJG00000019785
cyanistes_caeruleus ENSCCEG00000005194
ficedula_albicollis ENSFALG00000013230
taeniopygia_guttata ENSTGUG00000004573
lonchura_striata ENSLSDG00000012701
serinus_canaria ENSSCAG00000012018
junco_hyemalis ENSJHYG00000013139
zonotrichia_albicollis ENSZALG00000014337
manacus_vitellinus ENSMVIG00005010215
lepidothrix_coronata ENSLCOG00000002386
melopsittacus_undulatus ENSMUNG00000012741
calidris_pygmaea ENSCPGG00000011014
calidris_pugnax ENSCPUG00000016996
crocodylus_porosus ENSCPRG00005001253
chelonoidis_abingdonii ENSCABG00000017619
gopherus_agassizii ENSGAGG00000015378
chrysemys_picta ENSCPBG00000013730
pelodiscus_sinensis ENSPSIG00000008408
vombatus_ursinus ENSVURG00010011605
phascolarctos_cinereus ENSPCIG00000027847
notamacropus_eugenii ENSMEUG00000009266
sarcophilus_harrisii ENSSHAG00000013877
monodelphis_domestica ENSMODG00000000229
loxodonta_africana ENSLAFG00000006873
echinops_telfairi ENSETEG00000005862
procavia_capensis ENSPCAG00000001306
dipodomys_ordii ENSDORG00000004265
castor_canadensis ENSCCNG00000031228
cricetulus_griseus ENSCGRG00001009789
cricetulus_griseus ENSCGRG00015009323
cricetulus_griseus ENSCGRG00000011958
mesocricetus_auratus ENSMAUG00000012650
peromyscus_maniculatus ENSPEMG00000006693
microtus_ochrogaster ENSMOCG00000016470
mus_musculus ENSMUSG00000026380
mus_spretus MGP_SPRETEiJ_G0015316
mus_spicilegus ENSMSIG00000008871
mus_caroli MGP_CAROLIEiJ_G0014509
mus_pahari MGP_PahariEiJ_G0027745
rattus_norvegicus ENSRNOG00000002414
meriones_unguiculatus ENSMUGG00000021959
nannospalax_galili ENSNGAG00000008600
jaculus_jaculus ENSJJAG00000011525
heterocephalus_glaber ENSHGLG00100008777
heterocephalus_glaber ENSHGLG00000005946
fukomys_damarensis ENSFDAG00000019395
cavia_porcellus ENSCPOG00000011523
cavia_aperea ENSCAPG00000013325
octodon_degus ENSODEG00000006910
chinchilla_lanigera ENSCLAG00000003321
spermophilus_dauricus ENSSDAG00000006477
urocitellus_parryii ENSUPAG00010018983
ictidomys_tridecemlineatus ENSSTOG00000013080
marmota_marmota ENSMMMG00000015130
oryctolagus_cuniculus ENSOCUG00000006877
ochotona_princeps ENSOPRG00000012852
tupaia_belangeri ENSTBEG00000001670
myotis_lucifugus ENSMLUG00000002967
equus_asinus ENSEASG00005015834
equus_caballus ENSECAG00000024837
sorex_araneus ENSSARG00000013877
ursus_americanus ENSUAMG00000006608
ursus_maritimus ENSUMAG00000013047
ailuropoda_melanoleuca ENSAMEG00000005284
mustela_putorius ENSMPUG00000001036
neovison_vison ENSNVIG00000003481
vulpes_vulpes ENSVVUG00000018476
canis_lupus ENSCAFG00000004788
canis_lupus ENSCAFG00020013694
panthera_tigris ENSPTIG00000009065
panthera_pardus ENSPPRG00000017348
felis_catus ENSFCAG00000012143
pteropus_vampyrus ENSPVAG00000001653
macaca_fascicularis ENSMFAG00000013698
macaca_nemestrina ENSMNEG00000041220
macaca_mulatta ENSMMUG00000008829
theropithecus_gelada ENSTGEG00000003960
theropithecus_gelada ENSTGEG00000001213
papio_anubis ENSPANG00000016702
chlorocebus_sabaeus ENSCSAG00000016679
piliocolobus_tephrosceles ENSPTEG00000025210
rhinopithecus_roxellana ENSRROG00000040023
rhinopithecus_bieti ENSRBIG00000035215
colobus_angolensis ENSCANG00000042771
mandrillus_leucophaeus ENSMLEG00000019949
pan_troglodytes ENSPTRG00000012415
pan_paniscus ENSPPAG00000028120
homo_sapiens ENSG00000115112
gorilla_gorilla ENSGGOG00000001680
nomascus_leucogenys ENSNLEG00000000988
cercocebus_atys ENSCATG00000044361
pongo_abelii ENSPPYG00000012777
saimiri_boliviensis ENSSBOG00000032812
callithrix_jacchus ENSCJAG00000013356
cebus_capucinus ENSCCAG00000026803
aotus_nancymaae ENSANAG00000023303
carlito_syrichta ENSTSYG00000013882
prolemur_simus ENSPSMG00000015106
propithecus_coquereli ENSPCOG00000018978
microcebus_murinus ENSMICG00000007161
otolemur_garnettii ENSOGAG00000012031
dasypus_novemcinctus ENSDNOG00000012341
choloepus_hoffmanni ENSCHOG00000000115
ovis_aries ENSOARG00000013124
capra_hircus ENSCHIG00000014608
bos_indicus ENSBIXG00005012144
bos_indicus ENSBIXG00000027619
bos_taurus ENSBTAG00000007765
bos_mutus ENSBMUG00000001255
bison_bison ENSBBBG00000007171
tursiops_truncatus ENSTTRG00000003387
sus_scrofa ENSSSCG00000015732
erinaceus_europaeus ENSEEUG00000011003
ornithorhynchus_anatinus ENSOANG00000007591
xenopus_tropicalis ENSXETG00000012248
latimeria_chalumnae ENSLACG00000017694
paramormyrops_kingsleyae ENSPKIG00000019892
scleropages_formosus ENSSFOG00015020550
pygocentrus_nattereri ENSPNAG00000018056
electrophorus_electricus ENSEEEG00000011713
ictalurus_punctatus ENSIPUG00000023667
danio_rerio ENSDARG00000029497
denticeps_clupeoides ENSDCDG00000025694
maylandia_zebra ENSMZEG00005012802
astatotilapia_calliptera ENSACLG00000022460
haplochromis_burtoni ENSHBUG00000000004
pundamilia_nyererei ENSPNYG00000016791
oreochromis_niloticus ENSONIG00000004467
neolamprologus_brichardi ENSNBRG00000020822
amphilophus_citrinellus ENSACIG00000024199
poecilia_formosa ENSPFOG00000001485
poecilia_formosa ENSPFOG00000014602
poecilia_latipinna ENSPLAG00000017972
poecilia_mexicana ENSPMEG00000006313
cyprinodon_variegatus ENSCVAG00000018551
fundulus_heteroclitus ENSFHEG00000001388
kryptolebias_marmoratus ENSKMAG00000008068
fundulus_heteroclitus ENSFHEG00000001382
oryzias_melastigma ENSOMEG00000018380
larimichthys_crocea ENSLCRG00005002060
mola_mola ENSMMOG00000019212
amphiprion_percula ENSAPEG00000023475
amphiprion_ocellaris ENSAOCG00000022791
acanthochromis_polyacanthus ENSAPOG00000017719
stegastes_partitus ENSSPAG00000023418
parambassis_ranga ENSPRNG00000026055
cottoperca_gobio ENSCGOG00000013618
seriola_lalandi ENSSLDG00000003147
seriola_dumerili ENSSDUG00000005692
tetraodon_nigroviridis ENSTNIG00000017829
takifugu_rubripes ENSTRUG00000002438
gasterosteus_aculeatus ENSGACG00000001549
labrus_bergylta ENSLBEG00000027055
labrus_bergylta ENSLBEG00000012863
lates_calcarifer ENSLCAG00010011831
scophthalmus_maximus ENSSMAG00000001965
periophthalmus_magnuspinnatus ENSPMGG00000016714
cynoglossus_semilaevis ENSCSEG00000015326
esox_lucius ENSELUG00000007801
hucho_hucho ENSHHUG00000026029
clupea_harengus ENSCHAG00000017978
xiphophorus_couchianus ENSXCOG00000020141
lepisosteus_oculatus ENSLOCG00000002070
erpetoichthys_calabaricus ENSECRG00000016675
callorhinchus_milii ENSCMIG00000009557
petromyzon_marinus ENSPMAG00000007229
