latimeria_chalumnae ENSLACG00000011457
xenopus_tropicalis ENSXETG00000018182
notamacropus_eugenii ENSMEUG00000001850
sarcophilus_harrisii ENSSHAG00000017367
phascolarctos_cinereus ENSPCIG00000034433
sarcophilus_harrisii ENSSHAG00000006256
monodelphis_domestica ENSMODG00000019417
ornithorhynchus_anatinus ENSOANG00000001620
cricetulus_griseus_crigri ENSCGRG00000008417
cricetulus_griseus_chok1gshd ENSCGRG00001021920
cricetulus_griseus_crigri-picr ENSCGRG00015006640
peromyscus_maniculatus_bairdii ENSPEMG00000014068
mus_spicilegus ENSMSIG00000028946
mus_musculus ENSMUSG00000021638
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019721
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018842
mus_pahari MGP_PahariEiJ_G0015914
rattus_norvegicus ENSRNOG00000018297
meriones_unguiculatus ENSMUGG00000000282
nannospalax_galili ENSNGAG00000010404
jaculus_jaculus ENSJJAG00000019972
castor_canadensis ENSCCNG00000022004
carlito_syrichta ENSTSYG00000008618
carlito_syrichta ENSTSYG00000028895
erinaceus_europaeus ENSEEUG00000009177
sorex_araneus ENSSARG00000011068
propithecus_coquereli ENSPCOG00000009568
microcebus_murinus ENSMICG00000012695
prolemur_simus ENSPSMG00000019824
otolemur_garnettii ENSOGAG00000013672
pan_troglodytes ENSPTRG00000016952
pan_paniscus ENSPPAG00000000071
homo_sapiens ENSG00000197822
gorilla_gorilla ENSGGOG00000011076
pongo_abelii ENSPPYG00000015530
nomascus_leucogenys ENSNLEG00000004262
piliocolobus_tephrosceles ENSPTEG00000008042
colobus_angolensis_palliatus ENSCANG00000039808
rhinopithecus_bieti ENSRBIG00000000772
rhinopithecus_roxellana ENSRROG00000041530
macaca_mulatta ENSMMUG00000006216
macaca_fascicularis ENSMFAG00000034647
macaca_nemestrina ENSMNEG00000035807
mandrillus_leucophaeus ENSMLEG00000021655
cercocebus_atys ENSCATG00000036775
papio_anubis ENSPANG00000025612
theropithecus_gelada ENSTGEG00000019264
chlorocebus_sabaeus ENSCSAG00000015720
cebus_capucinus ENSCCAG00000021176
callithrix_jacchus ENSCJAG00000016225
saimiri_boliviensis_boliviensis ENSSBOG00000027257
aotus_nancymaae ENSANAG00000026281
tupaia_belangeri ENSTBEG00000015168
ictidomys_tridecemlineatus ENSSTOG00000023359
urocitellus_parryii ENSUPAG00010021180
spermophilus_dauricus ENSSDAG00000018904
marmota_marmota_marmota ENSMMMG00000023198
dipodomys_ordii ENSDORG00000029577
marmota_marmota_marmota ENSMMMG00000002866
microtus_ochrogaster ENSMOCG00000003438
echinops_telfairi ENSETEG00000009611
choloepus_hoffmanni ENSCHOG00000000021
loxodonta_africana ENSLAFG00000004799
procavia_capensis ENSPCAG00000004153
dasypus_novemcinctus ENSDNOG00000035828
ovis_aries ENSOARG00000005551
capra_hircus ENSCHIG00000001852
bison_bison_bison ENSBBBG00000013595
bos_mutus ENSBMUG00000023739
bos_taurus ENSBTAG00000000561
tursiops_truncatus ENSTTRG00000002882
sus_scrofa ENSSSCG00000021514
vicugna_pacos ENSVPAG00000001899
equus_caballus ENSECAG00000009118
equus_asinus_asinus ENSEASG00005017994
ursus_americanus ENSUAMG00000004365
ursus_maritimus ENSUMAG00000007874
ailuropoda_melanoleuca ENSAMEG00000003282
neovison_vison ENSNVIG00000015045
mustela_putorius_furo ENSMPUG00000014516
canis_lupus_familiaris ENSCAFG00000007805
vulpes_vulpes ENSVVUG00000006824
canis_lupus_dingo ENSCAFG00020019239
panthera_tigris_altaica ENSPTIG00000013763
panthera_pardus ENSPPRG00000020191
felis_catus ENSFCAG00000007708
myotis_lucifugus ENSMLUG00000007969
pteropus_vampyrus ENSPVAG00000004144
heterocephalus_glaber_male ENSHGLG00100008567
heterocephalus_glaber_female ENSHGLG00000003299
fukomys_damarensis ENSFDAG00000009041
octodon_degus ENSODEG00000016188
octodon_degus ENSODEG00000012863
cavia_porcellus ENSCPOG00000005774
cavia_aperea ENSCAPG00000008900
chinchilla_lanigera ENSCLAG00000000804
cavia_aperea ENSCAPG00000015657
microtus_ochrogaster ENSMOCG00000016525
mesocricetus_auratus ENSMAUG00000010201
notechis_scutatus ENSNSUG00000004661
gambusia_affinis ENSGAFG00000006152
oryctolagus_cuniculus ENSOCUG00000004964
ochotona_princeps ENSOPRG00000016503
anolis_carolinensis ENSACAG00000022344
pogona_vitticeps ENSPVIG00000025350
salvator_merianae ENSSMRG00000006420
sphenodon_punctatus ENSSPUG00000000405
chelonoidis_abingdonii ENSCABG00000015034
gopherus_agassizii ENSGAGG00000025004
chrysemys_picta_bellii ENSCPBG00000010945
pelodiscus_sinensis ENSPSIG00000014805
mola_mola ENSMMOG00000009524
labrus_bergylta ENSLBEG00000010763
gasterosteus_aculeatus ENSGACG00000000363
hippocampus_comes ENSHCOG00000005062
takifugu_rubripes ENSTRUG00000018564
tetraodon_nigroviridis ENSTNIG00000013533
scophthalmus_maximus ENSSMAG00000011992
cynoglossus_semilaevis ENSCSEG00000011772
seriola_dumerili ENSSDUG00000000419
seriola_lalandi_dorsalis ENSSLDG00000010640
poecilia_formosa ENSPFOG00000008118
poecilia_mexicana ENSPMEG00000016317
poecilia_reticulata ENSPREG00000016314
poecilia_latipinna ENSPLAG00000021455
xiphophorus_maculatus ENSXMAG00000004510
xiphophorus_couchianus ENSXCOG00000017593
cyprinodon_variegatus ENSCVAG00000007578
fundulus_heteroclitus ENSFHEG00000000897
fundulus_heteroclitus ENSFHEG00000020029
kryptolebias_marmoratus ENSKMAG00000016139
oryzias_latipes ENSORLG00000000668
oryzias_latipes ENSORLG00020017644
oryzias_latipes_asm223469v1 ENSORLG00015004416
oryzias_melastigma ENSOMEG00000023280
haplochromis_burtoni ENSHBUG00000010691
pundamilia_nyererei ENSPNYG00000002933
maylandia_zebra ENSMZEG00005008660
astatotilapia_calliptera ENSACLG00000023765
