taeniopygia_guttata ENSTGUG00000001747
lonchura_striata_domestica ENSLSDG00000013263
parus_major ENSPMJG00000005217
zonotrichia_albicollis ENSZALG00000008490
cyanistes_caeruleus ENSCCEG00000001217
serinus_canaria ENSSCAG00000016376
ficedula_albicollis ENSFALG00000009825
lepidothrix_coronata ENSLCOG00000013630
manacus_vitellinus ENSMVIG00005013715
melopsittacus_undulatus ENSMUNG00000008555
coturnix_japonica ENSCJPG00005005704
gallus_gallus ENSGALG00000028996
numida_meleagris ENSNMEG00000015263
calidris_pygmaea ENSCPGG00000010636
calidris_pugnax ENSCPUG00000005576
anser_brachyrhynchus ENSABRG00000021323
anas_platyrhynchos_platyrhynchos ENSAPLG00000007859
apteryx_rowi ENSARWG00000006438
apteryx_owenii ENSAOWG00000015674
apteryx_haastii ENSAHAG00000005205
dromaius_novaehollandiae ENSDNVG00000003400
nothoprocta_perdicaria ENSNPEG00000004858
crocodylus_porosus ENSCPRG00005015228
chelonoidis_abingdonii ENSCABG00000018826
gopherus_agassizii ENSGAGG00000004262
chrysemys_picta_bellii ENSCPBG00000003159
chrysemys_picta_bellii ENSCPBG00000003171
gopherus_agassizii ENSGAGG00000016052
pelodiscus_sinensis ENSPSIG00000009667
pogona_vitticeps ENSPVIG00000008185
anolis_carolinensis ENSACAG00000006081
notechis_scutatus ENSNSUG00000001396
salvator_merianae ENSSMRG00000020177
sphenodon_punctatus ENSSPUG00000009028
phascolarctos_cinereus ENSPCIG00000032879
notamacropus_eugenii ENSMEUG00000016439
monodelphis_domestica ENSMODG00000007925
sarcophilus_harrisii ENSSHAG00000017416
heterocephalus_glaber_female ENSHGLG00000008389
heterocephalus_glaber_male ENSHGLG00100016441
fukomys_damarensis ENSFDAG00000008707
octodon_degus ENSODEG00000015160
cavia_porcellus ENSCPOG00000024938
chinchilla_lanigera ENSCLAG00000006040
ictidomys_tridecemlineatus ENSSTOG00000002835
urocitellus_parryii ENSUPAG00010006945
spermophilus_dauricus ENSSDAG00000024495
marmota_marmota_marmota ENSMMMG00000008256
castor_canadensis ENSCCNG00000019486
dipodomys_ordii ENSDORG00000001726
cricetulus_griseus_crigri-picr ENSCGRG00015004232
cricetulus_griseus_chok1gshd ENSCGRG00001024871
mesocricetus_auratus ENSMAUG00000011503
peromyscus_maniculatus_bairdii ENSPEMG00000027495
peromyscus_maniculatus_bairdii ENSPEMG00000023191
microtus_ochrogaster ENSMOCG00000001821
mus_spicilegus ENSMSIG00000005491
mus_musculus ENSMUSG00000036078
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026871
mus_pahari MGP_PahariEiJ_G0024046
rattus_norvegicus ENSRNOG00000014604
meriones_unguiculatus ENSMUGG00000019374
nannospalax_galili ENSNGAG00000019443
jaculus_jaculus ENSJJAG00000014555
oryctolagus_cuniculus ENSOCUG00000000364
ochotona_princeps ENSOPRG00000009222
tupaia_belangeri ENSTBEG00000004664
colobus_angolensis_palliatus ENSCANG00000043648
piliocolobus_tephrosceles ENSPTEG00000017340
rhinopithecus_bieti ENSRBIG00000028757
rhinopithecus_roxellana ENSRROG00000003045
macaca_nemestrina ENSMNEG00000039305
macaca_fascicularis ENSMFAG00000044103
macaca_mulatta ENSMMUG00000020774
cercocebus_atys ENSCATG00000040175
mandrillus_leucophaeus ENSMLEG00000029238
papio_anubis ENSPANG00000025324
theropithecus_gelada ENSTGEG00000009587
chlorocebus_sabaeus ENSCSAG00000010156
pan_troglodytes ENSPTRG00000020885
pan_paniscus ENSPPAG00000036806
homo_sapiens ENSG00000147955
gorilla_gorilla ENSGGOG00000002924
pongo_abelii ENSPPYG00000019117
nomascus_leucogenys ENSNLEG00000004832
cebus_capucinus ENSCCAG00000023802
saimiri_boliviensis_boliviensis ENSSBOG00000002712
callithrix_jacchus ENSCJAG00000008767
aotus_nancymaae ENSANAG00000036893
carlito_syrichta ENSTSYG00000029800
propithecus_coquereli ENSPCOG00000021090
prolemur_simus ENSPSMG00000016783
microcebus_murinus ENSMICG00000042605
microcebus_murinus ENSMICG00000029551
otolemur_garnettii ENSOGAG00000028645
capra_hircus ENSCHIG00000025524
ovis_aries ENSOARG00000009180
bos_mutus ENSBMUG00000018090
bos_taurus ENSBTAG00000015804
bison_bison_bison ENSBBBG00000012195
tursiops_truncatus ENSTTRG00000005674
sus_scrofa ENSSSCG00000037000
equus_asinus_asinus ENSEASG00005003929
equus_caballus ENSECAG00000019783
ursus_americanus ENSUAMG00000017578
ursus_maritimus ENSUMAG00000006193
ailuropoda_melanoleuca ENSAMEG00000006852
mustela_putorius_furo ENSMPUG00000004289
neovison_vison ENSNVIG00000024051
canis_lupus_familiaris ENSCAFG00000030020
canis_lupus_dingo ENSCAFG00020016023
vulpes_vulpes ENSVVUG00000020965
panthera_pardus ENSPPRG00000017502
panthera_tigris_altaica ENSPTIG00000019345
felis_catus ENSFCAG00000025272
pteropus_vampyrus ENSPVAG00000014824
myotis_lucifugus ENSMLUG00000003061
erinaceus_europaeus ENSEEUG00000001985
dasypus_novemcinctus ENSDNOG00000046526
choloepus_hoffmanni ENSCHOG00000000595
loxodonta_africana ENSLAFG00000010839
procavia_capensis ENSPCAG00000013853
echinops_telfairi ENSETEG00000001980
xenopus_tropicalis ENSXETG00000013205
xenopus_tropicalis ENSXETG00000015605
pygocentrus_nattereri ENSPNAG00000006669
astyanax_mexicanus ENSAMXG00000009814
ictalurus_punctatus ENSIPUG00000024867
danio_rerio ENSDARG00000011418
seriola_lalandi_dorsalis ENSSLDG00000005726
anabas_testudineus ENSATEG00000000636
periophthalmus_magnuspinnatus ENSPMGG00000004968
maylandia_zebra ENSMZEG00005016364
astatotilapia_calliptera ENSACLG00000025457
pundamilia_nyererei ENSPNYG00000009842
haplochromis_burtoni ENSHBUG00000010570
neolamprologus_brichardi ENSNBRG00000010795
oreochromis_niloticus ENSONIG00000004128
amphilophus_citrinellus ENSACIG00000023968
hippocampus_comes ENSHCOG00000006291
tetraodon_nigroviridis ENSTNIG00000004709
takifugu_rubripes ENSTRUG00000024592
mola_mola ENSMMOG00000021107
labrus_bergylta ENSLBEG00000021385
cyprinodon_variegatus ENSCVAG00000002545
fundulus_heteroclitus ENSFHEG00000005490
xiphophorus_maculatus ENSXMAG00000021189
xiphophorus_couchianus ENSXCOG00000005177
gambusia_affinis ENSGAFG00000004112
poecilia_formosa ENSPFOG00000001941
poecilia_mexicana ENSPMEG00000010876
poecilia_latipinna ENSPLAG00000020522
poecilia_reticulata ENSPREG00000004834
kryptolebias_marmoratus ENSKMAG00000015145
oryzias_latipes_asm223469v1 ENSORLG00015022789
oryzias_latipes ENSORLG00020009087
oryzias_melastigma ENSOMEG00000020573
cynoglossus_semilaevis ENSCSEG00000020064
monopterus_albus ENSMALG00000006534
gasterosteus_aculeatus ENSGACG00000017833
seriola_dumerili ENSSDUG00000019158
seriola_lalandi_dorsalis ENSSLDG00000014161
mastacembelus_armatus ENSMAMG00000005282
scophthalmus_maximus ENSSMAG00000017354
amphiprion_percula ENSAPEG00000003979
amphiprion_ocellaris ENSAOCG00000022955
