anas_platyrhynchos_platyrhynchos ENSAPLG00000017628
lonchura_striata_domestica ENSLSDG00000016111
oryctolagus_cuniculus ENSOCUG00000021435
spermophilus_dauricus ENSSDAG00000002354
kryptolebias_marmoratus ENSKMAG00000014920
xiphophorus_maculatus ENSXMAG00000026402
periophthalmus_magnuspinnatus ENSPMGG00000021325
poecilia_mexicana ENSPMEG00000008335
pygocentrus_nattereri ENSPNAG00000012875
esox_lucius ENSELUG00000020810
paramormyrops_kingsleyae ENSPKIG00000015477
ficedula_albicollis ENSFALG00000014999
pygocentrus_nattereri ENSPNAG00000012295
