mus_spicilegus ENSMSIG00000018094
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015421
mus_musculus ENSMUSG00000064246
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014614
mus_pahari MGP_PahariEiJ_G0027850
rattus_norvegicus ENSRNOG00000053272
meriones_unguiculatus ENSMUGG00000004660
cricetulus_griseus_crigri ENSCGRG00000008335
cricetulus_griseus_chok1gshd ENSCGRG00001022520
cricetulus_griseus_crigri-picr ENSCGRG00015000234
mesocricetus_auratus ENSMAUG00000014596
peromyscus_maniculatus_bairdii ENSPEMG00000010614
microtus_ochrogaster ENSMOCG00000000618
nannospalax_galili ENSNGAG00000023060
jaculus_jaculus ENSJJAG00000014064
chinchilla_lanigera ENSCLAG00000013593
octodon_degus ENSODEG00000011673
cavia_porcellus ENSCPOG00000005221
cavia_aperea ENSCAPG00000016760
heterocephalus_glaber_female ENSHGLG00000005828
fukomys_damarensis ENSFDAG00000008870
castor_canadensis ENSCCNG00000027620
dipodomys_ordii ENSDORG00000002127
urocitellus_parryii ENSUPAG00010008005
ictidomys_tridecemlineatus ENSSTOG00000015436
marmota_marmota_marmota ENSMMMG00000013425
spermophilus_dauricus ENSSDAG00000001729
oryctolagus_cuniculus ENSOCUG00000026988
ochotona_princeps ENSOPRG00000014788
pan_troglodytes ENSPTRG00000001869
pan_paniscus ENSPPAG00000033305
homo_sapiens ENSG00000133048
gorilla_gorilla ENSGGOG00000009912
pongo_abelii ENSPPYG00000000335
nomascus_leucogenys ENSNLEG00000018111
cercocebus_atys ENSCATG00000035771
mandrillus_leucophaeus ENSMLEG00000028044
theropithecus_gelada ENSTGEG00000017933
papio_anubis ENSPANG00000014786
macaca_mulatta ENSMMUG00000008711
macaca_fascicularis ENSMFAG00000003587
macaca_nemestrina ENSMNEG00000041632
chlorocebus_sabaeus ENSCSAG00000014333
rhinopithecus_bieti ENSRBIG00000043375
rhinopithecus_roxellana ENSRROG00000033624
colobus_angolensis_palliatus ENSCANG00000031638
piliocolobus_tephrosceles ENSPTEG00000030280
cebus_capucinus ENSCCAG00000028232
saimiri_boliviensis_boliviensis ENSSBOG00000034150
callithrix_jacchus ENSCJAG00000006464
aotus_nancymaae ENSANAG00000032956
carlito_syrichta ENSTSYG00000005599
microcebus_murinus ENSMICG00000015438
prolemur_simus ENSPSMG00000003099
propithecus_coquereli ENSPCOG00000017028
otolemur_garnettii ENSOGAG00000000923
tupaia_belangeri ENSTBEG00000010071
myotis_lucifugus ENSMLUG00000010317
myotis_lucifugus ENSMLUG00000025164
erinaceus_europaeus ENSEEUG00000011095
equus_caballus ENSECAG00000029465
equus_asinus_asinus ENSEASG00005019650
bos_taurus ENSBTAG00000018223
bos_mutus ENSBMUG00000006862
bison_bison_bison ENSBBBG00000004313
ovis_aries ENSOARG00000001370
capra_hircus ENSCHIG00000003384
tursiops_truncatus ENSTTRG00000009512
sus_scrofa ENSSSCG00000015476
vicugna_pacos ENSVPAG00000003606
ursus_maritimus ENSUMAG00000005495
ursus_americanus ENSUAMG00000006418
ailuropoda_melanoleuca ENSAMEG00000012357
neovison_vison ENSNVIG00000016124
mustela_putorius_furo ENSMPUG00000011520
canis_lupus_dingo ENSCAFG00020014953
canis_lupus_familiaris ENSCAFG00000010274
vulpes_vulpes ENSVVUG00000006776
panthera_tigris_altaica ENSPTIG00000022077
panthera_pardus ENSPPRG00000024668
felis_catus ENSFCAG00000038254
choloepus_hoffmanni ENSCHOG00000004004
dasypus_novemcinctus ENSDNOG00000009518
loxodonta_africana ENSLAFG00000003983
procavia_capensis ENSPCAG00000010568
echinops_telfairi ENSETEG00000013193
phascolarctos_cinereus ENSPCIG00000003122
notamacropus_eugenii ENSMEUG00000009185
sarcophilus_harrisii ENSSHAG00000016598
monodelphis_domestica ENSMODG00000001065
ornithorhynchus_anatinus ENSOANG00000001907
