castor_canadensis ENSCCNG00000015054
dipodomys_ordii ENSDORG00000004567
peromyscus_maniculatus ENSPEMG00000022525
microtus_ochrogaster ENSMOCG00000022249
cricetulus_griseus ENSCGRG00001007173
cricetulus_griseus ENSCGRG00015017115
cricetulus_griseus ENSCGRG00000008888
mesocricetus_auratus ENSMAUG00000012672
mus_musculus ENSMUSG00000021597
mus_spretus MGP_SPRETEiJ_G0019620
mus_spicilegus ENSMSIG00000023014
mus_caroli MGP_CAROLIEiJ_G0018737
mus_pahari MGP_PahariEiJ_G0015816
rattus_norvegicus ENSRNOG00000040279
meriones_unguiculatus ENSMUGG00000003469
nannospalax_galili ENSNGAG00000014122
jaculus_jaculus ENSJJAG00000020386
heterocephalus_glaber ENSHGLG00000014354
heterocephalus_glaber ENSHGLG00100015493
fukomys_damarensis ENSFDAG00000004329
octodon_degus ENSODEG00000013881
octodon_degus ENSODEG00000013354
cavia_aperea ENSCAPG00000011226
cavia_porcellus ENSCPOG00000005012
chinchilla_lanigera ENSCLAG00000005160
urocitellus_parryii ENSUPAG00010003710
marmota_marmota ENSMMMG00000005222
ictidomys_tridecemlineatus ENSSTOG00000014040
spermophilus_dauricus ENSSDAG00000021074
oryctolagus_cuniculus ENSOCUG00000004299
ochotona_princeps ENSOPRG00000005257
pan_paniscus ENSPPAG00000044094
pan_troglodytes ENSPTRG00000017079
homo_sapiens ENSG00000133302
gorilla_gorilla ENSGGOG00000014178
pongo_abelii ENSPPYG00000015634
nomascus_leucogenys ENSNLEG00000013948
cercocebus_atys ENSCATG00000045157
mandrillus_leucophaeus ENSMLEG00000031456
macaca_mulatta ENSMMUG00000001392
macaca_fascicularis ENSMFAG00000028903
macaca_nemestrina ENSMNEG00000043014
theropithecus_gelada ENSTGEG00000003541
papio_anubis ENSPANG00000022645
chlorocebus_sabaeus ENSCSAG00000014585
colobus_angolensis ENSCANG00000029235
piliocolobus_tephrosceles ENSPTEG00000006083
rhinopithecus_roxellana ENSRROG00000033027
rhinopithecus_bieti ENSRBIG00000044377
callithrix_jacchus ENSCJAG00000010388
saimiri_boliviensis ENSSBOG00000025909
cebus_capucinus ENSCCAG00000024483
aotus_nancymaae ENSANAG00000016908
carlito_syrichta ENSTSYG00000013346
propithecus_coquereli ENSPCOG00000019438
prolemur_simus ENSPSMG00000011877
microcebus_murinus ENSMICG00000001017
otolemur_garnettii ENSOGAG00000004098
tupaia_belangeri ENSTBEG00000012001
vicugna_pacos ENSVPAG00000000851
sus_scrofa ENSSSCG00000014163
ovis_aries ENSOARG00000016777
capra_hircus ENSCHIG00000015215
bos_indicus ENSBIXG00000022177
bos_indicus ENSBIXG00005031201
bos_taurus ENSBTAG00000006107
bos_mutus ENSBMUG00000010805
bison_bison ENSBBBG00000023440
tursiops_truncatus ENSTTRG00000006649
equus_caballus ENSECAG00000015790
equus_asinus ENSEASG00005019489
pteropus_vampyrus ENSPVAG00000007158
myotis_lucifugus ENSMLUG00000009211
ursus_maritimus ENSUMAG00000005544
ursus_americanus ENSUAMG00000010588
ailuropoda_melanoleuca ENSAMEG00000007872
neovison_vison ENSNVIG00000005551
mustela_putorius ENSMPUG00000004213
canis_lupus ENSCAFG00000008034
canis_lupus ENSCAFG00020006435
vulpes_vulpes ENSVVUG00000022098
panthera_pardus ENSPPRG00000005546
panthera_tigris ENSPTIG00000007813
felis_catus ENSFCAG00000024671
sorex_araneus ENSSARG00000012932
erinaceus_europaeus ENSEEUG00000015512
ursus_americanus ENSUAMG00000019974
carlito_syrichta ENSTSYG00000027326
choloepus_hoffmanni ENSCHOG00000011517
dasypus_novemcinctus ENSDNOG00000011705
loxodonta_africana ENSLAFG00000015698
loxodonta_africana ENSLAFG00000031024
procavia_capensis ENSPCAG00000003954
echinops_telfairi ENSETEG00000017264
sarcophilus_harrisii ENSSHAG00000010051
sarcophilus_harrisii ENSSHAG00000009650
phascolarctos_cinereus ENSPCIG00000028575
vombatus_ursinus ENSVURG00010017424
notamacropus_eugenii ENSMEUG00000001593
monodelphis_domestica ENSMODG00000020124
ornithorhynchus_anatinus ENSOANG00000011065
apteryx_owenii ENSAOWG00000018354
apteryx_haastii ENSAHAG00000015762
apteryx_rowi ENSARWG00000018063
dromaius_novaehollandiae ENSDNVG00000004024
nothoprocta_perdicaria ENSNPEG00000014239
manacus_vitellinus ENSMVIG00005019484
lepidothrix_coronata ENSLCOG00000004976
serinus_canaria ENSSCAG00000007650
zonotrichia_albicollis ENSZALG00000010752
taeniopygia_guttata ENSTGUG00000000725
taeniopygia_guttata ENSTGUG00000000723
lonchura_striata ENSLSDG00000017078
cyanistes_caeruleus ENSCCEG00000017360
parus_major ENSPMJG00000006589
ficedula_albicollis ENSFALG00000009078
melopsittacus_undulatus ENSMUNG00000016757
calidris_pygmaea ENSCPGG00000006465
calidris_pygmaea ENSCPGG00000006452
calidris_pugnax ENSCPUG00000018883
anser_brachyrhynchus ENSABRG00000000664
anas_platyrhynchos ENSAPLG00000004056
gallus_gallus ENSGALG00000027932
coturnix_japonica ENSCJPG00005012768
numida_meleagris ENSNMEG00000006868
crocodylus_porosus ENSCPRG00005002977
chrysemys_picta ENSCPBG00000004454
chrysemys_picta ENSCPBG00000004480
gopherus_agassizii ENSGAGG00000016303
chelonoidis_abingdonii ENSCABG00000009108
pelodiscus_sinensis ENSPSIG00000012061
nothoprocta_perdicaria ENSNPEG00000014237
notechis_scutatus ENSNSUG00000006178
notechis_scutatus ENSNSUG00000006180
anolis_carolinensis ENSACAG00000013255
pogona_vitticeps ENSPVIG00000025660
salvator_merianae ENSSMRG00000007740
sphenodon_punctatus ENSSPUG00000007951
xenopus_tropicalis ENSXETG00000009177
latimeria_chalumnae ENSLACG00000015478
monopterus_albus ENSMALG00000008526
mastacembelus_armatus ENSMAMG00000011335
anabas_testudineus ENSATEG00000003389
betta_splendens ENSBSLG00000015776
seriola_dumerili ENSSDUG00000017811
lates_calcarifer ENSLCAG00010027874
scophthalmus_maximus ENSSMAG00000008448
cottoperca_gobio ENSCGOG00000007558
gasterosteus_aculeatus ENSGACG00000010413
larimichthys_crocea ENSLCRG00005020708
parambassis_ranga ENSPRNG00000018392
gouania_willdenowi ENSGWIG00000026718
haplochromis_burtoni ENSHBUG00000010376
astatotilapia_calliptera ENSACLG00000006389
maylandia_zebra ENSMZEG00005013863
pundamilia_nyererei ENSPNYG00000021093
neolamprologus_brichardi ENSNBRG00000001015
poecilia_formosa ENSPFOG00000005080
poecilia_latipinna ENSPLAG00000023678
poecilia_mexicana ENSPMEG00000013608
poecilia_reticulata ENSPREG00000005148
gambusia_affinis ENSGAFG00000009430
fundulus_heteroclitus ENSFHEG00000008009
cyprinodon_variegatus ENSCVAG00000006744
kryptolebias_marmoratus ENSKMAG00000004385
oryzias_latipes ENSORLG00000029227
oryzias_latipes ENSORLG00020008706
oryzias_latipes ENSORLG00015022752
oryzias_melastigma ENSOMEG00000007177
amphiprion_ocellaris ENSAOCG00000003458
acanthochromis_polyacanthus ENSAPOG00000002286
periophthalmus_magnuspinnatus ENSPMGG00000013631
hucho_hucho ENSHHUG00000040966
clupea_harengus ENSCHAG00000021561
denticeps_clupeoides ENSDCDG00000001338
astyanax_mexicanus ENSAMXG00005009158
astyanax_mexicanus ENSAMXG00000035646
pygocentrus_nattereri ENSPNAG00000004118
ictalurus_punctatus ENSIPUG00000018030
electrophorus_electricus ENSEEEG00000014464
danio_rerio ENSDARG00000102118
paramormyrops_kingsleyae ENSPKIG00000012081
lepisosteus_oculatus ENSLOCG00000001601
erpetoichthys_calabaricus ENSECRG00000007823
callorhinchus_milii ENSCMIG00000016991
