xiphophorus_maculatus ENSXMAG00000007012
gambusia_affinis ENSGAFG00000018520
poecilia_reticulata ENSPREG00000021042
poecilia_formosa ENSPFOG00000001348
cyprinodon_variegatus ENSCVAG00000010823
fundulus_heteroclitus ENSFHEG00000008303
kryptolebias_marmoratus ENSKMAG00000000199
oryzias_latipes ENSORLG00000006562
oryzias_latipes ENSORLG00020019531
oryzias_latipes_asm223469v1 ENSORLG00015018486
oryzias_melastigma ENSOMEG00000020841
gasterosteus_aculeatus ENSGACG00000015812
hippocampus_comes ENSHCOG00000011878
periophthalmus_magnuspinnatus ENSPMGG00000016887
cynoglossus_semilaevis ENSCSEG00000006974
mola_mola ENSMMOG00000011160
tetraodon_nigroviridis ENSTNIG00000005986
labrus_bergylta ENSLBEG00000028054
amphiprion_ocellaris ENSAOCG00000000489
amphiprion_percula ENSAPEG00000003251
acanthochromis_polyacanthus ENSAPOG00000016922
stegastes_partitus ENSSPAG00000009038
maylandia_zebra ENSMZEG00005020367
pundamilia_nyererei ENSPNYG00000016289
astatotilapia_calliptera ENSACLG00000023724
haplochromis_burtoni ENSHBUG00000011368
oreochromis_niloticus ENSONIG00000012378
amphilophus_citrinellus ENSACIG00000007946
mastacembelus_armatus ENSMAMG00000015527
monopterus_albus ENSMALG00000011061
anabas_testudineus ENSATEG00000014606
seriola_dumerili ENSSDUG00000004841
seriola_lalandi_dorsalis ENSSLDG00000002080
poecilia_latipinna ENSPLAG00000011831
poecilia_mexicana ENSPMEG00000006662
neolamprologus_brichardi ENSNBRG00000016605
gadus_morhua ENSGMOG00000019370
esox_lucius ENSELUG00000018156
pygocentrus_nattereri ENSPNAG00000020383
astyanax_mexicanus ENSAMXG00000029125
ictalurus_punctatus ENSIPUG00000013189
danio_rerio ENSDARG00000060085
scleropages_formosus ENSSFOG00015020754
paramormyrops_kingsleyae ENSPKIG00000007283
lepisosteus_oculatus ENSLOCG00000012702
notamacropus_eugenii ENSMEUG00000008515
phascolarctos_cinereus ENSPCIG00000010933
sarcophilus_harrisii ENSSHAG00000007553
monodelphis_domestica ENSMODG00000001213
homo_sapiens ENSG00000184156
pan_troglodytes ENSPTRG00000020594
gorilla_gorilla ENSGGOG00000001737
pan_paniscus ENSPPAG00000036770
pongo_abelii ENSPPYG00000018888
nomascus_leucogenys ENSNLEG00000005743
macaca_mulatta ENSMMUG00000000892
macaca_nemestrina ENSMNEG00000043773
macaca_fascicularis ENSMFAG00000000975
theropithecus_gelada ENSTGEG00000012114
papio_anubis ENSPANG00000002393
cercocebus_atys ENSCATG00000041259
chlorocebus_sabaeus ENSCSAG00000009982
rhinopithecus_bieti ENSRBIG00000044246
rhinopithecus_roxellana ENSRROG00000032377
piliocolobus_tephrosceles ENSPTEG00000029904
mandrillus_leucophaeus ENSMLEG00000009808
colobus_angolensis_palliatus ENSCANG00000041325
cebus_capucinus ENSCCAG00000028183
saimiri_boliviensis_boliviensis ENSSBOG00000025860
callithrix_jacchus ENSCJAG00000004480
aotus_nancymaae ENSANAG00000034954
carlito_syrichta ENSTSYG00000000872
propithecus_coquereli ENSPCOG00000024421
prolemur_simus ENSPSMG00000004046
microcebus_murinus ENSMICG00000003612
otolemur_garnettii ENSOGAG00000012854
mus_spicilegus ENSMSIG00000011752
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020743
mus_musculus ENSMUSG00000056258
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019845
mus_pahari MGP_PahariEiJ_G0019850
rattus_norvegicus ENSRNOG00000005206
meriones_unguiculatus ENSMUGG00000022819
cricetulus_griseus_crigri-picr ENSCGRG00015001854
cricetulus_griseus_chok1gshd ENSCGRG00001001021
mesocricetus_auratus ENSMAUG00000015358
peromyscus_maniculatus_bairdii ENSPEMG00000011043
microtus_ochrogaster ENSMOCG00000017138
nannospalax_galili ENSNGAG00000000230
jaculus_jaculus ENSJJAG00000004354
dipodomys_ordii ENSDORG00000004042
castor_canadensis ENSCCNG00000027375
chinchilla_lanigera ENSCLAG00000001179
octodon_degus ENSODEG00000000541
cavia_porcellus ENSCPOG00000009034
cavia_aperea ENSCAPG00000016095
heterocephalus_glaber_male ENSHGLG00100010625
heterocephalus_glaber_female ENSHGLG00000011144
fukomys_damarensis ENSFDAG00000016671
urocitellus_parryii ENSUPAG00010006871
ictidomys_tridecemlineatus ENSSTOG00000011130
marmota_marmota_marmota ENSMMMG00000003818
spermophilus_dauricus ENSSDAG00000024468
ochotona_princeps ENSOPRG00000006231
oryctolagus_cuniculus ENSOCUG00000012036
tupaia_belangeri ENSTBEG00000014067
panthera_pardus ENSPPRG00000000125
panthera_tigris_altaica ENSPTIG00000017927
felis_catus ENSFCAG00000000984
mustela_putorius_furo ENSMPUG00000001440
neovison_vison ENSNVIG00000008182
ursus_maritimus ENSUMAG00000001380
ursus_americanus ENSUAMG00000002272
ailuropoda_melanoleuca ENSAMEG00000012923
canis_lupus_familiaris ENSCAFG00000001105
canis_lupus_dingo ENSCAFG00020013410
vulpes_vulpes ENSVVUG00000017113
equus_caballus ENSECAG00000017467
equus_asinus_asinus ENSEASG00005022131
bos_taurus ENSBTAG00000020667
bos_mutus ENSBMUG00000022697
capra_hircus ENSCHIG00000022278
ovis_aries ENSOARG00000006582
tursiops_truncatus ENSTTRG00000013460
sus_scrofa ENSSSCG00000005953
myotis_lucifugus ENSMLUG00000027419
myotis_lucifugus ENSMLUG00000015388
echinops_telfairi ENSETEG00000016656
pteropus_vampyrus ENSPVAG00000009944
sorex_araneus ENSSARG00000008532
erinaceus_europaeus ENSEEUG00000012972
loxodonta_africana ENSLAFG00000005689
procavia_capensis ENSPCAG00000007380
choloepus_hoffmanni ENSCHOG00000010336
dasypus_novemcinctus ENSDNOG00000004984
ornithorhynchus_anatinus ENSOANG00000008100
chelonoidis_abingdonii ENSCABG00000013869
gopherus_agassizii ENSGAGG00000019768
chrysemys_picta_bellii ENSCPBG00000020379
pelodiscus_sinensis ENSPSIG00000005786
crocodylus_porosus ENSCPRG00005011299
sphenodon_punctatus ENSSPUG00000007864
manacus_vitellinus ENSMVIG00005012073
lepidothrix_coronata ENSLCOG00000014205
junco_hyemalis ENSJHYG00000013636
zonotrichia_albicollis ENSZALG00000014555
serinus_canaria ENSSCAG00000007996
lonchura_striata_domestica ENSLSDG00000000944
taeniopygia_guttata ENSTGUG00000012545
ficedula_albicollis ENSFALG00000002606
parus_major ENSPMJG00000011756
cyanistes_caeruleus ENSCCEG00000010180
melopsittacus_undulatus ENSMUNG00000016692
calidris_pygmaea ENSCPGG00000004945
calidris_pugnax ENSCPUG00000010052
gallus_gallus ENSGALG00000037626
