apteryx_haastii ENSAHAG00000019375
apteryx_owenii ENSAOWG00000012032
apteryx_rowi ENSARWG00000009341
dromaius_novaehollandiae ENSDNVG00000011164
nothoprocta_perdicaria ENSNPEG00000012492
parus_major ENSPMJG00000006793
cyanistes_caeruleus ENSCCEG00000009519
ficedula_albicollis ENSFALG00000012713
taeniopygia_guttata ENSTGUG00000000774
lonchura_striata_domestica ENSLSDG00000017040
serinus_canaria ENSSCAG00000007772
zonotrichia_albicollis ENSZALG00000010762
lepidothrix_coronata ENSLCOG00000005029
manacus_vitellinus ENSMVIG00005019576
calidris_pygmaea ENSCPGG00000004332
calidris_pugnax ENSCPUG00000005394
melopsittacus_undulatus ENSMUNG00000013222
anser_brachyrhynchus ENSABRG00000016397
anas_platyrhynchos_platyrhynchos ENSAPLG00000014165
gallus_gallus ENSGALG00000015154
coturnix_japonica ENSCJPG00005007835
meleagris_gallopavo ENSMGAG00000005948
numida_meleagris ENSNMEG00000016202
crocodylus_porosus ENSCPRG00005006349
pelodiscus_sinensis ENSPSIG00000016945
pelodiscus_sinensis ENSPSIG00000017340
gopherus_agassizii ENSGAGG00000015084
chelonoidis_abingdonii ENSCABG00000017252
chrysemys_picta_bellii ENSCPBG00000019827
pogona_vitticeps ENSPVIG00000024768
anolis_carolinensis ENSACAG00000005230
notechis_scutatus ENSNSUG00000017733
salvator_merianae ENSSMRG00000018973
notechis_scutatus ENSNSUG00000017734
sphenodon_punctatus ENSSPUG00000014760
mus_spicilegus ENSMSIG00000011014
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023726
mus_musculus ENSMUSG00000024727
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022807
mus_pahari MGP_PahariEiJ_G0014301
rattus_norvegicus ENSRNOG00000013053
meriones_unguiculatus ENSMUGG00000012577
cricetulus_griseus_chok1gshd ENSCGRG00001018511
cricetulus_griseus_crigri ENSCGRG00000012435
cricetulus_griseus_crigri-picr ENSCGRG00015004272
mesocricetus_auratus ENSMAUG00000011731
peromyscus_maniculatus_bairdii ENSPEMG00000011848
microtus_ochrogaster ENSMOCG00000012817
nannospalax_galili ENSNGAG00000005371
jaculus_jaculus ENSJJAG00000015158
castor_canadensis ENSCCNG00000003666
heterocephalus_glaber_female ENSHGLG00000003851
heterocephalus_glaber_male ENSHGLG00100005818
fukomys_damarensis ENSFDAG00000013491
chinchilla_lanigera ENSCLAG00000001382
octodon_degus ENSODEG00000003284
cavia_porcellus ENSCPOG00000011221
cavia_aperea ENSCAPG00000010244
urocitellus_parryii ENSUPAG00010023524
ictidomys_tridecemlineatus ENSSTOG00000013271
spermophilus_dauricus ENSSDAG00000012270
marmota_marmota_marmota ENSMMMG00000011876
oryctolagus_cuniculus ENSOCUG00000003734
oryctolagus_cuniculus ENSOCUG00000026216
ochotona_princeps ENSOPRG00000016149
tupaia_belangeri ENSTBEG00000010967
tupaia_belangeri ENSTBEG00000007377
pan_troglodytes ENSPTRG00000021026
pan_paniscus ENSPPAG00000030433
homo_sapiens ENSG00000119121
gorilla_gorilla ENSGGOG00000011987
pongo_abelii ENSPPYG00000019295
nomascus_leucogenys ENSNLEG00000001498
mandrillus_leucophaeus ENSMLEG00000035917
cercocebus_atys ENSCATG00000040469
macaca_fascicularis ENSMFAG00000042901
macaca_mulatta ENSMMUG00000013102
