pygocentrus_nattereri ENSPNAG00000010467
astyanax_mexicanus ENSAMXG00000018141
ictalurus_punctatus ENSIPUG00000005919
danio_rerio ENSDARG00000009585
seriola_dumerili ENSSDUG00000018247
seriola_lalandi_dorsalis ENSSLDG00000020094
cynoglossus_semilaevis ENSCSEG00000001841
mastacembelus_armatus ENSMAMG00000010352
stegastes_partitus ENSSPAG00000017533
kryptolebias_marmoratus ENSKMAG00000009731
oreochromis_niloticus ENSONIG00000001062
amphilophus_citrinellus ENSACIG00000005870
gasterosteus_aculeatus ENSGACG00000006142
gadus_morhua ENSGMOG00000010209
esox_lucius ENSELUG00000018972
paramormyrops_kingsleyae ENSPKIG00000014471
scleropages_formosus ENSSFOG00015004431
lepisosteus_oculatus ENSLOCG00000008632
anas_platyrhynchos_platyrhynchos ENSAPLG00000006645
anser_brachyrhynchus ENSABRG00000002002
meleagris_gallopavo ENSMGAG00000017170
meleagris_gallopavo ENSMGAG00000013228
gallus_gallus ENSGALG00000033099
coturnix_japonica ENSCJPG00005002525
numida_meleagris ENSNMEG00000010848
zonotrichia_albicollis ENSZALG00000003853
junco_hyemalis ENSJHYG00000004308
serinus_canaria ENSSCAG00000007399
lonchura_striata_domestica ENSLSDG00000008189
taeniopygia_guttata ENSTGUG00000012687
ficedula_albicollis ENSFALG00000002547
cyanistes_caeruleus ENSCCEG00000017597
parus_major ENSPMJG00000016981
lepidothrix_coronata ENSLCOG00000000738
manacus_vitellinus ENSMVIG00005006111
calidris_pugnax ENSCPUG00000002356
calidris_pygmaea ENSCPGG00000008353
melopsittacus_undulatus ENSMUNG00000001125
dromaius_novaehollandiae ENSDNVG00000000571
dromaius_novaehollandiae ENSDNVG00000011781
apteryx_rowi ENSARWG00000017229
apteryx_owenii ENSAOWG00000013757
apteryx_haastii ENSAHAG00000000453
nothoprocta_perdicaria ENSNPEG00000007572
crocodylus_porosus ENSCPRG00005009756
chelonoidis_abingdonii ENSCABG00000014796
gopherus_agassizii ENSGAGG00000020500
chrysemys_picta_bellii ENSCPBG00000024125
pelodiscus_sinensis ENSPSIG00000014157
pogona_vitticeps ENSPVIG00000018755
anolis_carolinensis ENSACAG00000013474
notechis_scutatus ENSNSUG00000009301
salvator_merianae ENSSMRG00000009884
salvator_merianae ENSSMRG00000003669
sphenodon_punctatus ENSSPUG00000005835
ornithorhynchus_anatinus ENSOANG00000013812
phascolarctos_cinereus ENSPCIG00000013234
sarcophilus_harrisii ENSSHAG00000015211
monodelphis_domestica ENSMODG00000012887
monodelphis_domestica ENSMODG00000001969
notamacropus_eugenii ENSMEUG00000007831
monodelphis_domestica ENSMODG00000012532
sus_scrofa ENSSSCG00000032486
spermophilus_dauricus ENSSDAG00000003828
ictidomys_tridecemlineatus ENSSTOG00000011471
urocitellus_parryii ENSUPAG00010020521
marmota_marmota_marmota ENSMMMG00000001918
marmota_marmota_marmota ENSMMMG00000001041
cavia_porcellus ENSCPOG00000002648
cavia_aperea ENSCAPG00000009667
chinchilla_lanigera ENSCLAG00000016342
octodon_degus ENSODEG00000000242
octodon_degus ENSODEG00000008286
octodon_degus ENSODEG00000010020
heterocephalus_glaber_male ENSHGLG00100017273
heterocephalus_glaber_female ENSHGLG00000007909
heterocephalus_glaber_female ENSHGLG00000007467
heterocephalus_glaber_female ENSHGLG00000017457
fukomys_damarensis ENSFDAG00000010370
mus_spicilegus ENSMSIG00000010212
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018943
mus_musculus ENSMUSG00000021111
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018093
mus_pahari MGP_PahariEiJ_G0029850
rattus_norvegicus ENSRNOG00000004827
meriones_unguiculatus ENSMUGG00000005825
cricetulus_griseus_crigri ENSCGRG00000003664
cricetulus_griseus_chok1gshd ENSCGRG00001022693
cricetulus_griseus_crigri-picr ENSCGRG00015012584
cricetulus_griseus_crigri ENSCGRG00000009517
cricetulus_griseus_chok1gshd ENSCGRG00001000130
cricetulus_griseus_crigri ENSCGRG00000000467
cricetulus_griseus_crigri-picr ENSCGRG00015011949
cricetulus_griseus_chok1gshd ENSCGRG00001000259
cricetulus_griseus_chok1gshd ENSCGRG00001002732
cricetulus_griseus_chok1gshd ENSCGRG00001000229
cricetulus_griseus_crigri ENSCGRG00000000257
cricetulus_griseus_crigri-picr ENSCGRG00015004339
cricetulus_griseus_crigri ENSCGRG00000001888
mesocricetus_auratus ENSMAUG00000017178
microtus_ochrogaster ENSMOCG00000021670
peromyscus_maniculatus_bairdii ENSPEMG00000000043
heterocephalus_glaber_male ENSHGLG00100012279
nannospalax_galili ENSNGAG00000022172
jaculus_jaculus ENSJJAG00000022210
jaculus_jaculus ENSJJAG00000013199
jaculus_jaculus ENSJJAG00000024340
castor_canadensis ENSCCNG00000030661
oryctolagus_cuniculus ENSOCUG00000011531
procavia_capensis ENSPCAG00000004199
echinops_telfairi ENSETEG00000004889
loxodonta_africana ENSLAFG00000000946
erinaceus_europaeus ENSEEUG00000013661
ochotona_princeps ENSOPRG00000007625
castor_canadensis ENSCCNG00000013824
bos_mutus ENSBMUG00000002067
bos_taurus ENSBTAG00000004054
bison_bison_bison ENSBBBG00000023049
ovis_aries ENSOARG00000016579
capra_hircus ENSCHIG00000025004
tursiops_truncatus ENSTTRG00000005717
vicugna_pacos ENSVPAG00000006464
myotis_lucifugus ENSMLUG00000010922
mustela_putorius_furo ENSMPUG00000003054
neovison_vison ENSNVIG00000005033
ailuropoda_melanoleuca ENSAMEG00000014142
canis_lupus_familiaris ENSCAFG00000017783
canis_lupus_dingo ENSCAFG00020011550
vulpes_vulpes ENSVVUG00000028340
panthera_pardus ENSPPRG00000008616
panthera_tigris_altaica ENSPTIG00000018852
felis_catus ENSFCAG00000006784
ursus_americanus ENSUAMG00000025737
sus_scrofa ENSSSCG00000002505
pteropus_vampyrus ENSPVAG00000013925
sus_scrofa ENSSSCG00000037629
sorex_araneus ENSSARG00000013804
rhinopithecus_roxellana ENSRROG00000025545
rhinopithecus_bieti ENSRBIG00000038490
piliocolobus_tephrosceles ENSPTEG00000007380
colobus_angolensis_palliatus ENSCANG00000000159
macaca_fascicularis ENSMFAG00000001792
macaca_mulatta ENSMMUG00000018610
macaca_nemestrina ENSMNEG00000043747
mandrillus_leucophaeus ENSMLEG00000032066
papio_anubis ENSPANG00000025582
theropithecus_gelada ENSTGEG00000005519
chlorocebus_sabaeus ENSCSAG00000010516
cercocebus_atys ENSCATG00000018815
pan_troglodytes ENSPTRG00000006704
pan_paniscus ENSPPAG00000030505
gorilla_gorilla ENSGGOG00000006287
homo_sapiens ENSG00000090060
pongo_abelii ENSPPYG00000006128
nomascus_leucogenys ENSNLEG00000000625
cebus_capucinus ENSCCAG00000025120
saimiri_boliviensis_boliviensis ENSSBOG00000024061
callithrix_jacchus ENSCJAG00000006512
aotus_nancymaae ENSANAG00000018274
saimiri_boliviensis_boliviensis ENSSBOG00000018780
cebus_capucinus ENSCCAG00000021533
aotus_nancymaae ENSANAG00000027941
carlito_syrichta ENSTSYG00000012384
microcebus_murinus ENSMICG00000010347
propithecus_coquereli ENSPCOG00000022117
prolemur_simus ENSPSMG00000023881
otolemur_garnettii ENSOGAG00000004611
dipodomys_ordii ENSDORG00000013415
dipodomys_ordii ENSDORG00000028389
tupaia_belangeri ENSTBEG00000000194
ursus_maritimus ENSUMAG00000002329
capra_hircus ENSCHIG00000009834
dipodomys_ordii ENSDORG00000029267
mus_spicilegus ENSMSIG00000018811
carlito_syrichta ENSTSYG00000000808
bison_bison_bison ENSBBBG00000017793
choloepus_hoffmanni ENSCHOG00000001115
dasypus_novemcinctus ENSDNOG00000016264
salvator_merianae ENSSMRG00000016422
jaculus_jaculus ENSJJAG00000008203
nannospalax_galili ENSNGAG00000013863
equus_caballus ENSECAG00000036866
equus_caballus ENSECAG00000021027
bos_taurus ENSBTAG00000046821
bos_mutus ENSBMUG00000005978
bison_bison_bison ENSBBBG00000003657
capra_hircus ENSCHIG00000008051
ovis_aries ENSOARG00000013506
bos_taurus ENSBTAG00000051171
capra_hircus ENSCHIG00000010264
capra_hircus ENSCHIG00000019812
equus_asinus_asinus ENSEASG00005021557
equus_asinus_asinus ENSEASG00005021558
ursus_maritimus ENSUMAG00000002346
cricetulus_griseus_chok1gshd ENSCGRG00001012444
cricetulus_griseus_chok1gshd ENSCGRG00001002887
cricetulus_griseus_crigri ENSCGRG00000001945
cricetulus_griseus_crigri-picr ENSCGRG00015006425
callithrix_jacchus ENSCJAG00000043889
sus_scrofa ENSSSCG00000039879
equus_caballus ENSECAG00000031839
cricetulus_griseus_crigri ENSCGRG00000016456
monopterus_albus ENSMALG00000002268
xenopus_tropicalis ENSXETG00000013949
latimeria_chalumnae ENSLACG00000018136
petromyzon_marinus ENSPMAG00000006468
