caenorhabditis_elegans WBGene00020950
drosophila_melanogaster FBgn0037891
gambusia_affinis ENSGAFG00000009661
petromyzon_marinus ENSPMAG00000002362
eptatretus_burgeri ENSEBUG00000013434
seriola_dumerili ENSSDUG00000015306
seriola_lalandi ENSSLDG00000001417
lates_calcarifer ENSLCAG00010008407
scophthalmus_maximus ENSSMAG00000012118
cottoperca_gobio ENSCGOG00000013131
gasterosteus_aculeatus ENSGACG00000010529
labrus_bergylta ENSLBEG00000027754
larimichthys_crocea ENSLCRG00005013228
mastacembelus_armatus ENSMAMG00000017499
monopterus_albus ENSMALG00000002762
anabas_testudineus ENSATEG00000006339
betta_splendens ENSBSLG00000007996
mola_mola ENSMMOG00000015673
gouania_willdenowi ENSGWIG00000004100
amphiprion_ocellaris ENSAOCG00000019028
amphiprion_percula ENSAPEG00000001698
acanthochromis_polyacanthus ENSAPOG00000001796
acanthochromis_polyacanthus ENSAPOG00000011801
stegastes_partitus ENSSPAG00000021238
parambassis_ranga ENSPRNG00000018191
fundulus_heteroclitus ENSFHEG00000001363
cyprinodon_variegatus ENSCVAG00000022836
poecilia_mexicana ENSPMEG00000000406
poecilia_mexicana ENSPMEG00000007892
poecilia_reticulata ENSPREG00000019575
poecilia_latipinna ENSPLAG00000006230
poecilia_formosa ENSPFOG00000007814
xiphophorus_couchianus ENSXCOG00000004818
xiphophorus_maculatus ENSXMAG00000022519
kryptolebias_marmoratus ENSKMAG00000013946
astatotilapia_calliptera ENSACLG00000013180
maylandia_zebra ENSMZEG00005016409
pundamilia_nyererei ENSPNYG00000007848
haplochromis_burtoni ENSHBUG00000012267
oreochromis_niloticus ENSONIG00000015272
neolamprologus_brichardi ENSNBRG00000019002
amphilophus_citrinellus ENSACIG00000004017
cynoglossus_semilaevis ENSCSEG00000019781
periophthalmus_magnuspinnatus ENSPMGG00000017190
hucho_hucho ENSHHUG00000028164
hucho_hucho ENSHHUG00000025020
clupea_harengus ENSCHAG00000010561
denticeps_clupeoides ENSDCDG00000011103
ictalurus_punctatus ENSIPUG00000007845
electrophorus_electricus ENSEEEG00000020867
astyanax_mexicanus ENSAMXG00005013729
astyanax_mexicanus ENSAMXG00000014365
pygocentrus_nattereri ENSPNAG00000009820
danio_rerio ENSDARG00000014230
gadus_morhua ENSGMOG00000015133
gadus_morhua ENSGMOG00000011068
takifugu_rubripes ENSTRUG00000010067
tetraodon_nigroviridis ENSTNIG00000017415
tetraodon_nigroviridis ENSTNIG00000017416
takifugu_rubripes ENSTRUG00000018357
cynoglossus_semilaevis ENSCSEG00000000659
monopterus_albus ENSMALG00000004485
mastacembelus_armatus ENSMAMG00000006059
anabas_testudineus ENSATEG00000001662
betta_splendens ENSBSLG00000024073
seriola_lalandi ENSSLDG00000021344
seriola_dumerili ENSSDUG00000003729
lates_calcarifer ENSLCAG00010019684
scophthalmus_maximus ENSSMAG00000004993
cottoperca_gobio ENSCGOG00000015478
gasterosteus_aculeatus ENSGACG00000007509
larimichthys_crocea ENSLCRG00005017494
labrus_bergylta ENSLBEG00000000267
mola_mola ENSMMOG00000001399
poecilia_mexicana ENSPMEG00000011402
poecilia_formosa ENSPFOG00000014514
poecilia_latipinna ENSPLAG00000013512
gambusia_affinis ENSGAFG00000017058
poecilia_reticulata ENSPREG00000009199
xiphophorus_maculatus ENSXMAG00000014638
xiphophorus_couchianus ENSXCOG00000010842
fundulus_heteroclitus ENSFHEG00000017867
cyprinodon_variegatus ENSCVAG00000022292
kryptolebias_marmoratus ENSKMAG00000002252
oryzias_latipes ENSORLG00000016623
oryzias_latipes ENSORLG00015005665
oryzias_latipes ENSORLG00020005933
oryzias_melastigma ENSOMEG00000020530
pundamilia_nyererei ENSPNYG00000021627
haplochromis_burtoni ENSHBUG00000018444
maylandia_zebra ENSMZEG00005008555
maylandia_zebra ENSMZEG00005020939
astatotilapia_calliptera ENSACLG00000024780
neolamprologus_brichardi ENSNBRG00000003806
oreochromis_niloticus ENSONIG00000020194
amphilophus_citrinellus ENSACIG00000008305
amphiprion_ocellaris ENSAOCG00000000101
amphiprion_percula ENSAPEG00000012182
acanthochromis_polyacanthus ENSAPOG00000008268
stegastes_partitus ENSSPAG00000009222
parambassis_ranga ENSPRNG00000015372
gouania_willdenowi ENSGWIG00000008143
hippocampus_comes ENSHCOG00000014121
periophthalmus_magnuspinnatus ENSPMGG00000018998
hucho_hucho ENSHHUG00000007935
hucho_hucho ENSHHUG00000042810
esox_lucius ENSELUG00000006987
scleropages_formosus ENSSFOG00015023927
paramormyrops_kingsleyae ENSPKIG00000003270
lepisosteus_oculatus ENSLOCG00000010687
erpetoichthys_calabaricus ENSECRG00000017406
latimeria_chalumnae ENSLACG00000018918
callorhinchus_milii ENSCMIG00000012897
taeniopygia_guttata ENSTGUG00000012171
lonchura_striata ENSLSDG00000002759
