takifugu_rubripes ENSTRUG00000014302
tetraodon_nigroviridis ENSTNIG00000012359
mola_mola ENSMMOG00000006863
labrus_bergylta ENSLBEG00000022619
gasterosteus_aculeatus ENSGACG00000017767
seriola_lalandi_dorsalis ENSSLDG00000005641
seriola_dumerili ENSSDUG00000002951
scophthalmus_maximus ENSSMAG00000008120
monopterus_albus ENSMALG00000002287
mastacembelus_armatus ENSMAMG00000017928
anabas_testudineus ENSATEG00000016727
xiphophorus_maculatus ENSXMAG00000005656
xiphophorus_couchianus ENSXCOG00000005546
gambusia_affinis ENSGAFG00000005455
poecilia_formosa ENSPFOG00000022076
poecilia_latipinna ENSPLAG00000013767
poecilia_mexicana ENSPMEG00000018858
poecilia_reticulata ENSPREG00000005037
fundulus_heteroclitus ENSFHEG00000021895
cyprinodon_variegatus ENSCVAG00000011356
kryptolebias_marmoratus ENSKMAG00000000419
oryzias_latipes_asm223469v1 ENSORLG00015020001
oryzias_latipes ENSORLG00020019917
oryzias_melastigma ENSOMEG00000009569
maylandia_zebra ENSMZEG00005022547
astatotilapia_calliptera ENSACLG00000020054
haplochromis_burtoni ENSHBUG00000009268
pundamilia_nyererei ENSPNYG00000008686
neolamprologus_brichardi ENSNBRG00000013621
oreochromis_niloticus ENSONIG00000017599
amphilophus_citrinellus ENSACIG00000021450
amphiprion_ocellaris ENSAOCG00000009908
amphiprion_percula ENSAPEG00000016318
acanthochromis_polyacanthus ENSAPOG00000008849
stegastes_partitus ENSSPAG00000021171
cynoglossus_semilaevis ENSCSEG00000004443
hippocampus_comes ENSHCOG00000020026
periophthalmus_magnuspinnatus ENSPMGG00000012401
gadus_morhua ENSGMOG00000012469
esox_lucius ENSELUG00000004621
astyanax_mexicanus ENSAMXG00000006826
pygocentrus_nattereri ENSPNAG00000000902
ictalurus_punctatus ENSIPUG00000018015
danio_rerio ENSDARG00000013787
paramormyrops_kingsleyae ENSPKIG00000018212
scleropages_formosus ENSSFOG00015015137
lepisosteus_oculatus ENSLOCG00000008256
lepisosteus_oculatus ENSLOCG00000006889
pogona_vitticeps ENSPVIG00000019636
anolis_carolinensis ENSACAG00000016975
notechis_scutatus ENSNSUG00000011383
salvator_merianae ENSSMRG00000001640
sphenodon_punctatus ENSSPUG00000012483
anser_brachyrhynchus ENSABRG00000014804
anas_platyrhynchos_platyrhynchos ENSAPLG00000010971
gallus_gallus ENSGALG00000035946
meleagris_gallopavo ENSMGAG00000001475
coturnix_japonica ENSCJPG00005000491
numida_meleagris ENSNMEG00000020619
lonchura_striata_domestica ENSLSDG00000007124
taeniopygia_guttata ENSTGUG00000005330
serinus_canaria ENSSCAG00000011829
zonotrichia_albicollis ENSZALG00000007911
