anser_brachyrhynchus ENSABRG00000009941
melopsittacus_undulatus ENSMUNG00000014465
calidris_pugnax ENSCPUG00000006956
chrysemys_picta_bellii ENSCPBG00000014112
pogona_vitticeps ENSPVIG00000011231
anolis_carolinensis ENSACAG00000017558
ornithorhynchus_anatinus ENSOANG00000021203
ornithorhynchus_anatinus ENSOANG00000022234
ornithorhynchus_anatinus ENSOANG00000021197
ornithorhynchus_anatinus ENSOANG00000021813
equus_caballus ENSECAG00000038935
capra_hircus ENSCHIG00000015450
oryctolagus_cuniculus ENSOCUG00000029458
cavia_porcellus ENSCPOG00000032137
pteropus_vampyrus ENSPVAG00000006601
myotis_lucifugus ENSMLUG00000008879
erinaceus_europaeus ENSEEUG00000001729
bos_taurus ENSBTAG00000009537
bos_mutus ENSBMUG00000021073
bison_bison_bison ENSBBBG00000023375
ovis_aries ENSOARG00000021019
capra_hircus ENSCHIG00000013656
tursiops_truncatus ENSTTRG00000005785
vicugna_pacos ENSVPAG00000002099
sus_scrofa ENSSSCG00000036019
ursus_maritimus ENSUMAG00000016292
ursus_americanus ENSUAMG00000023412
ailuropoda_melanoleuca ENSAMEG00000003911
neovison_vison ENSNVIG00000010409
mustela_putorius_furo ENSMPUG00000006334
canis_lupus_familiaris ENSCAFG00000013531
canis_lupus_dingo ENSCAFG00020006193
vulpes_vulpes ENSVVUG00000005180
panthera_pardus ENSPPRG00000013498
panthera_tigris_altaica ENSPTIG00000011193
felis_catus ENSFCAG00000001428
sorex_araneus ENSSARG00000011505
equus_caballus ENSECAG00000008235
equus_asinus_asinus ENSEASG00005014809
heterocephalus_glaber_female ENSHGLG00000008966
heterocephalus_glaber_male ENSHGLG00100004101
fukomys_damarensis ENSFDAG00000012147
chinchilla_lanigera ENSCLAG00000015909
cavia_porcellus ENSCPOG00000040151
urocitellus_parryii ENSUPAG00010004057
marmota_marmota_marmota ENSMMMG00000021630
ictidomys_tridecemlineatus ENSSTOG00000030059
spermophilus_dauricus ENSSDAG00000020725
cricetulus_griseus_crigri-picr ENSCGRG00015025456
cricetulus_griseus_chok1gshd ENSCGRG00001009980
cricetulus_griseus_crigri ENSCGRG00000009678
mesocricetus_auratus ENSMAUG00000017304
peromyscus_maniculatus_bairdii ENSPEMG00000012466
microtus_ochrogaster ENSMOCG00000006480
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029974
mus_musculus ENSMUSG00000046080
mus_spicilegus ENSMSIG00000030115
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028930
mus_pahari MGP_PahariEiJ_G0022693
rattus_norvegicus ENSRNOG00000051690
meriones_unguiculatus ENSMUGG00000014299
nannospalax_galili ENSNGAG00000019682
castor_canadensis ENSCCNG00000026469
ochotona_princeps ENSOPRG00000015351
oryctolagus_cuniculus ENSOCUG00000016786
pan_troglodytes ENSPTRG00000022678
pan_paniscus ENSPPAG00000035185
homo_sapiens ENSG00000197992
gorilla_gorilla ENSGGOG00000000198
pongo_abelii ENSPPYG00000004264
nomascus_leucogenys ENSNLEG00000003108
colobus_angolensis_palliatus ENSCANG00000033225
piliocolobus_tephrosceles ENSPTEG00000007876
rhinopithecus_roxellana ENSRROG00000025053
rhinopithecus_bieti ENSRBIG00000028049
mandrillus_leucophaeus ENSMLEG00000029393
cercocebus_atys ENSCATG00000045160
theropithecus_gelada ENSTGEG00000003849
papio_anubis ENSPANG00000010281
macaca_fascicularis ENSMFAG00000004005
macaca_mulatta ENSMMUG00000005833
macaca_nemestrina ENSMNEG00000028041
chlorocebus_sabaeus ENSCSAG00000009186
saimiri_boliviensis_boliviensis ENSSBOG00000027610
cebus_capucinus ENSCCAG00000030535
callithrix_jacchus ENSCJAG00000021677
aotus_nancymaae ENSANAG00000021380
carlito_syrichta ENSTSYG00000001865
prolemur_simus ENSPSMG00000004133
microcebus_murinus ENSMICG00000046273
loxodonta_africana ENSLAFG00000003550
procavia_capensis ENSPCAG00000003445
echinops_telfairi ENSETEG00000004462
choloepus_hoffmanni ENSCHOG00000009191
dasypus_novemcinctus ENSDNOG00000032755
ornithorhynchus_anatinus ENSOANG00000022288
chrysemys_picta_bellii ENSCPBG00000014138
