pogona_vitticeps ENSPVIG00000020663
notechis_scutatus ENSNSUG00000011278
salvator_merianae ENSSMRG00000015295
anolis_carolinensis ENSACAG00000028452
sphenodon_punctatus ENSSPUG00000015496
gopherus_agassizii ENSGAGG00000005804
chrysemys_picta_bellii ENSCPBG00000019869
phascolarctos_cinereus ENSPCIG00000025414
notamacropus_eugenii ENSMEUG00000001027
monodelphis_domestica ENSMODG00000015347
sarcophilus_harrisii ENSSHAG00000013753
cebus_capucinus ENSCCAG00000029249
callithrix_jacchus ENSCJAG00000046376
saimiri_boliviensis_boliviensis ENSSBOG00000033869
aotus_nancymaae ENSANAG00000023504
pan_troglodytes ENSPTRG00000013207
pan_paniscus ENSPPAG00000015838
gorilla_gorilla ENSGGOG00000011467
homo_sapiens ENSG00000125843
pongo_abelii ENSPPYG00000010810
nomascus_leucogenys ENSNLEG00000032395
papio_anubis ENSPANG00000018560
theropithecus_gelada ENSTGEG00000013364
cercocebus_atys ENSCATG00000040990
mandrillus_leucophaeus ENSMLEG00000025443
macaca_fascicularis ENSMFAG00000042735
macaca_mulatta ENSMMUG00000017154
macaca_nemestrina ENSMNEG00000041950
chlorocebus_sabaeus ENSCSAG00000012952
piliocolobus_tephrosceles ENSPTEG00000031110
colobus_angolensis_palliatus ENSCANG00000023343
rhinopithecus_roxellana ENSRROG00000029104
rhinopithecus_bieti ENSRBIG00000032481
carlito_syrichta ENSTSYG00000030713
microcebus_murinus ENSMICG00000036434
propithecus_coquereli ENSPCOG00000014319
prolemur_simus ENSPSMG00000012266
otolemur_garnettii ENSOGAG00000008427
pteropus_vampyrus ENSPVAG00000012751
heterocephalus_glaber_male ENSHGLG00100009744
heterocephalus_glaber_female ENSHGLG00000005339
fukomys_damarensis ENSFDAG00000011043
cavia_porcellus ENSCPOG00000034150
cavia_aperea ENSCAPG00000012333
chinchilla_lanigera ENSCLAG00000013864
octodon_degus ENSODEG00000005338
urocitellus_parryii ENSUPAG00010001904
spermophilus_dauricus ENSSDAG00000009669
ictidomys_tridecemlineatus ENSSTOG00000020496
marmota_marmota_marmota ENSMMMG00000023953
castor_canadensis ENSCCNG00000015464
dipodomys_ordii ENSDORG00000025441
peromyscus_maniculatus_bairdii ENSPEMG00000016394
microtus_ochrogaster ENSMOCG00000007406
cricetulus_griseus_crigri ENSCGRG00000008270
cricetulus_griseus_chok1gshd ENSCGRG00001024767
cricetulus_griseus_crigri-picr ENSCGRG00015011668
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025245
mus_spicilegus ENSMSIG00000014451
mus_musculus ENSMUSG00000068264
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024325
mus_pahari MGP_PahariEiJ_G0025770
rattus_norvegicus ENSRNOG00000021249
meriones_unguiculatus ENSMUGG00000012149
mesocricetus_auratus ENSMAUG00000010156
nannospalax_galili ENSNGAG00000011376
jaculus_jaculus ENSJJAG00000011042
oryctolagus_cuniculus ENSOCUG00000011213
ochotona_princeps ENSOPRG00000006992
myotis_lucifugus ENSMLUG00000008216
erinaceus_europaeus ENSEEUG00000009432
bos_mutus ENSBMUG00000021190
bos_taurus ENSBTAG00000008439
bison_bison_bison ENSBBBG00000019951
ovis_aries ENSOARG00000001075
capra_hircus ENSCHIG00000012526
vicugna_pacos ENSVPAG00000010350
equus_asinus_asinus ENSEASG00005001182
equus_caballus ENSECAG00000025082
ursus_maritimus ENSUMAG00000004231
ursus_americanus ENSUAMG00000026931
ailuropoda_melanoleuca ENSAMEG00000010717
neovison_vison ENSNVIG00000019178
mustela_putorius_furo ENSMPUG00000008707
canis_lupus_dingo ENSCAFG00020001733
canis_lupus_familiaris ENSCAFG00000006159
vulpes_vulpes ENSVVUG00000024445
panthera_pardus ENSPPRG00000009268
panthera_tigris_altaica ENSPTIG00000010363
felis_catus ENSFCAG00000034536
echinops_telfairi ENSETEG00000012114
procavia_capensis ENSPCAG00000008773
tupaia_belangeri ENSTBEG00000010191
sus_scrofa ENSSSCG00000033297
loxodonta_africana ENSLAFG00000027541
choloepus_hoffmanni ENSCHOG00000006940
dasypus_novemcinctus ENSDNOG00000006485
sorex_araneus ENSSARG00000011622
apteryx_owenii ENSAOWG00000009943
apteryx_rowi ENSARWG00000013979
apteryx_haastii ENSAHAG00000018545
dromaius_novaehollandiae ENSDNVG00000014605
gallus_gallus ENSGALG00000030095
numida_meleagris ENSNMEG00000012426
anser_brachyrhynchus ENSABRG00000018447
taeniopygia_guttata ENSTGUG00000004377
lonchura_striata_domestica ENSLSDG00000005080
parus_major ENSPMJG00000010273
zonotrichia_albicollis ENSZALG00000004663
ficedula_albicollis ENSFALG00000014272
serinus_canaria ENSSCAG00000012511
cyanistes_caeruleus ENSCCEG00000011899
junco_hyemalis ENSJHYG00000006358
manacus_vitellinus ENSMVIG00005015141
xenopus_tropicalis ENSXETG00000022150
latimeria_chalumnae ENSLACG00000005117
fundulus_heteroclitus ENSFHEG00000008244
cyprinodon_variegatus ENSCVAG00000014239
poecilia_formosa ENSPFOG00000010079
poecilia_mexicana ENSPMEG00000015153
poecilia_latipinna ENSPLAG00000013389
poecilia_reticulata ENSPREG00000006882
gambusia_affinis ENSGAFG00000017548
xiphophorus_couchianus ENSXCOG00000004650
xiphophorus_maculatus ENSXMAG00000026139
kryptolebias_marmoratus ENSKMAG00000008366
amphiprion_ocellaris ENSAOCG00000006403
amphiprion_percula ENSAPEG00000005155
acanthochromis_polyacanthus ENSAPOG00000005499
stegastes_partitus ENSSPAG00000014829
astatotilapia_calliptera ENSACLG00000013536
maylandia_zebra ENSMZEG00005014824
pundamilia_nyererei ENSPNYG00000017952
neolamprologus_brichardi ENSNBRG00000024096
oreochromis_niloticus ENSONIG00000012300
amphilophus_citrinellus ENSACIG00000005088
monopterus_albus ENSMALG00000002775
mastacembelus_armatus ENSMAMG00000000098
anabas_testudineus ENSATEG00000018514
cynoglossus_semilaevis ENSCSEG00000015633
seriola_lalandi_dorsalis ENSSLDG00000009012
seriola_dumerili ENSSDUG00000002841
labrus_bergylta ENSLBEG00000002766
takifugu_rubripes ENSTRUG00000017581
mola_mola ENSMMOG00000021351
tetraodon_nigroviridis ENSTNIG00000010553
gasterosteus_aculeatus ENSGACG00000004849
scophthalmus_maximus ENSSMAG00000007672
oryzias_latipes ENSORLG00020011556
oryzias_latipes_asm223469v1 ENSORLG00015008442
oryzias_latipes ENSORLG00000018009
oryzias_melastigma ENSOMEG00000004985
hippocampus_comes ENSHCOG00000011270
periophthalmus_magnuspinnatus ENSPMGG00000021051
gadus_morhua ENSGMOG00000010472
esox_lucius ENSELUG00000024600
pygocentrus_nattereri ENSPNAG00000016885
astyanax_mexicanus ENSAMXG00000041070
ictalurus_punctatus ENSIPUG00000006335
danio_rerio ENSDARG00000076755
scleropages_formosus ENSSFOG00015010109
paramormyrops_kingsleyae ENSPKIG00000023623
lepisosteus_oculatus ENSLOCG00000001046
eptatretus_burgeri ENSEBUG00000005540
