pygocentrus_nattereri ENSPNAG00000002984
astyanax_mexicanus ENSAMXG00000010191
ictalurus_punctatus ENSIPUG00000023862
danio_rerio ENSDARG00000073747
esox_lucius ENSELUG00000004028
seriola_lalandi_dorsalis ENSSLDG00000019329
seriola_dumerili ENSSDUG00000008610
cynoglossus_semilaevis ENSCSEG00000018604
monopterus_albus ENSMALG00000017719
gasterosteus_aculeatus ENSGACG00000004242
tetraodon_nigroviridis ENSTNIG00000019186
oreochromis_niloticus ENSONIG00000000270
astatotilapia_calliptera ENSACLG00000017965
periophthalmus_magnuspinnatus ENSPMGG00000007590
xiphophorus_couchianus ENSXCOG00000000822
xiphophorus_maculatus ENSXMAG00000021793
gambusia_affinis ENSGAFG00000009497
fundulus_heteroclitus ENSFHEG00000011878
kryptolebias_marmoratus ENSKMAG00000000819
oryzias_melastigma ENSOMEG00000013272
danio_rerio ENSDARG00000069270
danio_rerio ENSDARG00000045811
gadus_morhua ENSGMOG00000015489
scleropages_formosus ENSSFOG00015000172
paramormyrops_kingsleyae ENSPKIG00000014859
lepisosteus_oculatus ENSLOCG00000015917
latimeria_chalumnae ENSLACG00000011737
