ursus_americanus ENSUAMG00000016132
ursus_maritimus ENSUMAG00000015567
mustela_putorius_furo ENSMPUG00000012645
urocitellus_parryii ENSUPAG00010012065
canis_lupus_dingo ENSCAFG00020013428
canis_lupus_familiaris ENSCAFG00000031005
vulpes_vulpes ENSVVUG00000012958
ailuropoda_melanoleuca ENSAMEG00000012827
panthera_pardus ENSPPRG00000005456
panthera_tigris_altaica ENSPTIG00000009388
felis_catus ENSFCAG00000012103
pteropus_vampyrus ENSPVAG00000001898
tursiops_truncatus ENSTTRG00000000598
sus_scrofa ENSSSCG00000014198
vicugna_pacos ENSVPAG00000006737
bos_taurus ENSBTAG00000048456
equus_caballus ENSECAG00000022141
equus_asinus_asinus ENSEASG00005015721
sorex_araneus ENSSARG00000010534
echinops_telfairi ENSETEG00000016511
mus_spicilegus ENSMSIG00000002621
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022990
mus_musculus ENSMUSG00000024379
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022078
mus_pahari MGP_PahariEiJ_G0018812
rattus_norvegicus ENSRNOG00000058856
meriones_unguiculatus ENSMUGG00000020212
cricetulus_griseus_chok1gshd ENSCGRG00001021100
cricetulus_griseus_crigri-picr ENSCGRG00015000675
cricetulus_griseus_crigri ENSCGRG00000012605
mesocricetus_auratus ENSMAUG00000003635
microtus_ochrogaster ENSMOCG00000017905
peromyscus_maniculatus_bairdii ENSPEMG00000015334
nannospalax_galili ENSNGAG00000017477
castor_canadensis ENSCCNG00000013793
spermophilus_dauricus ENSSDAG00000024465
rhinopithecus_bieti ENSRBIG00000027282
rhinopithecus_roxellana ENSRROG00000031313
colobus_angolensis_palliatus ENSCANG00000028848
piliocolobus_tephrosceles ENSPTEG00000020115
theropithecus_gelada ENSTGEG00000009585
mandrillus_leucophaeus ENSMLEG00000027554
cercocebus_atys ENSCATG00000041761
papio_anubis ENSPANG00000004066
chlorocebus_sabaeus ENSCSAG00000014989
macaca_nemestrina ENSMNEG00000032573
macaca_fascicularis ENSMFAG00000002132
macaca_mulatta ENSMMUG00000004669
pan_paniscus ENSPPAG00000037495
pan_troglodytes ENSPTRG00000043950
homo_sapiens ENSG00000145777
gorilla_gorilla ENSGGOG00000038272
pongo_abelii ENSPPYG00000015678
nomascus_leucogenys ENSNLEG00000032786
cebus_capucinus ENSCCAG00000022617
saimiri_boliviensis_boliviensis ENSSBOG00000029600
callithrix_jacchus ENSCJAG00000016274
aotus_nancymaae ENSANAG00000025369
carlito_syrichta ENSTSYG00000011424
prolemur_simus ENSPSMG00000025022
microcebus_murinus ENSMICG00000000642
propithecus_coquereli ENSPCOG00000006262
tupaia_belangeri ENSTBEG00000001878
ochotona_princeps ENSOPRG00000001357
erinaceus_europaeus ENSEEUG00000006435
dasypus_novemcinctus ENSDNOG00000046804
choloepus_hoffmanni ENSCHOG00000000044
