apteryx_haastii ENSAHAG00000000053
apteryx_owenii ENSAOWG00000008145
apteryx_rowi ENSARWG00000018591
dromaius_novaehollandiae ENSDNVG00000001726
nothoprocta_perdicaria ENSNPEG00000000062
lepidothrix_coronata ENSLCOG00000012869
manacus_vitellinus ENSMVIG00005019245
serinus_canaria ENSSCAG00000010494
taeniopygia_guttata ENSTGUG00000012703
junco_hyemalis ENSJHYG00000008374
zonotrichia_albicollis ENSZALG00000015033
ficedula_albicollis ENSFALG00000004635
cyanistes_caeruleus ENSCCEG00000013492
parus_major ENSPMJG00000001236
calidris_pugnax ENSCPUG00000003162
meleagris_gallopavo ENSMGAG00000013859
coturnix_japonica ENSCJPG00005016207
gallus_gallus ENSGALG00000022980
numida_meleagris ENSNMEG00000004937
calidris_pygmaea ENSCPGG00000002884
lonchura_striata_domestica ENSLSDG00000017812
anser_brachyrhynchus ENSABRG00000022402
anas_platyrhynchos_platyrhynchos ENSAPLG00000027513
melopsittacus_undulatus ENSMUNG00000015553
chelonoidis_abingdonii ENSCABG00000010607
gopherus_agassizii ENSGAGG00000011651
chrysemys_picta_bellii ENSCPBG00000000572
pelodiscus_sinensis ENSPSIG00000010718
sphenodon_punctatus ENSSPUG00000018579
capra_hircus ENSCHIG00000016012
ovis_aries ENSOARG00000020853
bos_taurus ENSBTAG00000018254
bos_mutus ENSBMUG00000009295
bison_bison_bison ENSBBBG00000022219
sus_scrofa ENSSSCG00000037144
ursus_americanus ENSUAMG00000006564
ursus_maritimus ENSUMAG00000002352
ailuropoda_melanoleuca ENSAMEG00000010769
mustela_putorius_furo ENSMPUG00000011736
neovison_vison ENSNVIG00000011132
canis_lupus_familiaris ENSCAFG00000013244
canis_lupus_dingo ENSCAFG00020006604
vulpes_vulpes ENSVVUG00000004725
panthera_tigris_altaica ENSPTIG00000019820
panthera_pardus ENSPPRG00000021769
felis_catus ENSFCAG00000043547
equus_asinus_asinus ENSEASG00005014659
equus_caballus ENSECAG00000023549
myotis_lucifugus ENSMLUG00000003161
dasypus_novemcinctus ENSDNOG00000044237
loxodonta_africana ENSLAFG00000007313
panthera_pardus ENSPPRG00000020055
pteropus_vampyrus ENSPVAG00000002637
vicugna_pacos ENSVPAG00000004647
tursiops_truncatus ENSTTRG00000015034
choloepus_hoffmanni ENSCHOG00000001382
gorilla_gorilla ENSGGOG00000024780
nomascus_leucogenys ENSNLEG00000003595
cebus_capucinus ENSCCAG00000036153
callithrix_jacchus ENSCJAG00000021636
aotus_nancymaae ENSANAG00000035870
ochotona_princeps ENSOPRG00000014436
procavia_capensis ENSPCAG00000004344
heterocephalus_glaber_male ENSHGLG00100010090
heterocephalus_glaber_female ENSHGLG00000009852
fukomys_damarensis ENSFDAG00000007724
chinchilla_lanigera ENSCLAG00000015335
octodon_degus ENSODEG00000012537
cavia_porcellus ENSCPOG00000035002
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030032
mus_spicilegus ENSMSIG00000007012
mus_musculus ENSMUSG00000003031
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028984
mus_pahari MGP_PahariEiJ_G0022746
rattus_norvegicus ENSRNOG00000007249
meriones_unguiculatus ENSMUGG00000002524
cricetulus_griseus_crigri ENSCGRG00000009518
cricetulus_griseus_crigri-picr ENSCGRG00015027396
cricetulus_griseus_chok1gshd ENSCGRG00001015479
mesocricetus_auratus ENSMAUG00000018349
microtus_ochrogaster ENSMOCG00000008836
peromyscus_maniculatus_bairdii ENSPEMG00000028795
nannospalax_galili ENSNGAG00000023918
castor_canadensis ENSCCNG00000023656
marmota_marmota_marmota ENSMMMG00000015925
marmota_marmota_marmota ENSMMMG00000002924
spermophilus_dauricus ENSSDAG00000000775
urocitellus_parryii ENSUPAG00010022692
ictidomys_tridecemlineatus ENSSTOG00000028384
tupaia_belangeri ENSTBEG00000004860
prolemur_simus ENSPSMG00000014431
propithecus_coquereli ENSPCOG00000026482
microcebus_murinus ENSMICG00000046815
otolemur_garnettii ENSOGAG00000003749
pan_troglodytes ENSPTRG00000004707
pan_paniscus ENSPPAG00000029743
homo_sapiens ENSG00000111276
pongo_abelii ENSPPYG00000004307
macaca_mulatta ENSMMUG00000044308
macaca_fascicularis ENSMFAG00000032299
macaca_nemestrina ENSMNEG00000031695
mandrillus_leucophaeus ENSMLEG00000029493
cercocebus_atys ENSCATG00000039539
papio_anubis ENSPANG00000015336
theropithecus_gelada ENSTGEG00000022091
chlorocebus_sabaeus ENSCSAG00000008587
rhinopithecus_roxellana ENSRROG00000037135
rhinopithecus_bieti ENSRBIG00000004682
piliocolobus_tephrosceles ENSPTEG00000014673
colobus_angolensis_palliatus ENSCANG00000036116
saimiri_boliviensis_boliviensis ENSSBOG00000023071
carlito_syrichta ENSTSYG00000036321
oryctolagus_cuniculus ENSOCUG00000013974
jaculus_jaculus ENSJJAG00000011343
erinaceus_europaeus ENSEEUG00000013819
phascolarctos_cinereus ENSPCIG00000029931
notamacropus_eugenii ENSMEUG00000005602
sarcophilus_harrisii ENSSHAG00000011524
monodelphis_domestica ENSMODG00000018225
ornithorhynchus_anatinus ENSOANG00000022630
dipodomys_ordii ENSDORG00000000990
pogona_vitticeps ENSPVIG00000018913
salvator_merianae ENSSMRG00000008115
notechis_scutatus ENSNSUG00000006433
anolis_carolinensis ENSACAG00000004348
crocodylus_porosus ENSCPRG00005001418
latimeria_chalumnae ENSLACG00000012263
scleropages_formosus ENSSFOG00015006705
paramormyrops_kingsleyae ENSPKIG00000021775
pygocentrus_nattereri ENSPNAG00000005280
astyanax_mexicanus ENSAMXG00000033337
ictalurus_punctatus ENSIPUG00000015497
danio_rerio ENSDARG00000029018
esox_lucius ENSELUG00000007811
anabas_testudineus ENSATEG00000019763
periophthalmus_magnuspinnatus ENSPMGG00000005932
poecilia_mexicana ENSPMEG00000024104
poecilia_latipinna ENSPLAG00000003705
poecilia_formosa ENSPFOG00000012244
poecilia_reticulata ENSPREG00000011517
xiphophorus_couchianus ENSXCOG00000020890
xiphophorus_maculatus ENSXMAG00000009648
gambusia_affinis ENSGAFG00000003981
cyprinodon_variegatus ENSCVAG00000007978
fundulus_heteroclitus ENSFHEG00000002497
kryptolebias_marmoratus ENSKMAG00000016980
oryzias_latipes ENSORLG00000026814
oryzias_latipes ENSORLG00020019910
oryzias_latipes_asm223469v1 ENSORLG00015012829
oryzias_melastigma ENSOMEG00000007599
takifugu_rubripes ENSTRUG00000024873
tetraodon_nigroviridis ENSTNIG00000000887
mola_mola ENSMMOG00000001057
mola_mola ENSMMOG00000001051
amphiprion_percula ENSAPEG00000006959
amphiprion_ocellaris ENSAOCG00000005606
acanthochromis_polyacanthus ENSAPOG00000008239
stegastes_partitus ENSSPAG00000020628
haplochromis_burtoni ENSHBUG00000014607
maylandia_zebra ENSMZEG00005010157
astatotilapia_calliptera ENSACLG00000026299
pundamilia_nyererei ENSPNYG00000007336
neolamprologus_brichardi ENSNBRG00000018727
oreochromis_niloticus ENSONIG00000008829
amphilophus_citrinellus ENSACIG00000018656
seriola_dumerili ENSSDUG00000023360
seriola_lalandi_dorsalis ENSSLDG00000023863
cynoglossus_semilaevis ENSCSEG00000009233
gasterosteus_aculeatus ENSGACG00000003748
labrus_bergylta ENSLBEG00000022602
monopterus_albus ENSMALG00000013832
mastacembelus_armatus ENSMAMG00000023145
hippocampus_comes ENSHCOG00000004530
gadus_morhua ENSGMOG00000001097
esox_lucius ENSELUG00000007920
pygocentrus_nattereri ENSPNAG00000003832
astyanax_mexicanus ENSAMXG00000032230
ictalurus_punctatus ENSIPUG00000011613
danio_rerio ENSDARG00000054271
scleropages_formosus ENSSFOG00015002466
paramormyrops_kingsleyae ENSPKIG00000022158
lepisosteus_oculatus ENSLOCG00000016694
