calidris_pygmaea ENSCPGG00000015260
calidris_pugnax ENSCPUG00000000863
melopsittacus_undulatus ENSMUNG00000009747
lepidothrix_coronata ENSLCOG00000012698
manacus_vitellinus ENSMVIG00005014788
ficedula_albicollis ENSFALG00000011812
junco_hyemalis ENSJHYG00000008098
parus_major ENSPMJG00000015223
lonchura_striata_domestica ENSLSDG00000002888
gallus_gallus ENSGALG00000043607
coturnix_japonica ENSCJPG00005021096
numida_meleagris ENSNMEG00000016359
anser_brachyrhynchus ENSABRG00000010656
apteryx_rowi ENSARWG00000007392
apteryx_haastii ENSAHAG00000002777
apteryx_owenii ENSAOWG00000002470
dromaius_novaehollandiae ENSDNVG00000000752
pelodiscus_sinensis ENSPSIG00000014344
anolis_carolinensis ENSACAG00000029104
pogona_vitticeps ENSPVIG00000013970
notechis_scutatus ENSNSUG00000010655
salvator_merianae ENSSMRG00000023342
sphenodon_punctatus ENSSPUG00000007054
phascolarctos_cinereus ENSPCIG00000009158
notamacropus_eugenii ENSMEUG00000005576
sarcophilus_harrisii ENSSHAG00000000288
theropithecus_gelada ENSTGEG00000011539
chlorocebus_sabaeus ENSCSAG00000002172
piliocolobus_tephrosceles ENSPTEG00000030398
pongo_abelii ENSPPYG00000008761
cebus_capucinus ENSCCAG00000022690
saimiri_boliviensis_boliviensis ENSSBOG00000029373
callithrix_jacchus ENSCJAG00000046033
carlito_syrichta ENSTSYG00000026501
microcebus_murinus ENSMICG00000046784
microcebus_murinus ENSMICG00000042410
prolemur_simus ENSPSMG00000012724
propithecus_coquereli ENSPCOG00000022741
otolemur_garnettii ENSOGAG00000009243
castor_canadensis ENSCCNG00000009995
dipodomys_ordii ENSDORG00000024180
peromyscus_maniculatus_bairdii ENSPEMG00000018378
microtus_ochrogaster ENSMOCG00000022273
cricetulus_griseus_crigri ENSCGRG00000015804
cricetulus_griseus_chok1gshd ENSCGRG00001016087
cricetulus_griseus_crigri-picr ENSCGRG00015024937
mesocricetus_auratus ENSMAUG00000008165
mus_pahari MGP_PahariEiJ_G0018666
mus_musculus ENSMUSG00000025144
rattus_norvegicus ENSRNOG00000057080
meriones_unguiculatus ENSMUGG00000000740
nannospalax_galili ENSNGAG00000000855
jaculus_jaculus ENSJJAG00000005559
heterocephalus_glaber_female ENSHGLG00000005308
fukomys_damarensis ENSFDAG00000007383
cavia_aperea ENSCAPG00000010969
cavia_porcellus ENSCPOG00000035990
chinchilla_lanigera ENSCLAG00000004656
octodon_degus ENSODEG00000011229
ictidomys_tridecemlineatus ENSSTOG00000030309
marmota_marmota_marmota ENSMMMG00000005068
urocitellus_parryii ENSUPAG00010000729
spermophilus_dauricus ENSSDAG00000016953
oryctolagus_cuniculus ENSOCUG00000022354
bos_taurus ENSBTAG00000004108
bos_mutus ENSBMUG00000026353
ovis_aries ENSOARG00000017637
tursiops_truncatus ENSTTRG00000001576
sus_scrofa ENSSSCG00000038470
equus_asinus_asinus ENSEASG00005005866
felis_catus ENSFCAG00000034437
panthera_pardus ENSPPRG00000003565
ailuropoda_melanoleuca ENSAMEG00000017384
neovison_vison ENSNVIG00000016794
vulpes_vulpes ENSVVUG00000000722
pteropus_vampyrus ENSPVAG00000013282
procavia_capensis ENSPCAG00000009760
latimeria_chalumnae ENSLACG00000022125
poecilia_formosa ENSPFOG00000007940
poecilia_latipinna ENSPLAG00000013502
poecilia_reticulata ENSPREG00000002376
poecilia_mexicana ENSPMEG00000014943
gambusia_affinis ENSGAFG00000006979
xiphophorus_couchianus ENSXCOG00000010509
cyprinodon_variegatus ENSCVAG00000011407
gasterosteus_aculeatus ENSGACG00000011103
hippocampus_comes ENSHCOG00000004189
tetraodon_nigroviridis ENSTNIG00000009764
takifugu_rubripes ENSTRUG00000021634
mola_mola ENSMMOG00000010901
scophthalmus_maximus ENSSMAG00000017403
monopterus_albus ENSMALG00000021641
mastacembelus_armatus ENSMAMG00000021518
stegastes_partitus ENSSPAG00000004323
periophthalmus_magnuspinnatus ENSPMGG00000003489
seriola_dumerili ENSSDUG00000011892
seriola_lalandi_dorsalis ENSSLDG00000021804
amphiprion_ocellaris ENSAOCG00000013374
amphiprion_percula ENSAPEG00000003569
acanthochromis_polyacanthus ENSAPOG00000005193
oryzias_latipes_asm223469v1 ENSORLG00015010111
oryzias_latipes ENSORLG00020020526
oryzias_melastigma ENSOMEG00000008867
kryptolebias_marmoratus ENSKMAG00000010553
maylandia_zebra ENSMZEG00005013056
astatotilapia_calliptera ENSACLG00000025622
haplochromis_burtoni ENSHBUG00000000063
pundamilia_nyererei ENSPNYG00000019896
neolamprologus_brichardi ENSNBRG00000023110
oreochromis_niloticus ENSONIG00000005301
anabas_testudineus ENSATEG00000024204
fundulus_heteroclitus ENSFHEG00000008586
labrus_bergylta ENSLBEG00000023409
cynoglossus_semilaevis ENSCSEG00000011281
gadus_morhua ENSGMOG00000018682
esox_lucius ENSELUG00000014220
pygocentrus_nattereri ENSPNAG00000023374
astyanax_mexicanus ENSAMXG00000034305
ictalurus_punctatus ENSIPUG00000004295
danio_rerio ENSDARG00000089291
paramormyrops_kingsleyae ENSPKIG00000023682
eptatretus_burgeri ENSEBUG00000005723
caenorhabditis_elegans_strain_n2 WBGene00018070
