mastacembelus_armatus ENSMAMG00000008627
monopterus_albus ENSMALG00000000388
anabas_testudineus ENSATEG00000006943
scophthalmus_maximus ENSSMAG00000011818
cynoglossus_semilaevis ENSCSEG00000008635
seriola_lalandi_dorsalis ENSSLDG00000014726
seriola_dumerili ENSSDUG00000010528
amphiprion_ocellaris ENSAOCG00000022798
amphiprion_percula ENSAPEG00000000700
acanthochromis_polyacanthus ENSAPOG00000016644
stegastes_partitus ENSSPAG00000011663
xiphophorus_maculatus ENSXMAG00000011928
gambusia_affinis ENSGAFG00000000323
poecilia_mexicana ENSPMEG00000003531
poecilia_formosa ENSPFOG00000000864
poecilia_latipinna ENSPLAG00000016548
poecilia_reticulata ENSPREG00000003844
cyprinodon_variegatus ENSCVAG00000023276
fundulus_heteroclitus ENSFHEG00000001510
oryzias_latipes ENSORLG00020017681
oryzias_latipes ENSORLG00000015006
oryzias_latipes_asm223469v1 ENSORLG00015015571
oryzias_melastigma ENSOMEG00000019651
astatotilapia_calliptera ENSACLG00000021129
haplochromis_burtoni ENSHBUG00000019298
maylandia_zebra ENSMZEG00005004500
pundamilia_nyererei ENSPNYG00000007321
oreochromis_niloticus ENSONIG00000003116
neolamprologus_brichardi ENSNBRG00000005241
amphilophus_citrinellus ENSACIG00000007852
tetraodon_nigroviridis ENSTNIG00000011895
takifugu_rubripes ENSTRUG00000008611
mola_mola ENSMMOG00000015693
labrus_bergylta ENSLBEG00000000128
gasterosteus_aculeatus ENSGACG00000014864
periophthalmus_magnuspinnatus ENSPMGG00000007092
kryptolebias_marmoratus ENSKMAG00000001614
hippocampus_comes ENSHCOG00000005696
gadus_morhua ENSGMOG00000018484
esox_lucius ENSELUG00000018075
pygocentrus_nattereri ENSPNAG00000013331
astyanax_mexicanus ENSAMXG00000020289
ictalurus_punctatus ENSIPUG00000023686
danio_rerio ENSDARG00000005092
scleropages_formosus ENSSFOG00015011398
paramormyrops_kingsleyae ENSPKIG00000020582
