chrysemys_picta_bellii ENSCPBG00000027514
gopherus_agassizii ENSGAGG00000020832
chelonoidis_abingdonii ENSCABG00000016860
pelodiscus_sinensis ENSPSIG00000003485
apteryx_haastii ENSAHAG00000012617
apteryx_rowi ENSARWG00000009783
apteryx_owenii ENSAOWG00000002445
dromaius_novaehollandiae ENSDNVG00000004159
nothoprocta_perdicaria ENSNPEG00000007715
anser_brachyrhynchus ENSABRG00000021037
anas_platyrhynchos_platyrhynchos ENSAPLG00000019376
coturnix_japonica ENSCJPG00005005814
meleagris_gallopavo ENSMGAG00000007262
gallus_gallus ENSGALG00000006273
numida_meleagris ENSNMEG00000016323
lonchura_striata_domestica ENSLSDG00000006756
ficedula_albicollis ENSFALG00000005519
taeniopygia_guttata ENSTGUG00000006624
zonotrichia_albicollis ENSZALG00000003713
serinus_canaria ENSSCAG00000014310
junco_hyemalis ENSJHYG00000014122
parus_major ENSPMJG00000006921
cyanistes_caeruleus ENSCCEG00000000517
manacus_vitellinus ENSMVIG00005005784
lepidothrix_coronata ENSLCOG00000010097
calidris_pugnax ENSCPUG00000006253
calidris_pygmaea ENSCPGG00000018566
pogona_vitticeps ENSPVIG00000003088
anolis_carolinensis ENSACAG00000011227
sphenodon_punctatus ENSSPUG00000018818
pan_paniscus ENSPPAG00000040852
pan_troglodytes ENSPTRG00000013361
homo_sapiens ENSG00000101306
gorilla_gorilla ENSGGOG00000011831
pongo_abelii ENSPPYG00000010893
nomascus_leucogenys ENSNLEG00000009678
macaca_fascicularis ENSMFAG00000043314
macaca_mulatta ENSMMUG00000000968
macaca_nemestrina ENSMNEG00000033237
cercocebus_atys ENSCATG00000036738
mandrillus_leucophaeus ENSMLEG00000029766
papio_anubis ENSPANG00000007167
theropithecus_gelada ENSTGEG00000008464
chlorocebus_sabaeus ENSCSAG00000012738
rhinopithecus_roxellana ENSRROG00000041771
rhinopithecus_bieti ENSRBIG00000035760
piliocolobus_tephrosceles ENSPTEG00000002844
colobus_angolensis_palliatus ENSCANG00000000003
saimiri_boliviensis_boliviensis ENSSBOG00000027657
callithrix_jacchus ENSCJAG00000020773
cebus_capucinus ENSCCAG00000037252
aotus_nancymaae ENSANAG00000027591
carlito_syrichta ENSTSYG00000034565
prolemur_simus ENSPSMG00000003665
microcebus_murinus ENSMICG00000042913
propithecus_coquereli ENSPCOG00000014396
otolemur_garnettii ENSOGAG00000012429
castor_canadensis ENSCCNG00000018822
dipodomys_ordii ENSDORG00000024221
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025396
mus_musculus ENSMUSG00000027470
mus_spicilegus ENSMSIG00000001108
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024475
mus_pahari MGP_PahariEiJ_G0025918
rattus_norvegicus ENSRNOG00000008235
meriones_unguiculatus ENSMUGG00000012912
peromyscus_maniculatus_bairdii ENSPEMG00000011373
microtus_ochrogaster ENSMOCG00000012345
cricetulus_griseus_crigri ENSCGRG00000014481
cricetulus_griseus_crigri-picr ENSCGRG00015003517
cricetulus_griseus_chok1gshd ENSCGRG00001014090
mesocricetus_auratus ENSMAUG00000011764
nannospalax_galili ENSNGAG00000006394
jaculus_jaculus ENSJJAG00000007713
chinchilla_lanigera ENSCLAG00000017116
octodon_degus ENSODEG00000013441
cavia_aperea ENSCAPG00000012945
cavia_porcellus ENSCPOG00000010535
heterocephalus_glaber_female ENSHGLG00000014522
heterocephalus_glaber_male ENSHGLG00100011978
fukomys_damarensis ENSFDAG00000005856
urocitellus_parryii ENSUPAG00010019125
ictidomys_tridecemlineatus ENSSTOG00000007690
spermophilus_dauricus ENSSDAG00000009975
marmota_marmota_marmota ENSMMMG00000023786
ursus_americanus ENSUAMG00000023487
ursus_maritimus ENSUMAG00000000784
ailuropoda_melanoleuca ENSAMEG00000013663
mustela_putorius_furo ENSMPUG00000017896
neovison_vison ENSNVIG00000019082
canis_lupus_familiaris ENSCAFG00000007089
canis_lupus_dingo ENSCAFG00020004259
vulpes_vulpes ENSVVUG00000008432
panthera_pardus ENSPPRG00000000585
panthera_tigris_altaica ENSPTIG00000008799
felis_catus ENSFCAG00000001899
equus_caballus ENSECAG00000011041
equus_asinus_asinus ENSEASG00005003669
bos_mutus ENSBMUG00000014953
bos_taurus ENSBTAG00000014930
bison_bison_bison ENSBBBG00000009971
capra_hircus ENSCHIG00000017086
ovis_aries ENSOARG00000001573
tursiops_truncatus ENSTTRG00000007928
sus_scrofa ENSSSCG00000007231
vicugna_pacos ENSVPAG00000012516
pteropus_vampyrus ENSPVAG00000006114
ochotona_princeps ENSOPRG00000001025
oryctolagus_cuniculus ENSOCUG00000017328
dasypus_novemcinctus ENSDNOG00000033670
loxodonta_africana ENSLAFG00000002015
procavia_capensis ENSPCAG00000009083
echinops_telfairi ENSETEG00000015397
phascolarctos_cinereus ENSPCIG00000008218
monodelphis_domestica ENSMODG00000019486
sarcophilus_harrisii ENSSHAG00000013080
notamacropus_eugenii ENSMEUG00000015420
