apteryx_haastii ENSAHAG00000011867
apteryx_owenii ENSAOWG00000012187
apteryx_rowi ENSARWG00000010068
dromaius_novaehollandiae ENSDNVG00000004590
nothoprocta_perdicaria ENSNPEG00000001091
meleagris_gallopavo ENSMGAG00000007456
gallus_gallus ENSGALG00000005749
coturnix_japonica ENSCJPG00005014747
numida_meleagris ENSNMEG00000000211
anser_brachyrhynchus ENSABRG00000018267
anas_platyrhynchos_platyrhynchos ENSAPLG00000010205
calidris_pygmaea ENSCPGG00000018173
calidris_pugnax ENSCPUG00000009608
manacus_vitellinus ENSMVIG00005013088
lepidothrix_coronata ENSLCOG00000012289
cyanistes_caeruleus ENSCCEG00000007314
parus_major ENSPMJG00000013917
ficedula_albicollis ENSFALG00000006638
junco_hyemalis ENSJHYG00000004505
zonotrichia_albicollis ENSZALG00000013898
lonchura_striata_domestica ENSLSDG00000016896
taeniopygia_guttata ENSTGUG00000004109
serinus_canaria ENSSCAG00000006803
melopsittacus_undulatus ENSMUNG00000014672
crocodylus_porosus ENSCPRG00005006699
chelonoidis_abingdonii ENSCABG00000004868
gopherus_agassizii ENSGAGG00000006116
chrysemys_picta_bellii ENSCPBG00000023571
pelodiscus_sinensis ENSPSIG00000012864
notechis_scutatus ENSNSUG00000002146
pogona_vitticeps ENSPVIG00000016703
salvator_merianae ENSSMRG00000006608
anolis_carolinensis ENSACAG00000005479
sphenodon_punctatus ENSSPUG00000007755
capra_hircus ENSCHIG00000012976
capra_hircus ENSCHIG00000003395
ovis_aries ENSOARG00000011503
capra_hircus ENSCHIG00000014670
bos_mutus ENSBMUG00000013976
bos_taurus ENSBTAG00000016079
bison_bison_bison ENSBBBG00000018492
sus_scrofa ENSSSCG00000029034
tursiops_truncatus ENSTTRG00000016023
vicugna_pacos ENSVPAG00000008506
equus_caballus ENSECAG00000011722
equus_asinus_asinus ENSEASG00005013831
pteropus_vampyrus ENSPVAG00000003757
myotis_lucifugus ENSMLUG00000012579
canis_lupus_dingo ENSCAFG00020004200
canis_lupus_familiaris ENSCAFG00000019921
vulpes_vulpes ENSVVUG00000000506
neovison_vison ENSNVIG00000007871
ursus_maritimus ENSUMAG00000007719
ursus_americanus ENSUAMG00000008979
ailuropoda_melanoleuca ENSAMEG00000018274
felis_catus ENSFCAG00000045400
panthera_pardus ENSPPRG00000024103
ailuropoda_melanoleuca ENSAMEG00000000426
vulpes_vulpes ENSVVUG00000023104
panthera_pardus ENSPPRG00000020955
erinaceus_europaeus ENSEEUG00000011840
cebus_capucinus ENSCCAG00000032992
saimiri_boliviensis_boliviensis ENSSBOG00000030668
callithrix_jacchus ENSCJAG00000017319
aotus_nancymaae ENSANAG00000022720
papio_anubis ENSPANG00000032065
mandrillus_leucophaeus ENSMLEG00000031595
cercocebus_atys ENSCATG00000036585
macaca_fascicularis ENSMFAG00000001595
macaca_mulatta ENSMMUG00000006763
macaca_fascicularis ENSMFAG00000034477
macaca_nemestrina ENSMNEG00000030979
papio_anubis ENSPANG00000011886
papio_anubis ENSPANG00000010330
theropithecus_gelada ENSTGEG00000019251
cercocebus_atys ENSCATG00000031532
cercocebus_atys ENSCATG00000020353
chlorocebus_sabaeus ENSCSAG00000003144
rhinopithecus_bieti ENSRBIG00000032596
rhinopithecus_roxellana ENSRROG00000039551
piliocolobus_tephrosceles ENSPTEG00000014983
colobus_angolensis_palliatus ENSCANG00000002388
mandrillus_leucophaeus ENSMLEG00000043046
theropithecus_gelada ENSTGEG00000006271
macaca_fascicularis ENSMFAG00000001319
macaca_mulatta ENSMMUG00000041358
papio_anubis ENSPANG00000032290
rhinopithecus_roxellana ENSRROG00000040922
colobus_angolensis_palliatus ENSCANG00000034770
pan_paniscus ENSPPAG00000040562
pan_troglodytes ENSPTRG00000008434
homo_sapiens ENSG00000131143
gorilla_gorilla ENSGGOG00000010047
pongo_abelii ENSPPYG00000007619
macaca_nemestrina ENSMNEG00000031991
macaca_fascicularis ENSMFAG00000032614
macaca_mulatta ENSMMUG00000043833
theropithecus_gelada ENSTGEG00000015455
theropithecus_gelada ENSTGEG00000028570
mandrillus_leucophaeus ENSMLEG00000042590
nomascus_leucogenys ENSNLEG00000028334
cebus_capucinus ENSCCAG00000015603
carlito_syrichta ENSTSYG00000009682
prolemur_simus ENSPSMG00000008079
microcebus_murinus ENSMICG00000010800
propithecus_coquereli ENSPCOG00000027105
heterocephalus_glaber_male ENSHGLG00100008413
heterocephalus_glaber_female ENSHGLG00000014206
fukomys_damarensis ENSFDAG00000017657
cavia_aperea ENSCAPG00000011371
cavia_porcellus ENSCPOG00000022243
chinchilla_lanigera ENSCLAG00000001404
octodon_degus ENSODEG00000004994
octodon_degus ENSODEG00000001035
castor_canadensis ENSCCNG00000019799
dipodomys_ordii ENSDORG00000015962
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032759
mus_musculus ENSMUSG00000031818
mus_spicilegus ENSMSIG00000016613
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031641
mus_pahari MGP_PahariEiJ_G0023239
rattus_norvegicus ENSRNOG00000017817
meriones_unguiculatus ENSMUGG00000007247
cricetulus_griseus_crigri ENSCGRG00000018204
cricetulus_griseus_chok1gshd ENSCGRG00001018081
cricetulus_griseus_crigri-picr ENSCGRG00015022327
mesocricetus_auratus ENSMAUG00000008155
peromyscus_maniculatus_bairdii ENSPEMG00000009275
microtus_ochrogaster ENSMOCG00000003253
nannospalax_galili ENSNGAG00000007265
jaculus_jaculus ENSJJAG00000015382
jaculus_jaculus ENSJJAG00000000899
ictidomys_tridecemlineatus ENSSTOG00000024338
spermophilus_dauricus ENSSDAG00000007225
urocitellus_parryii ENSUPAG00010014895
spermophilus_dauricus ENSSDAG00000004041
urocitellus_parryii ENSUPAG00010008358
marmota_marmota_marmota ENSMMMG00000011279
oryctolagus_cuniculus ENSOCUG00000001735
ochotona_princeps ENSOPRG00000002129
vulpes_vulpes ENSVVUG00000005410
panthera_tigris_altaica ENSPTIG00000018967
otolemur_garnettii ENSOGAG00000010376
dasypus_novemcinctus ENSDNOG00000045013
procavia_capensis ENSPCAG00000014776
loxodonta_africana ENSLAFG00000014002
sarcophilus_harrisii ENSSHAG00000005497
monodelphis_domestica ENSMODG00000004591
phascolarctos_cinereus ENSPCIG00000004733
ornithorhynchus_anatinus ENSOANG00000003744
xenopus_tropicalis ENSXETG00000004473
latimeria_chalumnae ENSLACG00000002654
takifugu_rubripes ENSTRUG00000018241
tetraodon_nigroviridis ENSTNIG00000000609
mola_mola ENSMMOG00000016070
labrus_bergylta ENSLBEG00000002888
mastacembelus_armatus ENSMAMG00000020621
anabas_testudineus ENSATEG00000000933
monopterus_albus ENSMALG00000002652
gasterosteus_aculeatus ENSGACG00000015963
seriola_dumerili ENSSDUG00000020018
seriola_lalandi_dorsalis ENSSLDG00000019494
scophthalmus_maximus ENSSMAG00000001565
periophthalmus_magnuspinnatus ENSPMGG00000000021
cyprinodon_variegatus ENSCVAG00000020260
fundulus_heteroclitus ENSFHEG00000021228
xiphophorus_couchianus ENSXCOG00000011692
xiphophorus_maculatus ENSXMAG00000003100
gambusia_affinis ENSGAFG00000001440
poecilia_formosa ENSPFOG00000017618
poecilia_mexicana ENSPMEG00000006006
poecilia_latipinna ENSPLAG00000002000
poecilia_reticulata ENSPREG00000012715
kryptolebias_marmoratus ENSKMAG00000010092
oryzias_latipes ENSORLG00020006236
oryzias_latipes ENSORLG00000026675
oryzias_latipes_asm223469v1 ENSORLG00015004202
oryzias_melastigma ENSOMEG00000003270
pundamilia_nyererei ENSPNYG00000016410
haplochromis_burtoni ENSHBUG00000016090
maylandia_zebra ENSMZEG00005012428
astatotilapia_calliptera ENSACLG00000006264
neolamprologus_brichardi ENSNBRG00000007985
oreochromis_niloticus ENSONIG00000005620
amphilophus_citrinellus ENSACIG00000005112
amphiprion_percula ENSAPEG00000014489
amphiprion_ocellaris ENSAOCG00000004671
acanthochromis_polyacanthus ENSAPOG00000013449
stegastes_partitus ENSSPAG00000006107
hippocampus_comes ENSHCOG00000000437
cynoglossus_semilaevis ENSCSEG00000014570
gadus_morhua ENSGMOG00000003997
esox_lucius ENSELUG00000010435
pygocentrus_nattereri ENSPNAG00000028367
astyanax_mexicanus ENSAMXG00000042641
ictalurus_punctatus ENSIPUG00000006497
danio_rerio ENSDARG00000032970
paramormyrops_kingsleyae ENSPKIG00000000311
scleropages_formosus ENSSFOG00015007633
lepisosteus_oculatus ENSLOCG00000000961
eptatretus_burgeri ENSEBUG00000014808
pygocentrus_nattereri ENSPNAG00000009610
astyanax_mexicanus ENSAMXG00000029077
ictalurus_punctatus ENSIPUG00000004802
danio_rerio ENSDARG00000012388
esox_lucius ENSELUG00000017254
scleropages_formosus ENSSFOG00015009410
lepisosteus_oculatus ENSLOCG00000012604
xenopus_tropicalis ENSXETG00000027592
cyprinodon_variegatus ENSCVAG00000010265
fundulus_heteroclitus ENSFHEG00000000352
xiphophorus_maculatus ENSXMAG00000016678
xiphophorus_couchianus ENSXCOG00000000059
gambusia_affinis ENSGAFG00000001546
poecilia_formosa ENSPFOG00000002541
poecilia_latipinna ENSPLAG00000006752
poecilia_mexicana ENSPMEG00000003450
poecilia_reticulata ENSPREG00000004428
kryptolebias_marmoratus ENSKMAG00000017594
oryzias_latipes ENSORLG00020002015
oryzias_latipes_asm223469v1 ENSORLG00015016087
oryzias_latipes ENSORLG00000001813
oryzias_melastigma ENSOMEG00000012194
amphiprion_ocellaris ENSAOCG00000024128
amphiprion_percula ENSAPEG00000019055
gasterosteus_aculeatus ENSGACG00000004286
anabas_testudineus ENSATEG00000000846
seriola_dumerili ENSSDUG00000018332
seriola_lalandi_dorsalis ENSSLDG00000015819
scophthalmus_maximus ENSSMAG00000002180
labrus_bergylta ENSLBEG00000020649
mastacembelus_armatus ENSMAMG00000016662
monopterus_albus ENSMALG00000006737
maylandia_zebra ENSMZEG00005022037
haplochromis_burtoni ENSHBUG00000021051
astatotilapia_calliptera ENSACLG00000007120
pundamilia_nyererei ENSPNYG00000009287
neolamprologus_brichardi ENSNBRG00000020340
oreochromis_niloticus ENSONIG00000001633
amphilophus_citrinellus ENSACIG00000012092
cynoglossus_semilaevis ENSCSEG00000002973
mola_mola ENSMMOG00000013328
hippocampus_comes ENSHCOG00000007613
periophthalmus_magnuspinnatus ENSPMGG00000004960
gadus_morhua ENSGMOG00000002985
esox_lucius ENSELUG00000010050
esox_lucius ENSELUG00000010082
pygocentrus_nattereri ENSPNAG00000002644
astyanax_mexicanus ENSAMXG00000030429
ictalurus_punctatus ENSIPUG00000013597
danio_rerio ENSDARG00000022509
scleropages_formosus ENSSFOG00015017478
paramormyrops_kingsleyae ENSPKIG00000024058
lepisosteus_oculatus ENSLOCG00000006091
salvator_merianae ENSSMRG00000019522
anolis_carolinensis ENSACAG00000011459
sphenodon_punctatus ENSSPUG00000018797
chelonoidis_abingdonii ENSCABG00000016870
gopherus_agassizii ENSGAGG00000020835
chrysemys_picta_bellii ENSCPBG00000027531
pelodiscus_sinensis ENSPSIG00000003340
crocodylus_porosus ENSCPRG00005007698
loxodonta_africana ENSLAFG00000008919
echinops_telfairi ENSETEG00000013802
sorex_araneus ENSSARG00000003313
myotis_lucifugus ENSMLUG00000004800
equus_caballus ENSECAG00000014445
tursiops_truncatus ENSTTRG00000007924
sus_scrofa ENSSSCG00000038384
capra_hircus ENSCHIG00000015565
ovis_aries ENSOARG00000001167
bos_mutus ENSBMUG00000015045
bos_taurus ENSBTAG00000016171
bison_bison_bison ENSBBBG00000009957
ursus_maritimus ENSUMAG00000000857
ursus_americanus ENSUAMG00000023499
ailuropoda_melanoleuca ENSAMEG00000013711
canis_lupus_dingo ENSCAFG00020004217
canis_lupus_familiaris ENSCAFG00000007049
vulpes_vulpes ENSVVUG00000008392
mustela_putorius_furo ENSMPUG00000017903
panthera_pardus ENSPPRG00000023120
panthera_tigris_altaica ENSPTIG00000002879
felis_catus ENSFCAG00000014664
procavia_capensis ENSPCAG00000011518
theropithecus_gelada ENSTGEG00000016811
