coturnix_japonica ENSCJPG00005016434
meleagris_gallopavo ENSMGAG00000001750
gallus_gallus ENSGALG00000001619
numida_meleagris ENSNMEG00000015359
anser_brachyrhynchus ENSABRG00000001491
calidris_pygmaea ENSCPGG00000010685
calidris_pugnax ENSCPUG00000018840
melopsittacus_undulatus ENSMUNG00000003388
lonchura_striata ENSLSDG00000006042
taeniopygia_guttata ENSTGUG00000007390
serinus_canaria ENSSCAG00000003190
zonotrichia_albicollis ENSZALG00000011343
junco_hyemalis ENSJHYG00000016771
ficedula_albicollis ENSFALG00000013524
parus_major ENSPMJG00000017098
cyanistes_caeruleus ENSCCEG00000019868
lepidothrix_coronata ENSLCOG00000008426
manacus_vitellinus ENSMVIG00005015578
dromaius_novaehollandiae ENSDNVG00000018509
nothoprocta_perdicaria ENSNPEG00000013029
apteryx_owenii ENSAOWG00000010491
apteryx_haastii ENSAHAG00000015564
apteryx_rowi ENSARWG00000003072
crocodylus_porosus ENSCPRG00005008614
gopherus_agassizii ENSGAGG00000001408
chelonoidis_abingdonii ENSCABG00000018566
chrysemys_picta ENSCPBG00000024319
pelodiscus_sinensis ENSPSIG00000002171
anolis_carolinensis ENSACAG00000005976
pogona_vitticeps ENSPVIG00000023896
notechis_scutatus ENSNSUG00000012019
salvator_merianae ENSSMRG00000022008
sphenodon_punctatus ENSSPUG00000014555
ursus_maritimus ENSUMAG00000014422
ursus_americanus ENSUAMG00000027644
ailuropoda_melanoleuca ENSAMEG00000016324
neovison_vison ENSNVIG00000004487
mustela_putorius ENSMPUG00000005312
canis_lupus ENSCAFG00020023778
canis_lupus ENSCAFG00000011752
vulpes_vulpes ENSVVUG00000025467
panthera_tigris ENSPTIG00000013249
panthera_pardus ENSPPRG00000013858
felis_catus ENSFCAG00000011322
equus_asinus ENSEASG00005019888
equus_caballus ENSECAG00000016091
myotis_lucifugus ENSMLUG00000017395
pteropus_vampyrus ENSPVAG00000007921
tursiops_truncatus ENSTTRG00000016301
vicugna_pacos ENSVPAG00000006843
bos_indicus ENSBIXG00000025385
bos_indicus ENSBIXG00005025125
bos_taurus ENSBTAG00000003928
bos_mutus ENSBMUG00000025113
bison_bison ENSBBBG00000000623
capra_hircus ENSCHIG00000026473
ovis_aries ENSOARG00000019320
sus_scrofa ENSSSCG00000016300
erinaceus_europaeus ENSEEUG00000001322
castor_canadensis ENSCCNG00000006971
dipodomys_ordii ENSDORG00000000191
