chelonoidis_abingdonii ENSCABG00000001735
nothoprocta_perdicaria ENSNPEG00000014228
anser_brachyrhynchus ENSABRG00000001166
crocodylus_porosus ENSCPRG00005007571
melopsittacus_undulatus ENSMUNG00000006963
seriola_dumerili ENSSDUG00000009518
cynoglossus_semilaevis ENSCSEG00000006456
cyprinodon_variegatus ENSCVAG00000009970
anabas_testudineus ENSATEG00000017264
maylandia_zebra ENSMZEG00005005218
pundamilia_nyererei ENSPNYG00000016048
haplochromis_burtoni ENSHBUG00000008655
neolamprologus_brichardi ENSNBRG00000022593
astatotilapia_calliptera ENSACLG00000002594
takifugu_rubripes ENSTRUG00000023661
mola_mola ENSMMOG00000012083
labrus_bergylta ENSLBEG00000000799
scophthalmus_maximus ENSSMAG00000007595
oryzias_latipes_asm223469v1 ENSORLG00015011466
oryzias_latipes ENSORLG00000022163
oryzias_latipes ENSORLG00020007404
oryzias_melastigma ENSOMEG00000002612
xiphophorus_maculatus ENSXMAG00000024587
xiphophorus_couchianus ENSXCOG00000019883
gambusia_affinis ENSGAFG00000000578
poecilia_mexicana ENSPMEG00000022965
poecilia_latipinna ENSPLAG00000011193
poecilia_reticulata ENSPREG00000019500
fundulus_heteroclitus ENSFHEG00000014611
hippocampus_comes ENSHCOG00000011719
monopterus_albus ENSMALG00000002765
hippocampus_comes ENSHCOG00000012502
stegastes_partitus ENSSPAG00000009798
maylandia_zebra ENSMZEG00005004232
oryzias_melastigma ENSOMEG00000020061
mola_mola ENSMMOG00000015499
esox_lucius ENSELUG00000004346
paramormyrops_kingsleyae ENSPKIG00000011282
