monodelphis_domestica ENSMODG00000015771
phascolarctos_cinereus ENSPCIG00000005433
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029123
mus_spicilegus ENSMSIG00000020275
mus_musculus ENSMUSG00000041301
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028123
mus_pahari MGP_PahariEiJ_G0021879
rattus_norvegicus ENSRNOG00000055103
meriones_unguiculatus ENSMUGG00000026985
meriones_unguiculatus ENSMUGG00000026847
peromyscus_maniculatus_bairdii ENSPEMG00000008730
microtus_ochrogaster ENSMOCG00000007371
cricetulus_griseus_chok1gshd ENSCGRG00001006106
cricetulus_griseus_crigri-picr ENSCGRG00015026635
cricetulus_griseus_crigri ENSCGRG00000008839
mesocricetus_auratus ENSMAUG00000013946
nannospalax_galili ENSNGAG00000012834
jaculus_jaculus ENSJJAG00000022583
carlito_syrichta ENSTSYG00000000797
myotis_lucifugus ENSMLUG00000027608
ictidomys_tridecemlineatus ENSSTOG00000005707
spermophilus_dauricus ENSSDAG00000019437
marmota_marmota_marmota ENSMMMG00000014643
urocitellus_parryii ENSUPAG00010011963
castor_canadensis ENSCCNG00000010891
heterocephalus_glaber_male ENSHGLG00100004945
heterocephalus_glaber_female ENSHGLG00000002151
fukomys_damarensis ENSFDAG00000007616
cavia_porcellus ENSCPOG00000012767
cavia_aperea ENSCAPG00000009666
chinchilla_lanigera ENSCLAG00000003484
octodon_degus ENSODEG00000001056
oryctolagus_cuniculus ENSOCUG00000010733
ochotona_princeps ENSOPRG00000014721
prolemur_simus ENSPSMG00000015055
propithecus_coquereli ENSPCOG00000014929
microcebus_murinus ENSMICG00000046039
otolemur_garnettii ENSOGAG00000001756
pan_paniscus ENSPPAG00000040492
pan_troglodytes ENSPTRG00000019619
homo_sapiens ENSG00000001626
gorilla_gorilla ENSGGOG00000004019
pongo_abelii ENSPPYG00000017940
nomascus_leucogenys ENSNLEG00000011680
macaca_mulatta ENSMMUG00000011269
macaca_nemestrina ENSMNEG00000042569
macaca_fascicularis ENSMFAG00000000170
mandrillus_leucophaeus ENSMLEG00000041547
papio_anubis ENSPANG00000015987
theropithecus_gelada ENSTGEG00000017743
cercocebus_atys ENSCATG00000045275
chlorocebus_sabaeus ENSCSAG00000010820
colobus_angolensis_palliatus ENSCANG00000033373
piliocolobus_tephrosceles ENSPTEG00000024324
rhinopithecus_bieti ENSRBIG00000037824
rhinopithecus_roxellana ENSRROG00000026792
cebus_capucinus ENSCCAG00000026860
saimiri_boliviensis_boliviensis ENSSBOG00000034493
callithrix_jacchus ENSCJAG00000004895
aotus_nancymaae ENSANAG00000018699
tupaia_belangeri ENSTBEG00000010974
pteropus_vampyrus ENSPVAG00000000987
myotis_lucifugus ENSMLUG00000012244
erinaceus_europaeus ENSEEUG00000006484
sorex_araneus ENSSARG00000012121
ursus_maritimus ENSUMAG00000003001
ursus_americanus ENSUAMG00000007890
ailuropoda_melanoleuca ENSAMEG00000001184
mustela_putorius_furo ENSMPUG00000007138
neovison_vison ENSNVIG00000002052
canis_lupus_familiaris ENSCAFG00000003429
canis_lupus_dingo ENSCAFG00020007486
vulpes_vulpes ENSVVUG00000001638
panthera_pardus ENSPPRG00000005895
panthera_tigris_altaica ENSPTIG00000017030
felis_catus ENSFCAG00000014955
equus_asinus_asinus ENSEASG00005008909
equus_caballus ENSECAG00000009139
bos_taurus ENSBTAG00000006589
bos_mutus ENSBMUG00000014258
bison_bison_bison ENSBBBG00000024730
ovis_aries ENSOARG00000018133
capra_hircus ENSCHIG00000017768
tursiops_truncatus ENSTTRG00000017069
sus_scrofa ENSSSCG00000016626
vicugna_pacos ENSVPAG00000008758
dasypus_novemcinctus ENSDNOG00000016541
choloepus_hoffmanni ENSCHOG00000006326
echinops_telfairi ENSETEG00000000537
loxodonta_africana ENSLAFG00000005753
procavia_capensis ENSPCAG00000000505
dipodomys_ordii ENSDORG00000005421
ornithorhynchus_anatinus ENSOANG00000008767
apteryx_haastii ENSAHAG00000005312
apteryx_owenii ENSAOWG00000012247
apteryx_rowi ENSARWG00000012029
dromaius_novaehollandiae ENSDNVG00000012843
nothoprocta_perdicaria ENSNPEG00000014183
manacus_vitellinus ENSMVIG00005007336
lepidothrix_coronata ENSLCOG00000011894
cyanistes_caeruleus ENSCCEG00000005016
parus_major ENSPMJG00000010133
ficedula_albicollis ENSFALG00000010051
zonotrichia_albicollis ENSZALG00000007177
junco_hyemalis ENSJHYG00000015034
serinus_canaria ENSSCAG00000009670
taeniopygia_guttata ENSTGUG00000004828
lonchura_striata_domestica ENSLSDG00000004375
calidris_pugnax ENSCPUG00000009255
calidris_pygmaea ENSCPGG00000011493
melopsittacus_undulatus ENSMUNG00000016862
anas_platyrhynchos_platyrhynchos ENSAPLG00000011156
anser_brachyrhynchus ENSABRG00000006122
gallus_gallus ENSGALG00000032986
coturnix_japonica ENSCJPG00005012155
meleagris_gallopavo ENSMGAG00000008826
numida_meleagris ENSNMEG00000009829
crocodylus_porosus ENSCPRG00005010391
gopherus_agassizii ENSGAGG00000025044
chelonoidis_abingdonii ENSCABG00000013379
chrysemys_picta_bellii ENSCPBG00000007379
pelodiscus_sinensis ENSPSIG00000016860
salvator_merianae ENSSMRG00000012377
notechis_scutatus ENSNSUG00000012053
anolis_carolinensis ENSACAG00000007652
pogona_vitticeps ENSPVIG00000017823
sphenodon_punctatus ENSSPUG00000017373
xenopus_tropicalis ENSXETG00000021796
latimeria_chalumnae ENSLACG00000002983
hippocampus_comes ENSHCOG00000015934
periophthalmus_magnuspinnatus ENSPMGG00000010417
tetraodon_nigroviridis ENSTNIG00000016063
takifugu_rubripes ENSTRUG00000017143
mola_mola ENSMMOG00000001416
labrus_bergylta ENSLBEG00000003307
mastacembelus_armatus ENSMAMG00000022871
monopterus_albus ENSMALG00000013620
anabas_testudineus ENSATEG00000004026
fundulus_heteroclitus ENSFHEG00000009671
cyprinodon_variegatus ENSCVAG00000010219
poecilia_formosa ENSPFOG00000014478
poecilia_latipinna ENSPLAG00000016694
poecilia_mexicana ENSPMEG00000005296
poecilia_reticulata ENSPREG00000002638
xiphophorus_maculatus ENSXMAG00000006463
xiphophorus_couchianus ENSXCOG00000005651
gambusia_affinis ENSGAFG00000003244
kryptolebias_marmoratus ENSKMAG00000004497
oryzias_latipes ENSORLG00000019555
oryzias_latipes_asm223469v1 ENSORLG00015022694
oryzias_melastigma ENSOMEG00000006105
maylandia_zebra ENSMZEG00005013754
haplochromis_burtoni ENSHBUG00000014995
neolamprologus_brichardi ENSNBRG00000012871
oreochromis_niloticus ENSONIG00000003911
amphilophus_citrinellus ENSACIG00000022291
amphiprion_percula ENSAPEG00000013201
amphiprion_ocellaris ENSAOCG00000008153
acanthochromis_polyacanthus ENSAPOG00000009558
stegastes_partitus ENSSPAG00000008983
scophthalmus_maximus ENSSMAG00000018670
seriola_dumerili ENSSDUG00000016329
seriola_lalandi_dorsalis ENSSLDG00000009217
cynoglossus_semilaevis ENSCSEG00000021346
gasterosteus_aculeatus ENSGACG00000009039
gadus_morhua ENSGMOG00000002861
esox_lucius ENSELUG00000012690
pygocentrus_nattereri ENSPNAG00000013628
astyanax_mexicanus ENSAMXG00000000420
ictalurus_punctatus ENSIPUG00000023141
danio_rerio ENSDARG00000041107
paramormyrops_kingsleyae ENSPKIG00000025539
scleropages_formosus ENSSFOG00015013079
lepisosteus_oculatus ENSLOCG00000015585
astatotilapia_calliptera ENSACLG00000013191
pundamilia_nyererei ENSPNYG00000001777
amphiprion_ocellaris ENSAOCG00000017730
kryptolebias_marmoratus ENSKMAG00000007269
periophthalmus_magnuspinnatus ENSPMGG00000003730
hippocampus_comes ENSHCOG00000015882
petromyzon_marinus ENSPMAG00000000896
