castor_canadensis ENSCCNG00000013491
urocitellus_parryii ENSUPAG00010021052
mus_musculus ENSMUSG00000105867
mus_spicilegus ENSMSIG00000020614
meriones_unguiculatus ENSMUGG00000019535
cricetulus_griseus_crigri-picr ENSCGRG00015015581
peromyscus_maniculatus_bairdii ENSPEMG00000024623
macaca_nemestrina ENSMNEG00000027966
cercocebus_atys ENSCATG00000005653
papio_anubis ENSPANG00000031993
homo_sapiens ENSG00000273238
pan_troglodytes ENSPTRG00000051837
callithrix_jacchus ENSCJAG00000043742
cebus_capucinus ENSCCAG00000001350
felis_catus ENSFCAG00000044583
