apteryx_rowi ENSARWG00000014826
apteryx_owenii ENSAOWG00000005133
dromaius_novaehollandiae ENSDNVG00000001794
nothoprocta_perdicaria ENSNPEG00000011314
anas_platyrhynchos_platyrhynchos ENSAPLG00000023291
coturnix_japonica ENSCJPG00005020843
manacus_vitellinus ENSMVIG00005009438
lepidothrix_coronata ENSLCOG00000008885
cyanistes_caeruleus ENSCCEG00000006119
parus_major ENSPMJG00000002948
zonotrichia_albicollis ENSZALG00000013462
junco_hyemalis ENSJHYG00000003696
serinus_canaria ENSSCAG00000012195
lonchura_striata_domestica ENSLSDG00000004657
crocodylus_porosus ENSCPRG00005012455
chelonoidis_abingdonii ENSCABG00000011322
gopherus_agassizii ENSGAGG00000016873
chrysemys_picta_bellii ENSCPBG00000018184
pogona_vitticeps ENSPVIG00000022272
notechis_scutatus ENSNSUG00000001418
salvator_merianae ENSSMRG00000015089
