xiphophorus_maculatus ENSXMAG00000022779
poecilia_mexicana ENSPMEG00000009562
amphiprion_ocellaris ENSAOCG00000000436
maylandia_zebra ENSMZEG00005019463
labrus_bergylta ENSLBEG00000020944
labrus_bergylta ENSLBEG00000010617
labrus_bergylta ENSLBEG00000007916
poecilia_mexicana ENSPMEG00000004248
amphilophus_citrinellus ENSACIG00000002914
acanthochromis_polyacanthus ENSAPOG00000005729
acanthochromis_polyacanthus ENSAPOG00000020162
amphiprion_percula ENSAPEG00000000331
amphiprion_percula ENSAPEG00000017670
labrus_bergylta ENSLBEG00000001517
neolamprologus_brichardi ENSNBRG00000018028
neolamprologus_brichardi ENSNBRG00000018112
pundamilia_nyererei ENSPNYG00000023403
astatotilapia_calliptera ENSACLG00000005289
neolamprologus_brichardi ENSNBRG00000008021
scophthalmus_maximus ENSSMAG00000010751
