lonchura_striata_domestica ENSLSDG00000005350
taeniopygia_guttata ENSTGUG00000012098
serinus_canaria ENSSCAG00000000183
junco_hyemalis ENSJHYG00000017529
zonotrichia_albicollis ENSZALG00000000155
ficedula_albicollis ENSFALG00000011851
parus_major ENSPMJG00000015305
cyanistes_caeruleus ENSCCEG00000011193
lepidothrix_coronata ENSLCOG00000016146
manacus_vitellinus ENSMVIG00005018216
melopsittacus_undulatus ENSMUNG00000011404
calidris_pygmaea ENSCPGG00000014705
calidris_pugnax ENSCPUG00000009295
anser_brachyrhynchus ENSABRG00000002021
anas_platyrhynchos_platyrhynchos ENSAPLG00000012630
gallus_gallus ENSGALG00000015231
coturnix_japonica ENSCJPG00005009404
meleagris_gallopavo ENSMGAG00000013463
numida_meleagris ENSNMEG00000008272
apteryx_haastii ENSAHAG00000007873
apteryx_owenii ENSAOWG00000018421
apteryx_rowi ENSARWG00000002683
dromaius_novaehollandiae ENSDNVG00000014049
nothoprocta_perdicaria ENSNPEG00000006636
crocodylus_porosus ENSCPRG00005001750
chelonoidis_abingdonii ENSCABG00000014071
gopherus_agassizii ENSGAGG00000013586
chrysemys_picta_bellii ENSCPBG00000006367
pelodiscus_sinensis ENSPSIG00000009423
pogona_vitticeps ENSPVIG00000002349
anolis_carolinensis ENSACAG00000006264
notechis_scutatus ENSNSUG00000018315
salvator_merianae ENSSMRG00000013282
notamacropus_eugenii ENSMEUG00000004663
sarcophilus_harrisii ENSSHAG00000003625
monodelphis_domestica ENSMODG00000017966
bos_mutus ENSBMUG00000017102
bison_bison_bison ENSBBBG00000011104
bos_taurus ENSBTAG00000010113
capra_hircus ENSCHIG00000024294
ovis_aries ENSOARG00000010329
tursiops_truncatus ENSTTRG00000004185
sus_scrofa ENSSSCG00000004411
vicugna_pacos ENSVPAG00000000827
sorex_araneus ENSSARG00000001521
ursus_americanus ENSUAMG00000018004
ursus_maritimus ENSUMAG00000025501
ailuropoda_melanoleuca ENSAMEG00000016387
mustela_putorius_furo ENSMPUG00000010015
neovison_vison ENSNVIG00000005004
canis_lupus_dingo ENSCAFG00020018017
canis_lupus_familiaris ENSCAFG00000003828
vulpes_vulpes ENSVVUG00000006308
panthera_tigris_altaica ENSPTIG00000008189
panthera_pardus ENSPPRG00000013659
felis_catus ENSFCAG00000006362
pteropus_vampyrus ENSPVAG00000006563
myotis_lucifugus ENSMLUG00000029884
equus_caballus ENSECAG00000009691
equus_asinus_asinus ENSEASG00005006677
urocitellus_parryii ENSUPAG00010011264
marmota_marmota_marmota ENSMMMG00000014455
spermophilus_dauricus ENSSDAG00000018822
ictidomys_tridecemlineatus ENSSTOG00000011460
chinchilla_lanigera ENSCLAG00000011189
octodon_degus ENSODEG00000014058
cavia_aperea ENSCAPG00000001597
cavia_porcellus ENSCPOG00000003110
heterocephalus_glaber_male ENSHGLG00100011818
fukomys_damarensis ENSFDAG00000007683
dipodomys_ordii ENSDORG00000006492
castor_canadensis ENSCCNG00000020494
mus_spicilegus ENSMSIG00000030485
mus_musculus ENSMUSG00000019826
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0016075
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015266
mus_pahari MGP_PahariEiJ_G0030684
rattus_norvegicus ENSRNOG00000000308
meriones_unguiculatus ENSMUGG00000006672
microtus_ochrogaster ENSMOCG00000000286
peromyscus_maniculatus_bairdii ENSPEMG00000009212
cricetulus_griseus_crigri-picr ENSCGRG00015000049
cricetulus_griseus_chok1gshd ENSCGRG00001019499
cricetulus_griseus_crigri ENSCGRG00000013584
mesocricetus_auratus ENSMAUG00000016908
nannospalax_galili ENSNGAG00000021255
jaculus_jaculus ENSJJAG00000019802
oryctolagus_cuniculus ENSOCUG00000008598
ochotona_princeps ENSOPRG00000012660
tupaia_belangeri ENSTBEG00000011001
pan_troglodytes ENSPTRG00000018487
pan_paniscus ENSPPAG00000005762
homo_sapiens ENSG00000112365
gorilla_gorilla ENSGGOG00000000430
pongo_abelii ENSPPYG00000016910
nomascus_leucogenys ENSNLEG00000033427
macaca_mulatta ENSMMUG00000003678
macaca_fascicularis ENSMFAG00000000893
macaca_nemestrina ENSMNEG00000037210
mandrillus_leucophaeus ENSMLEG00000036578
cercocebus_atys ENSCATG00000039996
theropithecus_gelada ENSTGEG00000001671
papio_anubis ENSPANG00000006918
chlorocebus_sabaeus ENSCSAG00000015347
rhinopithecus_bieti ENSRBIG00000036515
rhinopithecus_roxellana ENSRROG00000028616
piliocolobus_tephrosceles ENSPTEG00000000387
colobus_angolensis_palliatus ENSCANG00000039261
saimiri_boliviensis_boliviensis ENSSBOG00000030961
cebus_capucinus ENSCCAG00000021340
callithrix_jacchus ENSCJAG00000005712
aotus_nancymaae ENSANAG00000023992
carlito_syrichta ENSTSYG00000008517
propithecus_coquereli ENSPCOG00000019170
microcebus_murinus ENSMICG00000014485
prolemur_simus ENSPSMG00000024593
otolemur_garnettii ENSOGAG00000015518
choloepus_hoffmanni ENSCHOG00000007041
dasypus_novemcinctus ENSDNOG00000038726
loxodonta_africana ENSLAFG00000026719
procavia_capensis ENSPCAG00000012120
echinops_telfairi ENSETEG00000012140
erinaceus_europaeus ENSEEUG00000011615
ornithorhynchus_anatinus ENSOANG00000000926
xenopus_tropicalis ENSXETG00000021294
latimeria_chalumnae ENSLACG00000011466
paramormyrops_kingsleyae ENSPKIG00000017544
scleropages_formosus ENSSFOG00015013092
labrus_bergylta ENSLBEG00000004860
gasterosteus_aculeatus ENSGACG00000011640
takifugu_rubripes ENSTRUG00000020236
tetraodon_nigroviridis ENSTNIG00000019313
mola_mola ENSMMOG00000010872
monopterus_albus ENSMALG00000019422
mastacembelus_armatus ENSMAMG00000000234
anabas_testudineus ENSATEG00000001726
scophthalmus_maximus ENSSMAG00000014330
cynoglossus_semilaevis ENSCSEG00000003731
seriola_dumerili ENSSDUG00000007770
seriola_lalandi_dorsalis ENSSLDG00000001787
amphiprion_percula ENSAPEG00000014454
amphiprion_ocellaris ENSAOCG00000019266
acanthochromis_polyacanthus ENSAPOG00000015764
stegastes_partitus ENSSPAG00000019466
astatotilapia_calliptera ENSACLG00000003271
maylandia_zebra ENSMZEG00005012933
haplochromis_burtoni ENSHBUG00000012654
pundamilia_nyererei ENSPNYG00000008183
neolamprologus_brichardi ENSNBRG00000007335
