ciona_intestinalis ENSCING00000014443
ciona_savignyi ENSCSAVG00000007609
mustela_putorius_furo ENSMPUG00000001724
neovison_vison ENSNVIG00000017100
vulpes_vulpes ENSVVUG00000012879
canis_lupus_dingo ENSCAFG00020019451
panthera_pardus ENSPPRG00000005509
panthera_tigris_altaica ENSPTIG00000007846
felis_catus ENSFCAG00000031697
bison_bison_bison ENSBBBG00000001555
bos_mutus ENSBMUG00000020004
ovis_aries ENSOARG00000014057
equus_caballus ENSECAG00000032550
propithecus_coquereli ENSPCOG00000017847
prolemur_simus ENSPSMG00000018315
microcebus_murinus ENSMICG00000042230
otolemur_garnettii ENSOGAG00000032839
colobus_angolensis_palliatus ENSCANG00000036176
piliocolobus_tephrosceles ENSPTEG00000019414
rhinopithecus_bieti ENSRBIG00000044543
rhinopithecus_roxellana ENSRROG00000042765
papio_anubis ENSPANG00000019473
theropithecus_gelada ENSTGEG00000002101
chlorocebus_sabaeus ENSCSAG00000002127
mandrillus_leucophaeus ENSMLEG00000043813
cercocebus_atys ENSCATG00000042471
macaca_fascicularis ENSMFAG00000032396
macaca_nemestrina ENSMNEG00000038940
pan_troglodytes ENSPTRG00000041077
homo_sapiens ENSG00000235034
nomascus_leucogenys ENSNLEG00000005705
cebus_capucinus ENSCCAG00000028064
saimiri_boliviensis_boliviensis ENSSBOG00000035652
callithrix_jacchus ENSCJAG00000032438
aotus_nancymaae ENSANAG00000031019
heterocephalus_glaber_female ENSHGLG00000004545
heterocephalus_glaber_male ENSHGLG00100010394
chinchilla_lanigera ENSCLAG00000006854
castor_canadensis ENSCCNG00000000465
peromyscus_maniculatus_bairdii ENSPEMG00000015064
microtus_ochrogaster ENSMOCG00000012657
cricetulus_griseus_chok1gshd ENSCGRG00001014520
cricetulus_griseus_crigri ENSCGRG00000012241
cricetulus_griseus_crigri-picr ENSCGRG00015020599
mesocricetus_auratus ENSMAUG00000020635
mus_musculus ENSMUSG00000008028
mus_spicilegus ENSMSIG00000010695
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030754
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029656
mus_pahari MGP_PahariEiJ_G0012881
ictidomys_tridecemlineatus ENSSTOG00000023893
spermophilus_dauricus ENSSDAG00000011107
urocitellus_parryii ENSUPAG00010015484
