capra_hircus ENSCHIG00000020451
sus_scrofa ENSSSCG00000012145
myotis_lucifugus ENSMLUG00000030428
equus_asinus_asinus ENSEASG00005012074
panthera_pardus ENSPPRG00000002650
papio_anubis ENSPANG00000010715
macaca_nemestrina ENSMNEG00000018431
nomascus_leucogenys ENSNLEG00000034214
macaca_fascicularis ENSMFAG00000028888
carlito_syrichta ENSTSYG00000000090
microcebus_murinus ENSMICG00000010333
castor_canadensis ENSCCNG00000025163
heterocephalus_glaber_male ENSHGLG00100020312
cricetulus_griseus_chok1gshd ENSCGRG00001011983
cricetulus_griseus_crigri ENSCGRG00000016920
meriones_unguiculatus ENSMUGG00000003806
marmota_marmota_marmota ENSMMMG00000018762
dipodomys_ordii ENSDORG00000011515
gorilla_gorilla ENSGGOG00000040962
erinaceus_europaeus ENSEEUG00000014283
dasypus_novemcinctus ENSDNOG00000038693
pelodiscus_sinensis ENSPSIG00000012796
chelonoidis_abingdonii ENSCABG00000011499
anolis_carolinensis ENSACAG00000016512
notechis_scutatus ENSNSUG00000004296
astatotilapia_calliptera ENSACLG00000006304
neolamprologus_brichardi ENSNBRG00000014955
labrus_bergylta ENSLBEG00000024074
