vombatus_ursinus ENSVURG00010023597
phascolarctos_cinereus ENSPCIG00000010570
monodelphis_domestica ENSMODG00000049145
homo_sapiens ENSG00000237330
pan_troglodytes ENSPTRG00000049634
nomascus_leucogenys ENSNLEG00000028621
macaca_mulatta ENSMMUG00000032293
theropithecus_gelada ENSTGEG00000010670
chlorocebus_sabaeus ENSCSAG00000000631
piliocolobus_tephrosceles ENSPTEG00000014393
callithrix_jacchus ENSCJAG00000011411
carlito_syrichta ENSTSYG00000036250
prolemur_simus ENSPSMG00000012513
otolemur_garnettii ENSOGAG00000032911
mus_spicilegus ENSMSIG00000015925
mus_musculus ENSMUSG00000110404
meriones_unguiculatus ENSMUGG00000004196
peromyscus_maniculatus ENSPEMG00000019048
microtus_ochrogaster ENSMOCG00000016011
cricetulus_griseus ENSCGRG00001010751
cricetulus_griseus ENSCGRG00000016203
cricetulus_griseus ENSCGRG00015015514
mesocricetus_auratus ENSMAUG00000007962
nannospalax_galili ENSNGAG00000020782
heterocephalus_glaber ENSHGLG00100008643
heterocephalus_glaber ENSHGLG00000004312
chinchilla_lanigera ENSCLAG00000008086
marmota_marmota ENSMMMG00000021024
urocitellus_parryii ENSUPAG00010015971
castor_canadensis ENSCCNG00000017829
bos_indicus ENSBIXG00000018618
bos_indicus ENSBIXG00005012874
bos_taurus ENSBTAG00000046758
bos_mutus ENSBMUG00000024724
bison_bison ENSBBBG00000015977
capra_hircus ENSCHIG00000011163
sus_scrofa ENSSSCG00000034107
equus_asinus ENSEASG00005015042
equus_caballus ENSECAG00000022747
ursus_americanus ENSUAMG00000017914
ursus_americanus ENSUAMG00000017915
ailuropoda_melanoleuca ENSAMEG00000016635
mustela_putorius ENSMPUG00000020070
neovison_vison ENSNVIG00000007311
canis_lupus ENSCAFG00020011641
vulpes_vulpes ENSVVUG00000004022
panthera_pardus ENSPPRG00000021302
felis_catus ENSFCAG00000043375
dasypus_novemcinctus ENSDNOG00000039056
loxodonta_africana ENSLAFG00000027754
gopherus_agassizii ENSGAGG00000001994
chelonoidis_abingdonii ENSCABG00000022059
chrysemys_picta ENSCPBG00000022170
pelodiscus_sinensis ENSPSIG00000000876
calidris_pugnax ENSCPUG00000012650
calidris_pygmaea ENSCPGG00000011114
anser_brachyrhynchus ENSABRG00000007195
anas_platyrhynchos ENSAPLG00000001586
coturnix_japonica ENSCJPG00005011238
meleagris_gallopavo ENSMGAG00000003314
melopsittacus_undulatus ENSMUNG00000015723
junco_hyemalis ENSJHYG00000004847
serinus_canaria ENSSCAG00000017261
taeniopygia_guttata ENSTGUG00000004049
lonchura_striata ENSLSDG00000014794
parus_major ENSPMJG00000014407
lepidothrix_coronata ENSLCOG00000015102
dromaius_novaehollandiae ENSDNVG00000009916
nothoprocta_perdicaria ENSNPEG00000005045
apteryx_owenii ENSAOWG00000004109
apteryx_rowi ENSARWG00000003394
apteryx_haastii ENSAHAG00000008474
anolis_carolinensis ENSACAG00000011618
pogona_vitticeps ENSPVIG00000022462
notechis_scutatus ENSNSUG00000001596
salvator_merianae ENSSMRG00000009182
sphenodon_punctatus ENSSPUG00000018900
xenopus_tropicalis ENSXETG00000010669
latimeria_chalumnae ENSLACG00000018466
ictalurus_punctatus ENSIPUG00000016738
electrophorus_electricus ENSEEEG00000009675
astyanax_mexicanus ENSAMXG00000002229
astyanax_mexicanus ENSAMXG00005021224
pygocentrus_nattereri ENSPNAG00000016322
clupea_harengus ENSCHAG00000008858
paramormyrops_kingsleyae ENSPKIG00000001034
xiphophorus_maculatus ENSXMAG00000012315
xiphophorus_couchianus ENSXCOG00000000030
gambusia_affinis ENSGAFG00000005282
poecilia_formosa ENSPFOG00000020666
poecilia_latipinna ENSPLAG00000004061
fundulus_heteroclitus ENSFHEG00000011048
kryptolebias_marmoratus ENSKMAG00000005538
gouania_willdenowi ENSGWIG00000023851
acanthochromis_polyacanthus ENSAPOG00000014722
amphiprion_ocellaris ENSAOCG00000023628
stegastes_partitus ENSSPAG00000009535
oryzias_latipes ENSORLG00000025123
oryzias_latipes ENSORLG00015020119
oryzias_latipes ENSORLG00020000810
oryzias_melastigma ENSOMEG00000012936
pundamilia_nyererei ENSPNYG00000013966
astatotilapia_calliptera ENSACLG00000013260
haplochromis_burtoni ENSHBUG00000019945
maylandia_zebra ENSMZEG00005021743
oreochromis_niloticus ENSONIG00000009295
neolamprologus_brichardi ENSNBRG00000020697
amphilophus_citrinellus ENSACIG00000015101
parambassis_ranga ENSPRNG00000002464
parambassis_ranga ENSPRNG00000002462
betta_splendens ENSBSLG00000014746
larimichthys_crocea ENSLCRG00005011444
seriola_lalandi ENSSLDG00000005535
seriola_dumerili ENSSDUG00000001721
lates_calcarifer ENSLCAG00010004007
scophthalmus_maximus ENSSMAG00000008165
cynoglossus_semilaevis ENSCSEG00000005091
mastacembelus_armatus ENSMAMG00000013221
monopterus_albus ENSMALG00000007262
oryzias_latipes ENSORLG00000023532
oryzias_latipes ENSORLG00015000750
oryzias_latipes ENSORLG00020000980
oryzias_melastigma ENSOMEG00000015880
cottoperca_gobio ENSCGOG00000017557
poecilia_reticulata ENSPREG00000011437
poecilia_mexicana ENSPMEG00000002854
cyprinodon_variegatus ENSCVAG00000001374
labrus_bergylta ENSLBEG00000014526
anabas_testudineus ENSATEG00000004040
periophthalmus_magnuspinnatus ENSPMGG00000000826
takifugu_rubripes ENSTRUG00000020331
tetraodon_nigroviridis ENSTNIG00000010882
mola_mola ENSMMOG00000015088
hippocampus_comes ENSHCOG00000003924
hucho_hucho ENSHHUG00000023324
hucho_hucho ENSHHUG00000003005
clupea_harengus ENSCHAG00000026873
denticeps_clupeoides ENSDCDG00000005211
electrophorus_electricus ENSEEEG00000014453
ictalurus_punctatus ENSIPUG00000021389
astyanax_mexicanus ENSAMXG00000025022
astyanax_mexicanus ENSAMXG00005001696
pygocentrus_nattereri ENSPNAG00000020175
esox_lucius ENSELUG00000004313
paramormyrops_kingsleyae ENSPKIG00000012386
hucho_hucho ENSHHUG00000009158
esox_lucius ENSELUG00000024386
scleropages_formosus ENSSFOG00015009833
erpetoichthys_calabaricus ENSECRG00000005667
callorhinchus_milii ENSCMIG00000014761
