chelonoidis_abingdonii ENSCABG00000001556
chrysemys_picta_bellii ENSCPBG00000010725
parus_major ENSPMJG00000015160
zonotrichia_albicollis ENSZALG00000010959
calidris_pygmaea ENSCPGG00000009342
anser_brachyrhynchus ENSABRG00000018351
salvator_merianae ENSSMRG00000011599
notechis_scutatus ENSNSUG00000003121
sphenodon_punctatus ENSSPUG00000004129
notamacropus_eugenii ENSMEUG00000009485
phascolarctos_cinereus ENSPCIG00000000225
monodelphis_domestica ENSMODG00000017300
sarcophilus_harrisii ENSSHAG00000008927
procavia_capensis ENSPCAG00000007610
echinops_telfairi ENSETEG00000017262
loxodonta_africana ENSLAFG00000028793
dasypus_novemcinctus ENSDNOG00000030696
pan_paniscus ENSPPAG00000033365
pan_troglodytes ENSPTRG00000028979
homo_sapiens ENSG00000148362
gorilla_gorilla ENSGGOG00000011640
pongo_abelii ENSPPYG00000019797
nomascus_leucogenys ENSNLEG00000008746
macaca_nemestrina ENSMNEG00000038986
macaca_mulatta ENSMMUG00000021432
macaca_fascicularis ENSMFAG00000029287
chlorocebus_sabaeus ENSCSAG00000016133
theropithecus_gelada ENSTGEG00000005439
cercocebus_atys ENSCATG00000042889
papio_anubis ENSPANG00000026266
mandrillus_leucophaeus ENSMLEG00000042499
rhinopithecus_bieti ENSRBIG00000041701
rhinopithecus_roxellana ENSRROG00000044963
piliocolobus_tephrosceles ENSPTEG00000024431
colobus_angolensis_palliatus ENSCANG00000030416
cebus_capucinus ENSCCAG00000030296
saimiri_boliviensis_boliviensis ENSSBOG00000027322
callithrix_jacchus ENSCJAG00000047292
aotus_nancymaae ENSANAG00000021834
carlito_syrichta ENSTSYG00000032017
propithecus_coquereli ENSPCOG00000019383
microcebus_murinus ENSMICG00000043009
prolemur_simus ENSPSMG00000006835
otolemur_garnettii ENSOGAG00000013200
castor_canadensis ENSCCNG00000008774
dipodomys_ordii ENSDORG00000010003
mus_spicilegus ENSMSIG00000022794
mus_musculus ENSMUSG00000047617
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024192
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023275
mus_pahari MGP_PahariEiJ_G0024733
rattus_norvegicus ENSRNOG00000015294
meriones_unguiculatus ENSMUGG00000006361
cricetulus_griseus_crigri ENSCGRG00000007938
cricetulus_griseus_crigri-picr ENSCGRG00015007585
cricetulus_griseus_chok1gshd ENSCGRG00001004092
mesocricetus_auratus ENSMAUG00000003458
microtus_ochrogaster ENSMOCG00000013243
peromyscus_maniculatus_bairdii ENSPEMG00000018798
nannospalax_galili ENSNGAG00000016660
jaculus_jaculus ENSJJAG00000006997
chinchilla_lanigera ENSCLAG00000007451
octodon_degus ENSODEG00000015128
heterocephalus_glaber_female ENSHGLG00000011941
heterocephalus_glaber_male ENSHGLG00100008726
fukomys_damarensis ENSFDAG00000015959
cavia_porcellus ENSCPOG00000019861
marmota_marmota_marmota ENSMMMG00000009327
ictidomys_tridecemlineatus ENSSTOG00000025601
spermophilus_dauricus ENSSDAG00000002928
urocitellus_parryii ENSUPAG00010006364
ochotona_princeps ENSOPRG00000015059
tupaia_belangeri ENSTBEG00000010476
pteropus_vampyrus ENSPVAG00000002040
erinaceus_europaeus ENSEEUG00000014795
equus_asinus_asinus ENSEASG00005017459
equus_caballus ENSECAG00000009349
tursiops_truncatus ENSTTRG00000002075
sus_scrofa ENSSSCG00000038428
bos_mutus ENSBMUG00000000963
bos_taurus ENSBTAG00000015081
bison_bison_bison ENSBBBG00000021351
capra_hircus ENSCHIG00000007613
ursus_americanus ENSUAMG00000022645
ursus_maritimus ENSUMAG00000023216
ailuropoda_melanoleuca ENSAMEG00000013396
mustela_putorius_furo ENSMPUG00000010856
neovison_vison ENSNVIG00000012302
canis_lupus_dingo ENSCAFG00020002865
canis_lupus_familiaris ENSCAFG00000019530
vulpes_vulpes ENSVVUG00000026036
panthera_pardus ENSPPRG00000006865
panthera_tigris_altaica ENSPTIG00000016753
felis_catus ENSFCAG00000000394
ornithorhynchus_anatinus ENSOANG00000003711
scophthalmus_maximus ENSSMAG00000018007
cynoglossus_semilaevis ENSCSEG00000008560
seriola_dumerili ENSSDUG00000009622
seriola_lalandi_dorsalis ENSSLDG00000010317
anabas_testudineus ENSATEG00000011767
astatotilapia_calliptera ENSACLG00000005791
maylandia_zebra ENSMZEG00005004401
haplochromis_burtoni ENSHBUG00000013056
oreochromis_niloticus ENSONIG00000010469
kryptolebias_marmoratus ENSKMAG00000002307
xiphophorus_maculatus ENSXMAG00000003796
amphiprion_percula ENSAPEG00000014017
amphiprion_ocellaris ENSAOCG00000022589
acanthochromis_polyacanthus ENSAPOG00000012564
stegastes_partitus ENSSPAG00000000700
danio_rerio ENSDARG00000078807
lepisosteus_oculatus ENSLOCG00000001950
