castor_canadensis ENSCCNG00000006029
dipodomys_ordii ENSDORG00000013385
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032355
mus_spicilegus ENSMSIG00000010205
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031234
mus_musculus ENSMUSG00000034472
mus_pahari MGP_PahariEiJ_G0021699
rattus_norvegicus ENSRNOG00000014761
meriones_unguiculatus ENSMUGG00000002004
cricetulus_griseus_crigri ENSCGRG00000001479
cricetulus_griseus_chok1gshd ENSCGRG00001006448
cricetulus_griseus_crigri-picr ENSCGRG00015018767
mesocricetus_auratus ENSMAUG00000020723
peromyscus_maniculatus_bairdii ENSPEMG00000025461
microtus_ochrogaster ENSMOCG00000014090
nannospalax_galili ENSNGAG00000005156
jaculus_jaculus ENSJJAG00000001069
heterocephalus_glaber_female ENSHGLG00000007940
heterocephalus_glaber_male ENSHGLG00100006255
fukomys_damarensis ENSFDAG00000016579
cavia_aperea ENSCAPG00000008383
cavia_porcellus ENSCPOG00000036437
chinchilla_lanigera ENSCLAG00000016851
octodon_degus ENSODEG00000012526
urocitellus_parryii ENSUPAG00010000864
spermophilus_dauricus ENSSDAG00000024547
ictidomys_tridecemlineatus ENSSTOG00000021657
marmota_marmota_marmota ENSMMMG00000016799
tupaia_belangeri ENSTBEG00000004948
pan_troglodytes ENSPTRG00000014300
pan_paniscus ENSPPAG00000019590
homo_sapiens ENSG00000100302
gorilla_gorilla ENSGGOG00000000861
pongo_abelii ENSPPYG00000011764
nomascus_leucogenys ENSNLEG00000014374
colobus_angolensis_palliatus ENSCANG00000036210
piliocolobus_tephrosceles ENSPTEG00000018392
rhinopithecus_bieti ENSRBIG00000030102
rhinopithecus_roxellana ENSRROG00000033060
mandrillus_leucophaeus ENSMLEG00000024297
papio_anubis ENSPANG00000009931
theropithecus_gelada ENSTGEG00000015236
cercocebus_atys ENSCATG00000030322
macaca_nemestrina ENSMNEG00000031968
macaca_fascicularis ENSMFAG00000031010
chlorocebus_sabaeus ENSCSAG00000008179
saimiri_boliviensis_boliviensis ENSSBOG00000028390
callithrix_jacchus ENSCJAG00000000509
cebus_capucinus ENSCCAG00000024916
aotus_nancymaae ENSANAG00000036759
oryctolagus_cuniculus ENSOCUG00000021520
ochotona_princeps ENSOPRG00000014862
carlito_syrichta ENSTSYG00000035848
prolemur_simus ENSPSMG00000021120
propithecus_coquereli ENSPCOG00000011525
microcebus_murinus ENSMICG00000046853
otolemur_garnettii ENSOGAG00000005656
loxodonta_africana ENSLAFG00000018259
procavia_capensis ENSPCAG00000010580
capra_hircus ENSCHIG00000015969
ovis_aries ENSOARG00000018544
bos_mutus ENSBMUG00000014244
bos_taurus ENSBTAG00000017116
bison_bison_bison ENSBBBG00000020344
sus_scrofa ENSSSCG00000031155
tursiops_truncatus ENSTTRG00000007338
canis_lupus_familiaris ENSCAFG00000032609
canis_lupus_dingo ENSCAFG00020004566
vulpes_vulpes ENSVVUG00000023551
mustela_putorius_furo ENSMPUG00000012528
ursus_americanus ENSUAMG00000015486
ursus_maritimus ENSUMAG00000016806
ailuropoda_melanoleuca ENSAMEG00000001414
panthera_tigris_altaica ENSPTIG00000016963
panthera_pardus ENSPPRG00000019383
felis_catus ENSFCAG00000042800
myotis_lucifugus ENSMLUG00000013318
pteropus_vampyrus ENSPVAG00000016478
equus_asinus_asinus ENSEASG00005018937
equus_caballus ENSECAG00000038427
sorex_araneus ENSSARG00000005921
neovison_vison ENSNVIG00000003891
echinops_telfairi ENSETEG00000006710
dasypus_novemcinctus ENSDNOG00000037424
phascolarctos_cinereus ENSPCIG00000021543
notamacropus_eugenii ENSMEUG00000008785
monodelphis_domestica ENSMODG00000001133
sarcophilus_harrisii ENSSHAG00000004949
ornithorhynchus_anatinus ENSOANG00000010873
gopherus_agassizii ENSGAGG00000017274
chelonoidis_abingdonii ENSCABG00000017370
chrysemys_picta_bellii ENSCPBG00000023155
pelodiscus_sinensis ENSPSIG00000008824
taeniopygia_guttata ENSTGUG00000010826
lonchura_striata_domestica ENSLSDG00000000210
serinus_canaria ENSSCAG00000004019
junco_hyemalis ENSJHYG00000007011
zonotrichia_albicollis ENSZALG00000006508
ficedula_albicollis ENSFALG00000013129
parus_major ENSPMJG00000008150
cyanistes_caeruleus ENSCCEG00000006579
lepidothrix_coronata ENSLCOG00000000576
manacus_vitellinus ENSMVIG00005017862
melopsittacus_undulatus ENSMUNG00000000967
calidris_pugnax ENSCPUG00000015321
calidris_pygmaea ENSCPGG00000011786
gallus_gallus ENSGALG00000012542
meleagris_gallopavo ENSMGAG00000012728
coturnix_japonica ENSCJPG00005018174
numida_meleagris ENSNMEG00000011869
anas_platyrhynchos_platyrhynchos ENSAPLG00000007921
anser_brachyrhynchus ENSABRG00000003319
apteryx_rowi ENSARWG00000015543
apteryx_owenii ENSAOWG00000015711
apteryx_haastii ENSAHAG00000015800
dromaius_novaehollandiae ENSDNVG00000007978
nothoprocta_perdicaria ENSNPEG00000000249
crocodylus_porosus ENSCPRG00005018638
pogona_vitticeps ENSPVIG00000024054
anolis_carolinensis ENSACAG00000016603
notechis_scutatus ENSNSUG00000012265
salvator_merianae ENSSMRG00000015759
sphenodon_punctatus ENSSPUG00000011864
xenopus_tropicalis ENSXETG00000013420
latimeria_chalumnae ENSLACG00000006307
