apteryx_owenii ENSAOWG00000015591
apteryx_haastii ENSAHAG00000007909
apteryx_rowi ENSARWG00000003951
dromaius_novaehollandiae ENSDNVG00000010436
anser_brachyrhynchus ENSABRG00000000221
anas_platyrhynchos_platyrhynchos ENSAPLG00000012901
gallus_gallus ENSGALG00000010697
meleagris_gallopavo ENSMGAG00000006614
numida_meleagris ENSNMEG00000017681
lonchura_striata_domestica ENSLSDG00000009062
taeniopygia_guttata ENSTGUG00000000434
serinus_canaria ENSSCAG00000013880
parus_major ENSPMJG00000002352
cyanistes_caeruleus ENSCCEG00000009953
manacus_vitellinus ENSMVIG00005019971
lepidothrix_coronata ENSLCOG00000005162
calidris_pygmaea ENSCPGG00000016544
crocodylus_porosus ENSCPRG00005010292
gopherus_agassizii ENSGAGG00000013436
chelonoidis_abingdonii ENSCABG00000014012
pelodiscus_sinensis ENSPSIG00000014298
zonotrichia_albicollis ENSZALG00000000454
ficedula_albicollis ENSFALG00000012446
melopsittacus_undulatus ENSMUNG00000011945
calidris_pugnax ENSCPUG00000006050
coturnix_japonica ENSCJPG00005009566
nothoprocta_perdicaria ENSNPEG00000007197
chrysemys_picta_bellii ENSCPBG00000005628
anolis_carolinensis ENSACAG00000016619
anolis_carolinensis ENSACAG00000028121
pogona_vitticeps ENSPVIG00000018487
notechis_scutatus ENSNSUG00000013928
salvator_merianae ENSSMRG00000019272
sphenodon_punctatus ENSSPUG00000009694
phascolarctos_cinereus ENSPCIG00000010300
notamacropus_eugenii ENSMEUG00000005087
sarcophilus_harrisii ENSSHAG00000004759
monodelphis_domestica ENSMODG00000013348
procavia_capensis ENSPCAG00000008422
echinops_telfairi ENSETEG00000005082
loxodonta_africana ENSLAFG00000013006
heterocephalus_glaber_female ENSHGLG00000007257
heterocephalus_glaber_male ENSHGLG00100010528
fukomys_damarensis ENSFDAG00000012432
chinchilla_lanigera ENSCLAG00000000992
octodon_degus ENSODEG00000000714
cavia_aperea ENSCAPG00000010281
cavia_porcellus ENSCPOG00000007510
urocitellus_parryii ENSUPAG00010015102
ictidomys_tridecemlineatus ENSSTOG00000000928
marmota_marmota_marmota ENSMMMG00000021970
spermophilus_dauricus ENSSDAG00000022775
dipodomys_ordii ENSDORG00000009923
castor_canadensis ENSCCNG00000030198
mus_spicilegus ENSMSIG00000006940
mus_musculus ENSMUSG00000021451
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019401
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018520
mus_pahari MGP_PahariEiJ_G0019586
rattus_norvegicus ENSRNOG00000013679
meriones_unguiculatus ENSMUGG00000001307
cricetulus_griseus_crigri ENSCGRG00000002519
cricetulus_griseus_chok1gshd ENSCGRG00001007580
cricetulus_griseus_crigri-picr ENSCGRG00015019626
mesocricetus_auratus ENSMAUG00000018331
microtus_ochrogaster ENSMOCG00000018147
peromyscus_maniculatus_bairdii ENSPEMG00000020153
nannospalax_galili ENSNGAG00000004587
jaculus_jaculus ENSJJAG00000000493
ochotona_princeps ENSOPRG00000007615
oryctolagus_cuniculus ENSOCUG00000012955
tupaia_belangeri ENSTBEG00000000706
pan_troglodytes ENSPTRG00000022584
pan_paniscus ENSPPAG00000002189
homo_sapiens ENSG00000187764
gorilla_gorilla ENSGGOG00000003083
pongo_abelii ENSPPYG00000019360
nomascus_leucogenys ENSNLEG00000000397
colobus_angolensis_palliatus ENSCANG00000041955
piliocolobus_tephrosceles ENSPTEG00000023542
rhinopithecus_roxellana ENSRROG00000038007
rhinopithecus_bieti ENSRBIG00000034642
theropithecus_gelada ENSTGEG00000001645
papio_anubis ENSPANG00000024874
mandrillus_leucophaeus ENSMLEG00000037083
cercocebus_atys ENSCATG00000044690
macaca_fascicularis ENSMFAG00000002336
macaca_mulatta ENSMMUG00000008629
macaca_nemestrina ENSMNEG00000033475
chlorocebus_sabaeus ENSCSAG00000007299
cebus_capucinus ENSCCAG00000007872
saimiri_boliviensis_boliviensis ENSSBOG00000028921
callithrix_jacchus ENSCJAG00000007883
aotus_nancymaae ENSANAG00000022806
carlito_syrichta ENSTSYG00000026906
propithecus_coquereli ENSPCOG00000017188
prolemur_simus ENSPSMG00000022696
microcebus_murinus ENSMICG00000001178
otolemur_garnettii ENSOGAG00000000321
ursus_americanus ENSUAMG00000016311
ursus_maritimus ENSUMAG00000016305
ailuropoda_melanoleuca ENSAMEG00000003393
mustela_putorius_furo ENSMPUG00000008476
canis_lupus_dingo ENSCAFG00020007191
canis_lupus_familiaris ENSCAFG00000002180
vulpes_vulpes ENSVVUG00000022296
panthera_pardus ENSPPRG00000023776
panthera_tigris_altaica ENSPTIG00000009693
felis_catus ENSFCAG00000004215
equus_asinus_asinus ENSEASG00005013965
equus_caballus ENSECAG00000010128
pteropus_vampyrus ENSPVAG00000003514
myotis_lucifugus ENSMLUG00000014897
tursiops_truncatus ENSTTRG00000003357
sus_scrofa ENSSSCG00000009584
ovis_aries ENSOARG00000007771
capra_hircus ENSCHIG00000000579
bos_taurus ENSBTAG00000001941
bos_mutus ENSBMUG00000008133
bison_bison_bison ENSBBBG00000001159
erinaceus_europaeus ENSEEUG00000004678
choloepus_hoffmanni ENSCHOG00000009615
dasypus_novemcinctus ENSDNOG00000007166
xenopus_tropicalis ENSXETG00000010843
latimeria_chalumnae ENSLACG00000003586
oryzias_latipes_asm223469v1 ENSORLG00015012110
oryzias_latipes ENSORLG00020005579
oryzias_latipes ENSORLG00000005743
oryzias_melastigma ENSOMEG00000008158
gasterosteus_aculeatus ENSGACG00000016523
seriola_dumerili ENSSDUG00000015908
scophthalmus_maximus ENSSMAG00000005595
monopterus_albus ENSMALG00000020645
takifugu_rubripes ENSTRUG00000010805
tetraodon_nigroviridis ENSTNIG00000007513
mola_mola ENSMMOG00000000785
xiphophorus_maculatus ENSXMAG00000014192
xiphophorus_couchianus ENSXCOG00000002486
gambusia_affinis ENSGAFG00000011828
poecilia_mexicana ENSPMEG00000008803
poecilia_latipinna ENSPLAG00000011055
poecilia_formosa ENSPFOG00000009498
cyprinodon_variegatus ENSCVAG00000017298
kryptolebias_marmoratus ENSKMAG00000014901
neolamprologus_brichardi ENSNBRG00000008501
astatotilapia_calliptera ENSACLG00000006782
oreochromis_niloticus ENSONIG00000007764
amphilophus_citrinellus ENSACIG00000017210
amphiprion_percula ENSAPEG00000016819
amphiprion_ocellaris ENSAOCG00000021605
seriola_lalandi_dorsalis ENSSLDG00000007453
labrus_bergylta ENSLBEG00000018440
mastacembelus_armatus ENSMAMG00000014491
anabas_testudineus ENSATEG00000016867
stegastes_partitus ENSSPAG00000003610
acanthochromis_polyacanthus ENSAPOG00000020034
maylandia_zebra ENSMZEG00005019719
haplochromis_burtoni ENSHBUG00000018249
pundamilia_nyererei ENSPNYG00000008085
fundulus_heteroclitus ENSFHEG00000004122
poecilia_reticulata ENSPREG00000017038
cynoglossus_semilaevis ENSCSEG00000019873
hippocampus_comes ENSHCOG00000011902
periophthalmus_magnuspinnatus ENSPMGG00000022945
gadus_morhua ENSGMOG00000003536
esox_lucius ENSELUG00000008951
pygocentrus_nattereri ENSPNAG00000009827
astyanax_mexicanus ENSAMXG00000030262
ictalurus_punctatus ENSIPUG00000014423
danio_rerio ENSDARG00000067801
scleropages_formosus ENSSFOG00015010431
paramormyrops_kingsleyae ENSPKIG00000006540
paramormyrops_kingsleyae ENSPKIG00000010927
scleropages_formosus ENSSFOG00015022463
lepisosteus_oculatus ENSLOCG00000011753
