junco_hyemalis ENSJHYG00000017315
manacus_vitellinus ENSMVIG00005014347
taeniopygia_guttata ENSTGUG00000015262
calidris_pugnax ENSCPUG00000015765
ficedula_albicollis ENSFALG00000000962
lonchura_striata_domestica ENSLSDG00000008317
melopsittacus_undulatus ENSMUNG00000006099
gallus_gallus ENSGALG00000040741
coturnix_japonica ENSCJPG00005002371
nothoprocta_perdicaria ENSNPEG00000000029
lonchura_striata_domestica ENSLSDG00000003973
parus_major ENSPMJG00000019764
anser_brachyrhynchus ENSABRG00000006857
anser_brachyrhynchus ENSABRG00000006839
oryctolagus_cuniculus ENSOCUG00000015302
dasypus_novemcinctus ENSDNOG00000025919
echinops_telfairi ENSETEG00000007349
bos_taurus ENSBTAG00000013362
bos_mutus ENSBMUG00000003859
bison_bison_bison ENSBBBG00000016364
capra_hircus ENSCHIG00000025917
ovis_aries ENSOARG00000017183
tursiops_truncatus ENSTTRG00000016636
sus_scrofa ENSSSCG00000013630
pteropus_vampyrus ENSPVAG00000012155
myotis_lucifugus ENSMLUG00000008402
neovison_vison ENSNVIG00000000504
mustela_putorius_furo ENSMPUG00000005856
canis_lupus_familiaris ENSCAFG00000017651
canis_lupus_dingo ENSCAFG00020024497
vulpes_vulpes ENSVVUG00000017697
ursus_maritimus ENSUMAG00000025035
panthera_tigris_altaica ENSPTIG00000021156
felis_catus ENSFCAG00000004892
panthera_pardus ENSPPRG00000005225
ailuropoda_melanoleuca ENSAMEG00000011055
pan_troglodytes ENSPTRG00000034439
pan_paniscus ENSPPAG00000004096
pongo_abelii ENSPPYG00000009562
gorilla_gorilla ENSGGOG00000005968
homo_sapiens ENSG00000079805
nomascus_leucogenys ENSNLEG00000012352
macaca_nemestrina ENSMNEG00000029030
macaca_mulatta ENSMMUG00000014677
papio_anubis ENSPANG00000003166
theropithecus_gelada ENSTGEG00000025626
chlorocebus_sabaeus ENSCSAG00000006956
rhinopithecus_bieti ENSRBIG00000036364
rhinopithecus_roxellana ENSRROG00000041162
piliocolobus_tephrosceles ENSPTEG00000034682
cercocebus_atys ENSCATG00000038733
mandrillus_leucophaeus ENSMLEG00000031786
macaca_fascicularis ENSMFAG00000045986
colobus_angolensis_palliatus ENSCANG00000037582
cebus_capucinus ENSCCAG00000028230
callithrix_jacchus ENSCJAG00000006319
aotus_nancymaae ENSANAG00000037257
saimiri_boliviensis_boliviensis ENSSBOG00000021881
carlito_syrichta ENSTSYG00000025446
microcebus_murinus ENSMICG00000009737
propithecus_coquereli ENSPCOG00000025201
prolemur_simus ENSPSMG00000016914
otolemur_garnettii ENSOGAG00000011030
cricetulus_griseus_crigri-picr ENSCGRG00015001127
cricetulus_griseus_crigri ENSCGRG00000005920
cricetulus_griseus_chok1gshd ENSCGRG00001015804
microtus_ochrogaster ENSMOCG00000018580
peromyscus_maniculatus_bairdii ENSPEMG00000022844
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032997
mus_spicilegus ENSMSIG00000015982
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031873
mus_musculus ENSMUSG00000033335
mus_pahari MGP_PahariEiJ_G0014739
rattus_norvegicus ENSRNOG00000007649
meriones_unguiculatus ENSMUGG00000020122
nannospalax_galili ENSNGAG00000016299
jaculus_jaculus ENSJJAG00000015316
urocitellus_parryii ENSUPAG00010002497
ictidomys_tridecemlineatus ENSSTOG00000007826
marmota_marmota_marmota ENSMMMG00000019573
spermophilus_dauricus ENSSDAG00000006410
castor_canadensis ENSCCNG00000013558
loxodonta_africana ENSLAFG00000003417
procavia_capensis ENSPCAG00000000811
equus_caballus ENSECAG00000022341
equus_asinus_asinus ENSEASG00005007575
dipodomys_ordii ENSDORG00000015234
ochotona_princeps ENSOPRG00000005775
octodon_degus ENSODEG00000016299
cavia_porcellus ENSCPOG00000002296
chinchilla_lanigera ENSCLAG00000008156
heterocephalus_glaber_male ENSHGLG00100018077
heterocephalus_glaber_female ENSHGLG00000014318
fukomys_damarensis ENSFDAG00000010585
mustela_putorius_furo ENSMPUG00000011063
ursus_americanus ENSUAMG00000022352
mesocricetus_auratus ENSMAUG00000013381
melopsittacus_undulatus ENSMUNG00000007323
cyanistes_caeruleus ENSCCEG00000005875
calidris_pygmaea ENSCPGG00000014155
cavia_aperea ENSCAPG00000004657
xiphophorus_couchianus ENSXCOG00000000295
latimeria_chalumnae ENSLACG00000016347
castor_canadensis ENSCCNG00000014383
sphenodon_punctatus ENSSPUG00000004433
xenopus_tropicalis ENSXETG00000009360
apteryx_haastii ENSAHAG00000009978
apteryx_rowi ENSARWG00000002467
apteryx_owenii ENSAOWG00000018372
dromaius_novaehollandiae ENSDNVG00000015484
calidris_pugnax ENSCPUG00000004654
calidris_pygmaea ENSCPGG00000011051
anas_platyrhynchos_platyrhynchos ENSAPLG00000019986
lepidothrix_coronata ENSLCOG00000001792
melopsittacus_undulatus ENSMUNG00000007791
apteryx_rowi ENSARWG00000002288
ursus_americanus ENSUAMG00000002441
panthera_pardus ENSPPRG00000000095
ovis_aries ENSOARG00000013818
mesocricetus_auratus ENSMAUG00000019307
cavia_aperea ENSCAPG00000008871
mastacembelus_armatus ENSMAMG00000013193
monopterus_albus ENSMALG00000011485
poecilia_reticulata ENSPREG00000000840
gopherus_agassizii ENSGAGG00000016909
chelonoidis_abingdonii ENSCABG00000004356
chrysemys_picta_bellii ENSCPBG00000010209
pelodiscus_sinensis ENSPSIG00000004531
phascolarctos_cinereus ENSPCIG00000017114
notamacropus_eugenii ENSMEUG00000002378
sarcophilus_harrisii ENSSHAG00000006509
monodelphis_domestica ENSMODG00000006064
ornithorhynchus_anatinus ENSOANG00000013365
anolis_carolinensis ENSACAG00000015436
pogona_vitticeps ENSPVIG00000004877
salvator_merianae ENSSMRG00000004636
notechis_scutatus ENSNSUG00000015144
labrus_bergylta ENSLBEG00000023646
gasterosteus_aculeatus ENSGACG00000010312
takifugu_rubripes ENSTRUG00000013442
tetraodon_nigroviridis ENSTNIG00000010452
mola_mola ENSMMOG00000011412
mastacembelus_armatus ENSMAMG00000020541
monopterus_albus ENSMALG00000001846
anabas_testudineus ENSATEG00000023871
cynoglossus_semilaevis ENSCSEG00000009621
seriola_dumerili ENSSDUG00000015053
seriola_lalandi_dorsalis ENSSLDG00000002969
scophthalmus_maximus ENSSMAG00000002198
astatotilapia_calliptera ENSACLG00000022092
maylandia_zebra ENSMZEG00005013718
haplochromis_burtoni ENSHBUG00000003694
pundamilia_nyererei ENSPNYG00000008357
oreochromis_niloticus ENSONIG00000001933
neolamprologus_brichardi ENSNBRG00000020387
amphilophus_citrinellus ENSACIG00000017413
xiphophorus_maculatus ENSXMAG00000013164
xiphophorus_couchianus ENSXCOG00000001308
gambusia_affinis ENSGAFG00000012307
poecilia_formosa ENSPFOG00000004219
poecilia_latipinna ENSPLAG00000019291
poecilia_mexicana ENSPMEG00000020537
poecilia_reticulata ENSPREG00000004421
cyprinodon_variegatus ENSCVAG00000023380
fundulus_heteroclitus ENSFHEG00000015093
kryptolebias_marmoratus ENSKMAG00000013510
amphiprion_percula ENSAPEG00000006542
amphiprion_ocellaris ENSAOCG00000004078
acanthochromis_polyacanthus ENSAPOG00000001081
stegastes_partitus ENSSPAG00000001584
oryzias_latipes ENSORLG00000006841
oryzias_latipes ENSORLG00020001616
oryzias_latipes_asm223469v1 ENSORLG00015012926
oryzias_melastigma ENSOMEG00000006429
hippocampus_comes ENSHCOG00000015400
periophthalmus_magnuspinnatus ENSPMGG00000010192
gadus_morhua ENSGMOG00000008165
esox_lucius ENSELUG00000022776
astyanax_mexicanus ENSAMXG00000037846
ictalurus_punctatus ENSIPUG00000008156
danio_rerio ENSDARG00000069937
paramormyrops_kingsleyae ENSPKIG00000013356
scleropages_formosus ENSSFOG00015023941
seriola_lalandi_dorsalis ENSSLDG00000015469
seriola_dumerili ENSSDUG00000008710
scophthalmus_maximus ENSSMAG00000002695
gasterosteus_aculeatus ENSGACG00000018797
monopterus_albus ENSMALG00000003868
mastacembelus_armatus ENSMAMG00000013280
anabas_testudineus ENSATEG00000010381
hippocampus_comes ENSHCOG00000000913
cynoglossus_semilaevis ENSCSEG00000011278
labrus_bergylta ENSLBEG00000012489
amphiprion_ocellaris ENSAOCG00000016571
amphiprion_percula ENSAPEG00000007238
acanthochromis_polyacanthus ENSAPOG00000011812
stegastes_partitus ENSSPAG00000006561
maylandia_zebra ENSMZEG00005004290
astatotilapia_calliptera ENSACLG00000024193
haplochromis_burtoni ENSHBUG00000015436
pundamilia_nyererei ENSPNYG00000003916
neolamprologus_brichardi ENSNBRG00000001473
oreochromis_niloticus ENSONIG00000016381
amphilophus_citrinellus ENSACIG00000014763
fundulus_heteroclitus ENSFHEG00000011075
cyprinodon_variegatus ENSCVAG00000006733
xiphophorus_maculatus ENSXMAG00000012169
xiphophorus_couchianus ENSXCOG00000014551
gambusia_affinis ENSGAFG00000017360
poecilia_formosa ENSPFOG00000003044
poecilia_latipinna ENSPLAG00000002766
poecilia_mexicana ENSPMEG00000005622
poecilia_reticulata ENSPREG00000000329
