tursiops_truncatus ENSTTRG00000009798
ovis_aries ENSOARG00000009890
sus_scrofa ENSSSCG00000012589
vicugna_pacos ENSVPAG00000000113
myotis_lucifugus ENSMLUG00000016922
ursus_maritimus ENSUMAG00000022935
ursus_americanus ENSUAMG00000024837
ailuropoda_melanoleuca ENSAMEG00000019635
neovison_vison ENSNVIG00000008313
mustela_putorius_furo ENSMPUG00000018447
canis_lupus_familiaris ENSCAFG00000018212
canis_lupus_dingo ENSCAFG00020005161
vulpes_vulpes ENSVVUG00000010751
felis_catus ENSFCAG00000046538
panthera_pardus ENSPPRG00000022559
equus_caballus ENSECAG00000003482
equus_asinus_asinus ENSEASG00005019628
urocitellus_parryii ENSUPAG00010014283
spermophilus_dauricus ENSSDAG00000002010
marmota_marmota_marmota ENSMMMG00000010207
fukomys_damarensis ENSFDAG00000018796
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034647
mus_spicilegus ENSMSIG00000005398
mus_musculus ENSMUSG00000071679
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033475
mus_pahari MGP_PahariEiJ_G0032016
rattus_norvegicus ENSRNOG00000031638
meriones_unguiculatus ENSMUGG00000020230
cricetulus_griseus_crigri-picr ENSCGRG00015015909
cricetulus_griseus_chok1gshd ENSCGRG00001001788
mesocricetus_auratus ENSMAUG00000011628
peromyscus_maniculatus_bairdii ENSPEMG00000014794
oryctolagus_cuniculus ENSOCUG00000005364
prolemur_simus ENSPSMG00000014410
otolemur_garnettii ENSOGAG00000032419
homo_sapiens ENSG00000187823
pan_troglodytes ENSPTRG00000052718
pongo_abelii ENSPPYG00000020640
nomascus_leucogenys ENSNLEG00000014618
theropithecus_gelada ENSTGEG00000017766
chlorocebus_sabaeus ENSCSAG00000000305
piliocolobus_tephrosceles ENSPTEG00000027994
loxodonta_africana ENSLAFG00000025790
procavia_capensis ENSPCAG00000016331
echinops_telfairi ENSETEG00000015906
