chrysemys_picta_bellii ENSCPBG00000023054
chelonoidis_abingdonii ENSCABG00000001131
pelodiscus_sinensis ENSPSIG00000012801
crocodylus_porosus ENSCPRG00005018986
anolis_carolinensis ENSACAG00000015453
pogona_vitticeps ENSPVIG00000024615
notechis_scutatus ENSNSUG00000005202
salvator_merianae ENSSMRG00000015697
sphenodon_punctatus ENSSPUG00000011520
junco_hyemalis ENSJHYG00000006016
zonotrichia_albicollis ENSZALG00000006578
serinus_canaria ENSSCAG00000004278
parus_major ENSPMJG00000007899
taeniopygia_guttata ENSTGUG00000010511
lonchura_striata_domestica ENSLSDG00000006351
lepidothrix_coronata ENSLCOG00000000345
calidris_pygmaea ENSCPGG00000018869
melopsittacus_undulatus ENSMUNG00000000718
gallus_gallus ENSGALG00000012312
coturnix_japonica ENSCJPG00005013633
meleagris_gallopavo ENSMGAG00000012468
anser_brachyrhynchus ENSABRG00000002228
apteryx_haastii ENSAHAG00000001309
apteryx_rowi ENSARWG00000018017
apteryx_owenii ENSAOWG00000010442
dromaius_novaehollandiae ENSDNVG00000011465
nothoprocta_perdicaria ENSNPEG00000011939
ficedula_albicollis ENSFALG00000012790
cyanistes_caeruleus ENSCCEG00000005872
manacus_vitellinus ENSMVIG00005018011
calidris_pugnax ENSCPUG00000015362
anas_platyrhynchos_platyrhynchos ENSAPLG00000015363
numida_meleagris ENSNMEG00000011798
anas_platyrhynchos_platyrhynchos ENSAPLG00000017636
phascolarctos_cinereus ENSPCIG00000034440
notamacropus_eugenii ENSMEUG00000013935
monodelphis_domestica ENSMODG00000019074
sarcophilus_harrisii ENSSHAG00000009465
nannospalax_galili ENSNGAG00000019078
jaculus_jaculus ENSJJAG00000015558
nomascus_leucogenys ENSNLEG00000028496
gorilla_gorilla ENSGGOG00000043313
macaca_fascicularis ENSMFAG00000031785
macaca_mulatta ENSMMUG00000045973
cercocebus_atys ENSCATG00000035888
papio_anubis ENSPANG00000023197
macaca_nemestrina ENSMNEG00000028429
macaca_mulatta ENSMMUG00000011944
colobus_angolensis_palliatus ENSCANG00000034218
bos_mutus ENSBMUG00000009789
bos_taurus ENSBTAG00000008434
dasypus_novemcinctus ENSDNOG00000003276
procavia_capensis ENSPCAG00000006445
chinchilla_lanigera ENSCLAG00000016708
octodon_degus ENSODEG00000011752
cavia_porcellus ENSCPOG00000005880
cavia_aperea ENSCAPG00000006061
heterocephalus_glaber_male ENSHGLG00100017575
heterocephalus_glaber_female ENSHGLG00000009456
fukomys_damarensis ENSFDAG00000013640
urocitellus_parryii ENSUPAG00010022400
ictidomys_tridecemlineatus ENSSTOG00000014813
marmota_marmota_marmota ENSMMMG00000014832
spermophilus_dauricus ENSSDAG00000024388
meriones_unguiculatus ENSMUGG00000012389
oryctolagus_cuniculus ENSOCUG00000020955
cebus_capucinus ENSCCAG00000025659
callithrix_jacchus ENSCJAG00000012403
aotus_nancymaae ENSANAG00000016679
saimiri_boliviensis_boliviensis ENSSBOG00000021843
pan_paniscus ENSPPAG00000027486
pan_troglodytes ENSPTRG00000014348
homo_sapiens ENSG00000100116
pongo_abelii ENSPPYG00000011803
nomascus_leucogenys ENSNLEG00000003724
nomascus_leucogenys ENSNLEG00000014866
rhinopithecus_roxellana ENSRROG00000018227
piliocolobus_tephrosceles ENSPTEG00000036023
colobus_angolensis_palliatus ENSCANG00000026910
macaca_fascicularis ENSMFAG00000000506
macaca_mulatta ENSMMUG00000015258
mandrillus_leucophaeus ENSMLEG00000031535
cercocebus_atys ENSCATG00000034277
theropithecus_gelada ENSTGEG00000012727
papio_anubis ENSPANG00000016598
chlorocebus_sabaeus ENSCSAG00000007005
sorex_araneus ENSSARG00000004334
castor_canadensis ENSCCNG00000025187
dipodomys_ordii ENSDORG00000009472
