gallus_gallus ENSGALG00000020201
coturnix_japonica ENSCJPG00005009932
meleagris_gallopavo ENSMGAG00000006895
numida_meleagris ENSNMEG00000014607
anser_brachyrhynchus ENSABRG00000008374
anas_platyrhynchos ENSAPLG00000003165
taeniopygia_guttata ENSTGUG00000006297
lonchura_striata ENSLSDG00000009838
serinus_canaria ENSSCAG00000010219
junco_hyemalis ENSJHYG00000010226
zonotrichia_albicollis ENSZALG00000011127
parus_major ENSPMJG00000001567
cyanistes_caeruleus ENSCCEG00000013405
ficedula_albicollis ENSFALG00000011499
manacus_vitellinus ENSMVIG00005013191
lepidothrix_coronata ENSLCOG00000014690
calidris_pugnax ENSCPUG00000008940
calidris_pygmaea ENSCPGG00000010541
melopsittacus_undulatus ENSMUNG00000015188
apteryx_owenii ENSAOWG00000007524
apteryx_rowi ENSARWG00000018758
apteryx_haastii ENSAHAG00000016035
dromaius_novaehollandiae ENSDNVG00000000528
nothoprocta_perdicaria ENSNPEG00000003525
crocodylus_porosus ENSCPRG00005011324
chelonoidis_abingdonii ENSCABG00000002231
gopherus_agassizii ENSGAGG00000017605
chrysemys_picta ENSCPBG00000024307
pelodiscus_sinensis ENSPSIG00000012942
pogona_vitticeps ENSPVIG00000001055
anolis_carolinensis ENSACAG00000005564
salvator_merianae ENSSMRG00000009396
sphenodon_punctatus ENSSPUG00000012941
pongo_abelii ENSPPYG00000015211
chlorocebus_sabaeus ENSCSAG00000003091
pan_paniscus ENSPPAG00000031462
pan_troglodytes ENSPTRG00000016605
homo_sapiens ENSG00000164118
gorilla_gorilla ENSGGOG00000025044
nomascus_leucogenys ENSNLEG00000006689
rhinopithecus_bieti ENSRBIG00000029834
colobus_angolensis ENSCANG00000036948
piliocolobus_tephrosceles ENSPTEG00000006297
mandrillus_leucophaeus ENSMLEG00000031852
cercocebus_atys ENSCATG00000032368
papio_anubis ENSPANG00000011904
theropithecus_gelada ENSTGEG00000022266
macaca_fascicularis ENSMFAG00000003438
macaca_mulatta ENSMMUG00000001743
macaca_nemestrina ENSMNEG00000012365
cebus_capucinus ENSCCAG00000025645
saimiri_boliviensis ENSSBOG00000026905
callithrix_jacchus ENSCJAG00000005195
aotus_nancymaae ENSANAG00000029783
carlito_syrichta ENSTSYG00000001254
microcebus_murinus ENSMICG00000009966
propithecus_coquereli ENSPCOG00000014703
prolemur_simus ENSPSMG00000020017
otolemur_garnettii ENSOGAG00000009295
tupaia_belangeri ENSTBEG00000013467
castor_canadensis ENSCCNG00000000934
dipodomys_ordii ENSDORG00000025276
mus_spicilegus ENSMSIG00000003325
mus_spretus MGP_SPRETEiJ_G0032177
mus_musculus ENSMUSG00000038215
mus_caroli MGP_CAROLIEiJ_G0031062
mus_pahari MGP_PahariEiJ_G0021528
rattus_norvegicus ENSRNOG00000010566
meriones_unguiculatus ENSMUGG00000012191
cricetulus_griseus ENSCGRG00000001744
cricetulus_griseus ENSCGRG00015006386
cricetulus_griseus ENSCGRG00001017213
mesocricetus_auratus ENSMAUG00000011204
peromyscus_maniculatus ENSPEMG00000002959
microtus_ochrogaster ENSMOCG00000009906
nannospalax_galili ENSNGAG00000023339
jaculus_jaculus ENSJJAG00000023804
heterocephalus_glaber ENSHGLG00100008907
heterocephalus_glaber ENSHGLG00000007002
heterocephalus_glaber ENSHGLG00000000254
fukomys_damarensis ENSFDAG00000012043
chinchilla_lanigera ENSCLAG00000016227
cavia_aperea ENSCAPG00000010487
cavia_porcellus ENSCPOG00000013247
octodon_degus ENSODEG00000011812
ictidomys_tridecemlineatus ENSSTOG00000012395
urocitellus_parryii ENSUPAG00010015450
marmota_marmota ENSMMMG00000014097
spermophilus_dauricus ENSSDAG00000014123
ochotona_princeps ENSOPRG00000007618
oryctolagus_cuniculus ENSOCUG00000013963
ailuropoda_melanoleuca ENSAMEG00000014171
ursus_maritimus ENSUMAG00000021708
mustela_putorius ENSMPUG00000001870
neovison_vison ENSNVIG00000024523
canis_lupus ENSCAFG00000007889
canis_lupus ENSCAFG00020011776
vulpes_vulpes ENSVVUG00000016785
panthera_pardus ENSPPRG00000024573
panthera_tigris ENSPTIG00000005771
felis_catus ENSFCAG00000023953
bos_indicus ENSBIXG00005005262
bos_indicus ENSBIXG00000006319
bos_mutus ENSBMUG00000023137
bos_taurus ENSBTAG00000020055
bison_bison ENSBBBG00000025437
capra_hircus ENSCHIG00000026241
ovis_aries ENSOARG00000015325
tursiops_truncatus ENSTTRG00000013178
sus_scrofa ENSSSCG00000032475
vicugna_pacos ENSVPAG00000009612
pteropus_vampyrus ENSPVAG00000016075
myotis_lucifugus ENSMLUG00000008984
equus_asinus ENSEASG00005020934
equus_caballus ENSECAG00000005916
erinaceus_europaeus ENSEEUG00000014671
sorex_araneus ENSSARG00000009269
procavia_capensis ENSPCAG00000016235
loxodonta_africana ENSLAFG00000016042
echinops_telfairi ENSETEG00000007989
