eptatretus_burgeri ENSEBUG00000002457
petromyzon_marinus ENSPMAG00000008679
sarcophilus_harrisii ENSSHAG00000000260
monodelphis_domestica ENSMODG00000007204
notamacropus_eugenii ENSMEUG00000006423
phascolarctos_cinereus ENSPCIG00000005095
mus_spicilegus ENSMSIG00000018642
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025185
mus_musculus ENSMUSG00000027378
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024265
mus_pahari MGP_PahariEiJ_G0025710
rattus_norvegicus ENSRNOG00000015756
meriones_unguiculatus ENSMUGG00000000787
meriones_unguiculatus ENSMUGG00000000272
cricetulus_griseus_chok1gshd ENSCGRG00001015489
cricetulus_griseus_crigri-picr ENSCGRG00015014996
cricetulus_griseus_crigri ENSCGRG00000005663
mesocricetus_auratus ENSMAUG00000014330
microtus_ochrogaster ENSMOCG00000009537
peromyscus_maniculatus_bairdii ENSPEMG00000021264
meriones_unguiculatus ENSMUGG00000020502
nannospalax_galili ENSNGAG00000000009
jaculus_jaculus ENSJJAG00000020426
dipodomys_ordii ENSDORG00000001784
heterocephalus_glaber_male ENSHGLG00100013930
heterocephalus_glaber_female ENSHGLG00000009816
fukomys_damarensis ENSFDAG00000008464
cavia_porcellus ENSCPOG00000027089
cavia_aperea ENSCAPG00000012098
octodon_degus ENSODEG00000006127
chinchilla_lanigera ENSCLAG00000004227
spermophilus_dauricus ENSSDAG00000024742
oryctolagus_cuniculus ENSOCUG00000015631
ochotona_princeps ENSOPRG00000002950
saimiri_boliviensis_boliviensis ENSSBOG00000022290
callithrix_jacchus ENSCJAG00000040374
cebus_capucinus ENSCCAG00000037228
aotus_nancymaae ENSANAG00000019854
homo_sapiens ENSG00000144061
gorilla_gorilla ENSGGOG00000002880
pan_troglodytes ENSPTRG00000012346
pan_paniscus ENSPPAG00000031121
pongo_abelii ENSPPYG00000012151
nomascus_leucogenys ENSNLEG00000002353
papio_anubis ENSPANG00000011993
theropithecus_gelada ENSTGEG00000001593
mandrillus_leucophaeus ENSMLEG00000036809
cercocebus_atys ENSCATG00000041514
macaca_mulatta ENSMMUG00000022802
macaca_fascicularis ENSMFAG00000043563
macaca_nemestrina ENSMNEG00000030775
chlorocebus_sabaeus ENSCSAG00000016966
piliocolobus_tephrosceles ENSPTEG00000026206
colobus_angolensis_palliatus ENSCANG00000034553
rhinopithecus_roxellana ENSRROG00000044571
rhinopithecus_bieti ENSRBIG00000034035
carlito_syrichta ENSTSYG00000012787
prolemur_simus ENSPSMG00000017287
propithecus_coquereli ENSPCOG00000025124
microcebus_murinus ENSMICG00000009340
otolemur_garnettii ENSOGAG00000028314
dasypus_novemcinctus ENSDNOG00000038048
dasypus_novemcinctus ENSDNOG00000035596
erinaceus_europaeus ENSEEUG00000002757
sorex_araneus ENSSARG00000011871
myotis_lucifugus ENSMLUG00000015606
pteropus_vampyrus ENSPVAG00000011146
ursus_americanus ENSUAMG00000018756
ursus_maritimus ENSUMAG00000011858
ailuropoda_melanoleuca ENSAMEG00000009646
mustela_putorius_furo ENSMPUG00000009284
neovison_vison ENSNVIG00000015863
canis_lupus_familiaris ENSCAFG00000007057
canis_lupus_dingo ENSCAFG00020019637
vulpes_vulpes ENSVVUG00000027432
panthera_tigris_altaica ENSPTIG00000020925
panthera_pardus ENSPPRG00000004969
felis_catus ENSFCAG00000005988
ovis_aries ENSOARG00000014241
capra_hircus ENSCHIG00000007333
capra_hircus ENSCHIG00000023443
bos_taurus ENSBTAG00000007675
bos_mutus ENSBMUG00000024770
bison_bison_bison ENSBBBG00000010331
tursiops_truncatus ENSTTRG00000003086
sus_scrofa ENSSSCG00000008111
equus_caballus ENSECAG00000020702
equus_asinus_asinus ENSEASG00005005301
choloepus_hoffmanni ENSCHOG00000007804
marmota_marmota_marmota ENSMMMG00000001351
tupaia_belangeri ENSTBEG00000009758
loxodonta_africana ENSLAFG00000013899
procavia_capensis ENSPCAG00000009512
echinops_telfairi ENSETEG00000011414
ornithorhynchus_anatinus ENSOANG00000021949
ornithorhynchus_anatinus ENSOANG00000021787
neovison_vison ENSNVIG00000020835
anolis_carolinensis ENSACAG00000012991
pogona_vitticeps ENSPVIG00000013315
notechis_scutatus ENSNSUG00000016020
salvator_merianae ENSSMRG00000014955
sphenodon_punctatus ENSSPUG00000011106
taeniopygia_guttata ENSTGUG00000007320
taeniopygia_guttata ENSTGUG00000015043
lonchura_striata_domestica ENSLSDG00000013942
